 CG ITER, OVMR, OVMRUB =           1  104018.9687500  104018.9687500
 CG ITER, OVMR, OVMRUB =           2  104018.9765625  104018.9687500
 CG ITER, OVMR, OVMRUB =           3  104018.6015625  104018.9687500
 CG ITER, OVMR, OVMRUB =           4  103010.9609375  104018.9687500
 CG ITER, OVMR, OVMRUB =           5  102671.9062500  104018.9687500
 CG ITER, OVMR, OVMRUB =           6  102356.0000000  104018.9687500
 CG ITER, OVMR, OVMRUB =           7  100932.2890625  104018.9687500
 CG ITER, OVMR, OVMRUB =           8   98387.3125000  104018.9687500
 CG ITER, OVMR, OVMRUB =           9   98421.4218750  104018.9687500
 CG ITER, OVMR, OVMRUB =          10   98015.2421875  104018.9687500
 CG ITER, OVMR, OVMRUB =          11   96860.3671875  104018.9687500
 CG ITER, OVMR, OVMRUB =          12   96255.3359375  104018.9687500
 CG ITER, OVMR, OVMRUB =          13   95470.3984375  104018.9687500
 CG ITER, OVMR, OVMRUB =          14   95415.3828125  104018.9687500
 CG ITER, OVMR, OVMRUB =          15   95487.8515625  104018.9687500
 CG ITER, OVMR, OVMRUB =          16   95769.6796875  104018.9687500
 CG ITER, OVMR, OVMRUB =          17   95735.2578125  104018.9687500
 CG ITER, OVMR, OVMRUB =          18   95681.3671875  104018.9687500
 CG ITER, OVMR, OVMRUB =          19   95651.2968750  104018.9687500
 CG ITER, OVMR, OVMRUB =          20   95710.9062500  104018.9687500
 CG ITER, OVMR, OVMRUB =          21   95725.4609375  104018.9687500
 CG ITER, OVMR, OVMRUB =          22   95754.2031250  104018.9687500
 CG ITER, OVMR, OVMRUB =          23   95785.5156250  104018.9687500
 CG ITER, OVMR, OVMRUB =          24   95766.6875000  104018.9687500
 CG ITER, OVMR, OVMRUB =          25   95518.0781250  104018.9687500
 CG ITER, OVMR, OVMRUB =          26   95316.1640625  104018.9687500
 CG ITER, OVMR, OVMRUB =          27   95054.6953125  104018.9687500
 CG ITER, OVMR, OVMRUB =          28   94909.3593750  104018.9687500
 CG ITER, OVMR, OVMRUB =          29   94716.1250000  104018.9687500
 CG ITER, OVMR, OVMRUB =          30   94638.4062500  104018.9687500
 CG ITER, OVMR, OVMRUB =          31   94507.1796875  104018.9687500
 CG ITER, OVMR, OVMRUB =          32   94355.6171875  104018.9687500
 CG ITER, OVMR, OVMRUB =          33   94249.7812500  104018.9687500
 CG ITER, OVMR, OVMRUB =          34   94095.5468750  104018.9687500
 CG ITER, OVMR, OVMRUB =          35   93977.3906250  104018.9687500
 CG ITER, OVMR, OVMRUB =          36   93879.2812500  104018.9687500
