 CG ITER, OVMR, OVMRUB =           1   92309.9609375   92309.9609375
 CG ITER, OVMR, OVMRUB =           2   92309.9609375   92309.9609375
 CG ITER, OVMR, OVMRUB =           3   92309.9531250   92309.9609375
 CG ITER, OVMR, OVMRUB =           4   91877.5312500   92309.9609375
 CG ITER, OVMR, OVMRUB =           5   90055.3281250   92309.9609375
 CG ITER, OVMR, OVMRUB =           6   90157.0156250   92309.9609375
 CG ITER, OVMR, OVMRUB =           7   90713.7343750   92309.9609375
 CG ITER, OVMR, OVMRUB =           8   89583.8828125   92309.9609375
 CG ITER, OVMR, OVMRUB =           9   88023.2734375   92309.9609375
 CG ITER, OVMR, OVMRUB =          10   88059.0546875   92309.9609375
 CG ITER, OVMR, OVMRUB =          11   87355.6640625   92309.9609375
 CG ITER, OVMR, OVMRUB =          12   86885.7265625   92309.9609375
 CG ITER, OVMR, OVMRUB =          13   86814.2500000   92309.9609375
 CG ITER, OVMR, OVMRUB =          14   86496.7187500   92309.9609375
 CG ITER, OVMR, OVMRUB =          15   86521.8359375   92309.9609375
 CG ITER, OVMR, OVMRUB =          16   86568.8593750   92309.9609375
 CG ITER, OVMR, OVMRUB =          17   86350.2031250   92309.9609375
 CG ITER, OVMR, OVMRUB =          18   86245.3593750   92309.9609375
 CG ITER, OVMR, OVMRUB =          19   86236.8828125   92309.9609375
 CG ITER, OVMR, OVMRUB =          20   86097.4062500   92309.9609375
 CG ITER, OVMR, OVMRUB =          21   85985.2734375   92309.9609375
 CG ITER, OVMR, OVMRUB =          22   85945.0156250   92309.9609375
 CG ITER, OVMR, OVMRUB =          23   85827.3984375   92309.9609375
 CG ITER, OVMR, OVMRUB =          24   85786.8125000   92309.9609375
 CG ITER, OVMR, OVMRUB =          25   85714.4062500   92309.9609375
 CG ITER, OVMR, OVMRUB =          26   85606.7421875   92309.9609375
 CG ITER, OVMR, OVMRUB =          27   85488.6406250   92309.9609375
 CG ITER, OVMR, OVMRUB =          28   85436.7109375   92309.9609375
 CG ITER, OVMR, OVMRUB =          29   85416.1953125   92309.9609375
 CG ITER, OVMR, OVMRUB =          30   85379.7109375   92309.9609375
 CG ITER, OVMR, OVMRUB =          31   85297.5937500   92309.9609375
 CG ITER, OVMR, OVMRUB =          32   85211.7968750   92309.9609375
 CG ITER, OVMR, OVMRUB =          33   85101.5312500   92309.9609375
 CG ITER, OVMR, OVMRUB =          34   84976.2031250   92309.9609375
 CG ITER, OVMR, OVMRUB =          35   84873.1718750   92309.9609375
 CG ITER, OVMR, OVMRUB =          36   84778.8593750   92309.9609375
 CG ITER, OVMR, OVMRUB =          37   84659.3515625   92309.9609375
 CG ITER, OVMR, OVMRUB =          38   84587.0859375   92309.9609375
 CG ITER, OVMR, OVMRUB =          39   84470.5703125   92309.9609375
 CG ITER, OVMR, OVMRUB =          40   84380.7031250   92309.9609375
 CG ITER, OVMR, OVMRUB =          41   84291.8437500   92309.9609375
 CG ITER, OVMR, OVMRUB =          42   84209.3437500   92309.9609375
 CG ITER, OVMR, OVMRUB =          43   84141.6484375   92309.9609375
 CG ITER, OVMR, OVMRUB =          44   84064.7109375   92309.9609375
 CG ITER, OVMR, OVMRUB =          45   83996.7187500   92309.9609375
 CG ITER, OVMR, OVMRUB =          46   83925.8203125   92309.9609375
 CG ITER, OVMR, OVMRUB =          47   83888.3437500   92309.9609375
 CG ITER, OVMR, OVMRUB =          48   83814.7578125   92309.9609375
 CG ITER, OVMR, OVMRUB =          49   83790.0390625   92309.9609375
