 CG ITER, OVMR, OVMRUB =           1  102347.0546875  102347.0468750
 CG ITER, OVMR, OVMRUB =           2  101416.3437500  101416.3359375
 CG ITER, OVMR, OVMRUB =           3  101416.3359375  101416.3359375
 CG ITER, OVMR, OVMRUB =           4  101416.3281250  101416.3359375
 CG ITER, OVMR, OVMRUB =           5  101416.2812500  101416.3359375
 CG ITER, OVMR, OVMRUB =           6  101278.0703125  101416.3359375
 CG ITER, OVMR, OVMRUB =           7  100867.2968750  101416.3359375
 CG ITER, OVMR, OVMRUB =           8   99772.1093750  101416.3359375
 CG ITER, OVMR, OVMRUB =           9   98734.9765625  101416.3359375
 CG ITER, OVMR, OVMRUB =          10   98193.3046875  101416.3359375
 CG ITER, OVMR, OVMRUB =          11   98131.3906250  101416.3359375
 CG ITER, OVMR, OVMRUB =          12   98235.3593750  101416.3359375
 CG ITER, OVMR, OVMRUB =          13   98418.0546875  101416.3359375
 CG ITER, OVMR, OVMRUB =          14   98233.3828125  101416.3359375
 CG ITER, OVMR, OVMRUB =          15   98115.7265625  101416.3359375
 CG ITER, OVMR, OVMRUB =          16   97936.0390625  101416.3359375
 CG ITER, OVMR, OVMRUB =          17   97637.8593750  101416.3359375
 CG ITER, OVMR, OVMRUB =          18   97556.5546875  101416.3359375
 CG ITER, OVMR, OVMRUB =          19   97467.3984375  101416.3359375
 CG ITER, OVMR, OVMRUB =          20   97383.4687500  101416.3359375
 CG ITER, OVMR, OVMRUB =          21   97459.2734375  101416.3359375
 CG ITER, OVMR, OVMRUB =          22   97334.4687500  101416.3359375
 CG ITER, OVMR, OVMRUB =          23   97220.9375000  101416.3359375
 CG ITER, OVMR, OVMRUB =          24   97092.7578125  101416.3359375
 CG ITER, OVMR, OVMRUB =          25   97030.0156250  101416.3359375
 CG ITER, OVMR, OVMRUB =          26   97008.9765625  101416.3359375
 CG ITER, OVMR, OVMRUB =          27   96881.1093750  101416.3359375
 CG ITER, OVMR, OVMRUB =          28   96758.2890625  101416.3359375
 CG ITER, OVMR, OVMRUB =          29   96685.4687500  101416.3359375
 CG ITER, OVMR, OVMRUB =          30   96588.6796875  101416.3359375
 CG ITER, OVMR, OVMRUB =          31   96561.9765625  101416.3359375
 CG ITER, OVMR, OVMRUB =          32   96499.8593750  101416.3359375
 CG ITER, OVMR, OVMRUB =          33   96486.7578125  101416.3359375
 CG ITER, OVMR, OVMRUB =          34   96451.3203125  101416.3359375
 CG ITER, OVMR, OVMRUB =          35   96453.6093750  101416.3359375
 CG ITER, OVMR, OVMRUB =          36   96427.0000000  101416.3359375
 CG ITER, OVMR, OVMRUB =          37   96461.7343750  101416.3359375
 CG ITER, OVMR, OVMRUB =          38   96433.9140625  101416.3359375
 CG ITER, OVMR, OVMRUB =          39   96423.8515625  101416.3359375
 CG ITER, OVMR, OVMRUB =          40   96331.7968750  101416.3359375
 CG ITER, OVMR, OVMRUB =          41   96231.7734375  101416.3359375
 CG ITER, OVMR, OVMRUB =          42   96142.2343750  101416.3359375
 CG ITER, OVMR, OVMRUB =          43   96057.8437500  101416.3359375
 CG ITER, OVMR, OVMRUB =          44   95969.1953125  101416.3359375
 CG ITER, OVMR, OVMRUB =          45   95886.6562500  101416.3359375
 CG ITER, OVMR, OVMRUB =          46   95792.7890625  101416.3359375
 CG ITER, OVMR, OVMRUB =          47   95732.0000000  101416.3359375
 CG ITER, OVMR, OVMRUB =          48   95671.7734375  101416.3359375
 CG ITER, OVMR, OVMRUB =          49   95620.8515625  101416.3359375
 CG ITER, OVMR, OVMRUB =          50   95571.0390625  101416.3359375
 CG ITER, OVMR, OVMRUB =          51   95512.3046875  101416.3359375
 CG ITER, OVMR, OVMRUB =          52   95442.9218750  101416.3359375
 CG ITER, OVMR, OVMRUB =          53   95399.6562500  101416.3359375
 CG ITER, OVMR, OVMRUB =          54   95350.3437500  101416.3359375
 CG ITER, OVMR, OVMRUB =          55   95316.3437500  101416.3359375
 CG ITER, OVMR, OVMRUB =          56   95269.0234375  101416.3359375
 CG ITER, OVMR, OVMRUB =          57   95224.7812500  101416.3359375
 CG ITER, OVMR, OVMRUB =          58   95182.3984375  101416.3359375
 CG ITER, OVMR, OVMRUB =          59   95149.2656250  101416.3359375
 CG ITER, OVMR, OVMRUB =          60   95126.0000000  101416.3359375
 CG ITER, OVMR, OVMRUB =          61   95078.6718750  101416.3359375
 CG ITER, OVMR, OVMRUB =          62   95045.4531250  101416.3359375
 CG ITER, OVMR, OVMRUB =          63   95027.1328125  101416.3359375
 CG ITER, OVMR, OVMRUB =          64   94994.1171875  101416.3359375
 CG ITER, OVMR, OVMRUB =          65   94974.3125000  101416.3359375
 CG ITER, OVMR, OVMRUB =          66   94954.3437500  101416.3359375
 CG ITER, OVMR, OVMRUB =          67   94935.1875000  101416.3359375
 CG ITER, OVMR, OVMRUB =          68   94913.8046875  101416.3359375
 CG ITER, OVMR, OVMRUB =          69   94897.0390625  101416.3359375
 CG ITER, OVMR, OVMRUB =          70   94857.9765625  101416.3359375
 CG ITER, OVMR, OVMRUB =          71   94836.4453125  101416.3359375
 CG ITER, OVMR, OVMRUB =          72   94817.5468750  101416.3359375
 CG ITER, OVMR, OVMRUB =          73   94801.5234375  101416.3359375
 CG ITER, OVMR, OVMRUB =          74   94782.7578125  101416.3359375
 CG ITER, OVMR, OVMRUB =          75   94764.8046875  101416.3359375
 CG ITER, OVMR, OVMRUB =          76   94751.6328125  101416.3359375
 CG ITER, OVMR, OVMRUB =          77   94746.1562500  101416.3359375
 CG ITER, OVMR, OVMRUB =          78   94731.1796875  101416.3359375
 CG ITER, OVMR, OVMRUB =          79   94720.4531250  101416.3359375
 CG ITER, OVMR, OVMRUB =          80   94710.1328125  101416.3359375
 CG ITER, OVMR, OVMRUB =          81   94698.4375000  101416.3359375
 CG ITER, OVMR, OVMRUB =          82   94681.8046875  101416.3359375
 CG ITER, OVMR, OVMRUB =          83   94674.7656250  101416.3359375
 CG ITER, OVMR, OVMRUB =          84   94671.2421875  101416.3359375
 CG ITER, OVMR, OVMRUB =          85   94670.0312500  101416.3359375
 CG ITER, OVMR, OVMRUB =          86   94666.2734375  101416.3359375
 CG ITER, OVMR, OVMRUB =          87   94660.1093750  101416.3359375
 CG ITER, OVMR, OVMRUB =          88   94657.9843750  101416.3359375
 CG ITER, OVMR, OVMRUB =          89   94654.1796875  101416.3359375
 CG ITER, OVMR, OVMRUB =          90   94653.6093750  101416.3359375
 CG ITER, OVMR, OVMRUB =          91   94650.0078125  101416.3359375
