 CG ITER, OVMR, OVMRUB =           1  100890.8593750  100890.8359375
 CG ITER, OVMR, OVMRUB =           2  100890.8046875  100890.8359375
 CG ITER, OVMR, OVMRUB =           3  100890.8125000  100890.8359375
 CG ITER, OVMR, OVMRUB =           4  100890.7890625  100890.8359375
 CG ITER, OVMR, OVMRUB =           5  100680.8984375  100890.8359375
 CG ITER, OVMR, OVMRUB =           6  100596.9218750  100890.8359375
 CG ITER, OVMR, OVMRUB =           7  100212.8828125  100890.8359375
 CG ITER, OVMR, OVMRUB =           8   99392.7734375  100890.8359375
 CG ITER, OVMR, OVMRUB =           9   98135.1875000  100890.8359375
 CG ITER, OVMR, OVMRUB =          10   97503.1328125  100890.8359375
 CG ITER, OVMR, OVMRUB =          11   97337.5468750  100890.8359375
 CG ITER, OVMR, OVMRUB =          12   96951.1093750  100890.8359375
 CG ITER, OVMR, OVMRUB =          13   96695.9375000  100890.8359375
 CG ITER, OVMR, OVMRUB =          14   96479.0390625  100890.8359375
 CG ITER, OVMR, OVMRUB =          15   96532.0000000  100890.8359375
 CG ITER, OVMR, OVMRUB =          16   96340.6640625  100890.8359375
 CG ITER, OVMR, OVMRUB =          17   96237.4921875  100890.8359375
 CG ITER, OVMR, OVMRUB =          18   96086.4375000  100890.8359375
 CG ITER, OVMR, OVMRUB =          19   95825.9843750  100890.8359375
 CG ITER, OVMR, OVMRUB =          20   95627.7265625  100890.8359375
 CG ITER, OVMR, OVMRUB =          21   95387.3906250  100890.8359375
 CG ITER, OVMR, OVMRUB =          22   95209.3750000  100890.8359375
 CG ITER, OVMR, OVMRUB =          23   95059.9843750  100890.8359375
 CG ITER, OVMR, OVMRUB =          24   94871.0703125  100890.8359375
 CG ITER, OVMR, OVMRUB =          25   94672.0937500  100890.8359375
 CG ITER, OVMR, OVMRUB =          26   94531.3906250  100890.8359375
 CG ITER, OVMR, OVMRUB =          27   94369.5937500  100890.8359375
 CG ITER, OVMR, OVMRUB =          28   94188.4765625  100890.8359375
 CG ITER, OVMR, OVMRUB =          29   94083.8515625  100890.8359375
 CG ITER, OVMR, OVMRUB =          30   93907.1328125  100890.8359375
 CG ITER, OVMR, OVMRUB =          31   93742.4062500  100890.8359375
 CG ITER, OVMR, OVMRUB =          32   93621.8515625  100890.8359375
 CG ITER, OVMR, OVMRUB =          33   93500.9218750  100890.8359375
 CG ITER, OVMR, OVMRUB =          34   93366.7734375  100890.8359375
 CG ITER, OVMR, OVMRUB =          35   93255.3593750  100890.8359375
 CG ITER, OVMR, OVMRUB =          36   93156.0625000  100890.8359375
 CG ITER, OVMR, OVMRUB =          37   93069.0078125  100890.8359375
 CG ITER, OVMR, OVMRUB =          38   92958.1562500  100890.8359375
 CG ITER, OVMR, OVMRUB =          39   92878.9140625  100890.8359375
 CG ITER, OVMR, OVMRUB =          40   92756.8281250  100890.8359375
 CG ITER, OVMR, OVMRUB =          41   92676.8906250  100890.8359375
 CG ITER, OVMR, OVMRUB =          42   92592.1015625  100890.8359375
 CG ITER, OVMR, OVMRUB =          43   92526.1328125  100890.8359375
 CG ITER, OVMR, OVMRUB =          44   92455.7578125  100890.8359375
 CG ITER, OVMR, OVMRUB =          45   92368.7812500  100890.8359375
 CG ITER, OVMR, OVMRUB =          46   92301.0156250  100890.8359375
 CG ITER, OVMR, OVMRUB =          47   92246.4921875  100890.8359375
 CG ITER, OVMR, OVMRUB =          48   92181.0078125  100890.8359375
 CG ITER, OVMR, OVMRUB =          49   92115.8671875  100890.8359375
 CG ITER, OVMR, OVMRUB =          50   92066.4687500  100890.8359375
 CG ITER, OVMR, OVMRUB =          51   92026.0546875  100890.8359375
 CG ITER, OVMR, OVMRUB =          52   91975.3593750  100890.8359375
 CG ITER, OVMR, OVMRUB =          53   91913.7656250  100890.8359375
 CG ITER, OVMR, OVMRUB =          54   91879.1484375  100890.8359375
 CG ITER, OVMR, OVMRUB =          55   91819.7890625  100890.8359375
 CG ITER, OVMR, OVMRUB =          56   91773.9453125  100890.8359375
 CG ITER, OVMR, OVMRUB =          57   91743.0156250  100890.8359375
 CG ITER, OVMR, OVMRUB =          58   91702.7734375  100890.8359375
 CG ITER, OVMR, OVMRUB =          59   91656.6328125  100890.8359375
 CG ITER, OVMR, OVMRUB =          60   91631.2265625  100890.8359375
 CG ITER, OVMR, OVMRUB =          61   91600.8046875  100890.8359375
 CG ITER, OVMR, OVMRUB =          62   91571.1250000  100890.8359375
 CG ITER, OVMR, OVMRUB =          63   91549.0468750  100890.8359375
 CG ITER, OVMR, OVMRUB =          64   91531.6953125  100890.8359375
 CG ITER, OVMR, OVMRUB =          65   91494.3125000  100890.8359375
 CG ITER, OVMR, OVMRUB =          66   91466.6406250  100890.8359375
 CG ITER, OVMR, OVMRUB =          67   91445.8515625  100890.8359375
 CG ITER, OVMR, OVMRUB =          68   91425.6093750  100890.8359375
 CG ITER, OVMR, OVMRUB =          69   91407.1484375  100890.8359375
 CG ITER, OVMR, OVMRUB =          70   91385.7890625  100890.8359375
 CG ITER, OVMR, OVMRUB =          71   91370.9765625  100890.8359375
 CG ITER, OVMR, OVMRUB =          72   91352.5703125  100890.8359375
 CG ITER, OVMR, OVMRUB =          73   91327.3750000  100890.8359375
 CG ITER, OVMR, OVMRUB =          74   91306.0156250  100890.8359375
 CG ITER, OVMR, OVMRUB =          75   91284.0234375  100890.8359375
 CG ITER, OVMR, OVMRUB =          76   91259.8437500  100890.8359375
 CG ITER, OVMR, OVMRUB =          77   91248.0234375  100890.8359375
