 CG ITER, OVMR, OVMRUB =           1   65923.9062500   65923.9062500
 CG ITER, OVMR, OVMRUB =           2   65251.5976562   65251.5937500
 CG ITER, OVMR, OVMRUB =           3   65251.5898438   65251.5937500
 CG ITER, OVMR, OVMRUB =           4   58063.9687500   65144.5859375
 CG ITER, OVMR, OVMRUB =           5   55833.6289062   65144.5859375
 CG ITER, OVMR, OVMRUB =           6   55529.6367188   65144.5859375
 CG ITER, OVMR, OVMRUB =           7   55307.6210938   65144.5859375
 CG ITER, OVMR, OVMRUB =           8   55064.0234375   65144.5859375
 CG ITER, OVMR, OVMRUB =           9   54957.2109375   65144.5859375
 CG ITER, OVMR, OVMRUB =          10   54856.9140625   65144.5859375
 CG ITER, OVMR, OVMRUB =          11   54668.7187500   65144.5859375
 CG ITER, OVMR, OVMRUB =          12   54584.5898438   65144.5859375
 CG ITER, OVMR, OVMRUB =          13   54435.9375000   65144.5859375
 CG ITER, OVMR, OVMRUB =          14   54336.1523438   65144.5859375
 CG ITER, OVMR, OVMRUB =          15   54209.0000000   65144.5859375
 CG ITER, OVMR, OVMRUB =          16   54114.8906250   65144.5859375
 CG ITER, OVMR, OVMRUB =          17   54044.1093750   65144.5859375
 CG ITER, OVMR, OVMRUB =          18   53983.1015625   65144.5859375
 CG ITER, OVMR, OVMRUB =          19   53883.2890625   65144.5859375
 CG ITER, OVMR, OVMRUB =          20   53848.2656250   65144.5859375
 CG ITER, OVMR, OVMRUB =          21   53781.3671875   65144.5859375
 CG ITER, OVMR, OVMRUB =          22   53744.1992188   65144.5859375
 CG ITER, OVMR, OVMRUB =          23   53700.9375000   65144.5859375
 CG ITER, OVMR, OVMRUB =          24   53670.2070312   64165.4960938
 CG ITER, OVMR, OVMRUB =          25   53625.3476562   64165.4960938
 CG ITER, OVMR, OVMRUB =          26   53577.6132812   64165.4960938
 CG ITER, OVMR, OVMRUB =          27   53533.8515625   62508.6054688
 CG ITER, OVMR, OVMRUB =          28   53492.3281250   61327.5742188
 CG ITER, OVMR, OVMRUB =          29   53465.8476562   61327.5742188
 CG ITER, OVMR, OVMRUB =          30   53445.9765625   61327.5742188
 CG ITER, OVMR, OVMRUB =          31   53421.8242188   61327.5742188
 CG ITER, OVMR, OVMRUB =          32   53383.8007812   61327.5742188
 CG ITER, OVMR, OVMRUB =          33   53379.0234375   61327.5742188
 CG ITER, OVMR, OVMRUB =          34   53359.6171875   61327.5742188
 CG ITER, OVMR, OVMRUB =          35   53345.0000000   61327.5742188
 CG ITER, OVMR, OVMRUB =          36   53334.6132812   61327.5742188
 CG ITER, OVMR, OVMRUB =          37   53304.0195312   61327.5742188
 CG ITER, OVMR, OVMRUB =          38   53303.6640625   61327.5742188
 CG ITER, OVMR, OVMRUB =          39   53297.2187500   61327.5742188
 CG ITER, OVMR, OVMRUB =          40   53267.1484375   61327.5742188
 CG ITER, OVMR, OVMRUB =          41   53260.5546875   61281.8164062
 CG ITER, OVMR, OVMRUB =          42   53253.4140625   61281.8164062
 CG ITER, OVMR, OVMRUB =          43   53249.3437500   61281.8164062
 CG ITER, OVMR, OVMRUB =          44   53204.8750000   59118.0039062
 CG ITER, OVMR, OVMRUB =          45   53202.6835938   59118.0039062
 CG ITER, OVMR, OVMRUB =          46   53205.4414062   59118.0039062
 CG ITER, OVMR, OVMRUB =          47   53181.7734375   59118.0039062
 CG ITER, OVMR, OVMRUB =          48   53167.6601562   59118.0039062
 CG ITER, OVMR, OVMRUB =          49   53152.9531250   59118.0039062
 CG ITER, OVMR, OVMRUB =          50   53132.5703125   59118.0039062
 CG ITER, OVMR, OVMRUB =          51   53124.9296875   59118.0039062
 CG ITER, OVMR, OVMRUB =          52   53117.2929688   59118.0039062
 CG ITER, OVMR, OVMRUB =          53   53109.9101562   59118.0039062
 CG ITER, OVMR, OVMRUB =          54   53103.3515625   59118.0039062
 CG ITER, OVMR, OVMRUB =          55   53096.0781250   59118.0039062
 CG ITER, OVMR, OVMRUB =          56   53077.1875000   59118.0039062
 CG ITER, OVMR, OVMRUB =          57   53076.8398438   59118.0039062
 CG ITER, OVMR, OVMRUB =          58   53076.5000000   59118.0039062
 CG ITER, OVMR, OVMRUB =          59   53069.7343750   59118.0039062
 CG ITER, OVMR, OVMRUB =          60   53064.5742188   59118.0039062
 CG ITER, OVMR, OVMRUB =          61   53060.7031250   59118.0039062
 CG ITER, OVMR, OVMRUB =          62   53059.7109375   59118.0039062
 CG ITER, OVMR, OVMRUB =          63   53060.0234375   58223.7695312
 CG ITER, OVMR, OVMRUB =          64   53060.1562500   58223.7695312
 CG ITER, OVMR, OVMRUB =          65   53057.6328125   58223.7695312
 CG ITER, OVMR, OVMRUB =          66   53057.1953125   58223.7695312
 CG ITER, OVMR, OVMRUB =          67   53055.0468750   58223.7695312
 CG ITER, OVMR, OVMRUB =          68   53051.0312500   58223.7695312
 CG ITER, OVMR, OVMRUB =          69   53052.8867188   58223.7695312
 CG ITER, OVMR, OVMRUB =          70   53052.0625000   58223.7695312
 CG ITER, OVMR, OVMRUB =          71   53050.8046875   58223.7695312
 CG ITER, OVMR, OVMRUB =          72   53051.7773438   57026.0234375
 CG ITER, OVMR, OVMRUB =          73   53051.4257812   57026.0234375
 CG ITER, OVMR, OVMRUB =          74   53049.3828125   56636.1992188
 CG ITER, OVMR, OVMRUB =          75   53049.4296875   56636.1992188
 CG ITER, OVMR, OVMRUB =          76   53049.7656250   56636.1992188
 CG ITER, OVMR, OVMRUB =          77   53045.7304688   56636.1992188
 CG ITER, OVMR, OVMRUB =          78   53048.6484375   56636.1992188
 CG ITER, OVMR, OVMRUB =          79   53046.6484375   56636.1992188
 CG ITER, OVMR, OVMRUB =          80   53047.0429688   56636.1992188
 CG ITER, OVMR, OVMRUB =          81   53047.8203125   56636.1992188
 CG ITER, OVMR, OVMRUB =          82   53049.0664062   56636.1992188
 CG ITER, OVMR, OVMRUB =          83   53048.7187500   56636.1992188
 CG ITER, OVMR, OVMRUB =          84   53048.7226562   56636.1992188
 CG ITER, OVMR, OVMRUB =          85   53048.7226562   56636.1992188
OVLB =   53048.7226562 OVLUB =   56636.1992188 TIME =      28.8299999
