6 18 2
 1
      1008
      1008
    2
     2
     4
     3
     2
     2
   1.4  53.0   609    18 
  1.7  71.7   246    22 
  2.0  61.3   442    18 
  3.7  52.6   851    17 
  2.6  60.8    71    19 
  2.5  73.2    77    16 
  3.9  31.6   360    18 
  3.6  52.8   702    24 
  4.3  41.7   576    16 
  1.4  25.7   793    17 
  3.1  69.9    54    17 
  1.8  26.7   146    24 
  177   130   126   146   118    25 
  151   154   113     8    87   168 
  112   100   119    53    63    46 
   57    57    13    23    74    42 
   33   150    57    11   174    86 
  138   103   153    50    82     8 
  152    68    99    33    42   132 
  114    79     6    59   117   175 
  153   153    76   164    27     6 
  126   161    30    94     7   124 
  162   128   102    37   160     9 
    5   158   164    69   144   123 
  123    65   134     9   159    49 
   80    70    67    38    58    80 
    7     9    52   118    11    33 
  142   141    47    57   107   165 
  161   112   137    35   141   148 
  134   145   112   141   117   158 
