12 12 2
 1
      2325
      2325
    2
     3
     3
     4
     3
     3
     3
     4
     3
     3
     2
     4
   4.2  72.2   429    23 
  1.9  38.9   293    18 
  2.7  66.6   929    19 
  3.8  61.1   343    24 
  3.0  53.2   444    22 
  3.5  24.5   494    22 
  1.3  72.8   392    18 
  4.1  66.8   742    18 
  3.6  59.1   220    20 
  1.1  47.0   224    24 
  1.5  23.4   697    19 
  2.6  72.3   759    17 
  1.2  64.3   190    16 
  4.9  26.8   759    20 
  2.2  72.0   136    24 
  4.4  53.4   838    21 
  4.9  58.7   540    24 
  4.4  39.8   873    22 
  1.2  37.7   939    20 
  4.0  34.9   794    16 
  2.4  42.8   460    19 
  2.4  42.0   527    23 
  1.3  17.3   232    23 
  3.6  31.8   197    23 
  158    55   170   141   133    56   178    66   134   164    37   145 
   61   111    61   105    61    45    70    33   177    40   177   173 
  128    53   120    47    98   121    83    94    30    75    11   175 
   47   175    89     6   166   108    87   124    42    44    87    85 
  104   109   159   165    12   147    91   178   123   137   177   134 
  143   115   132     6   147    12   177    61   154   143    23    67 
  168    30   119    83    33   125   105   142    25    27    99   111 
  137   115    51    34   144   148   117    48   121    29    72    64 
    3    26   166    80    46    57     9   115    17    35    19    66 
  163    31   132    53    94    66   160    63    45    40   122    47 
  135    32    45   164    44    57   105    80    93    78    71    46 
   62   124     0   151    63   124   103    55    28   116    59    68 
