 CG ITER, OVMR, OVMRUB =           1   71730.2968750   71730.2968750
 CG ITER, OVMR, OVMRUB =           2   69084.3046875   69084.3046875
 CG ITER, OVMR, OVMRUB =           3   68659.0546875   69084.3046875
 CG ITER, OVMR, OVMRUB =           4   59119.2343750   69084.3046875
 CG ITER, OVMR, OVMRUB =           5   57298.8281250   69084.3046875
 CG ITER, OVMR, OVMRUB =           6   56886.2500000   69084.3046875
 CG ITER, OVMR, OVMRUB =           7   56697.5781250   69084.3046875
 CG ITER, OVMR, OVMRUB =           8   56503.0000000   69084.3046875
 CG ITER, OVMR, OVMRUB =           9   56246.7226562   69084.3046875
 CG ITER, OVMR, OVMRUB =          10   56037.2617188   69084.3046875
 CG ITER, OVMR, OVMRUB =          11   55910.8906250   69084.3046875
 CG ITER, OVMR, OVMRUB =          12   55846.3828125   69084.3046875
 CG ITER, OVMR, OVMRUB =          13   55731.4960938   69084.3046875
 CG ITER, OVMR, OVMRUB =          14   55626.5664062   66441.8984375
 CG ITER, OVMR, OVMRUB =          15   55498.0859375   66441.8984375
 CG ITER, OVMR, OVMRUB =          16   55324.4843750   66441.8984375
 CG ITER, OVMR, OVMRUB =          17   55229.5312500   66441.8984375
 CG ITER, OVMR, OVMRUB =          18   55084.3046875   66441.8984375
 CG ITER, OVMR, OVMRUB =          19   54990.0312500   66441.8984375
 CG ITER, OVMR, OVMRUB =          20   54872.5859375   66441.8984375
 CG ITER, OVMR, OVMRUB =          21   54800.8945312   62879.9921875
 CG ITER, OVMR, OVMRUB =          22   54714.4335938   62879.9921875
 CG ITER, OVMR, OVMRUB =          23   54657.1406250   62879.9921875
 CG ITER, OVMR, OVMRUB =          24   54583.2773438   62879.9921875
 CG ITER, OVMR, OVMRUB =          25   54530.1914062   62879.9921875
 CG ITER, OVMR, OVMRUB =          26   54502.5742188   62879.9921875
 CG ITER, OVMR, OVMRUB =          27   54429.5039062   62879.9921875
 CG ITER, OVMR, OVMRUB =          28   54337.1718750   62879.9921875
 CG ITER, OVMR, OVMRUB =          29   54304.0585938   62879.9921875
 CG ITER, OVMR, OVMRUB =          30   54261.6484375   62879.9921875
 CG ITER, OVMR, OVMRUB =          31   54199.0742188   62879.9921875
 CG ITER, OVMR, OVMRUB =          32   54164.7578125   62879.9921875
 CG ITER, OVMR, OVMRUB =          33   54141.8593750   62879.9921875
 CG ITER, OVMR, OVMRUB =          34   54116.4218750   62879.9921875
 CG ITER, OVMR, OVMRUB =          35   54053.2421875   62879.9921875
 CG ITER, OVMR, OVMRUB =          36   54013.6054688   62879.9921875
 CG ITER, OVMR, OVMRUB =          37   53984.2695312   62879.9921875
 CG ITER, OVMR, OVMRUB =          38   53982.5976562   62879.9921875
 CG ITER, OVMR, OVMRUB =          39   53975.1015625   62879.9921875
 CG ITER, OVMR, OVMRUB =          40   53964.3554688   62879.9921875
 CG ITER, OVMR, OVMRUB =          41   53950.6484375   62879.9921875
 CG ITER, OVMR, OVMRUB =          42   53943.3906250   62879.9921875
