12 12 4
 1
      1240
      1240
      1240
      1240
    2
     4
     3
     3
     3
     3
     2
     4
     3
     2
     3
     3
   4.5  23.7   429    23 
  1.1  46.3   399    22 
  3.4  35.7   369    24 
  4.8  23.7   873    22 
  4.7  39.5   165    23 
  4.7  11.5   224    24 
  4.0  23.7   208    24 
  2.0  30.9   408    17 
  4.3  12.8   816    23 
  5.0  25.7   421    24 
  1.2  45.7   625    18 
  5.0  23.7   176    16 
  3.9  20.5   190    16 
  4.0  23.8   892    25 
  1.7  35.7   444    22 
  3.7  29.9   293    18 
  2.0  10.1   699    23 
  2.8  17.7   527    23 
  3.2  47.1   750    23 
  2.0  24.1   227    25 
  3.8  43.1   503    21 
  2.9  29.3   916    16 
  3.3  32.9   375    22 
  4.2  20.8    84    16 
  3.3  41.9   341    21 
  2.2  34.9   797    16 
  1.6  17.1   540    24 
  4.6  39.4   504    19 
  4.2  33.5   220    20 
  2.8  21.8   392    16 
  1.3  42.7   779    17 
  2.3  20.2   824    19 
  2.3  24.7   927    21 
  3.0  49.5   390    15 
  2.5  17.5    67    20 
  3.6  24.1   909    19 
  4.7  40.4   460    18 
  2.2  49.0   343    24 
  1.7  37.6   706    21 
  3.7  21.5   767    25 
  2.1  11.4   460    19 
  4.7  43.8   734    22 
  1.7  42.2    84    25 
  3.7  34.0   904    18 
  2.3  37.7   605    22 
  3.3  36.2   827    23 
  3.1  37.6   361    20 
  2.8  22.3   301    21 
  134   164    37   145    15     9   109   114   139    52    83   117 
  177    40   177   173    37   175   113    74    48     2    59   145 
   30    75    11   175   159    69    90   152    41    74    43   131 
   42    44    87    85    82    45   160    25   115   124    12   124 
  123   137   177   134   150     3   142   141    68   143   146    37 
  154   143    23    67     0   174   159    17    77   152    22    24 
   25    27    99   111   121    59   156   164    12   118   147     3 
  121    29    72    64    60    61   136   163   128   111   168   136 
   17    35    19    66    45    75    77   141    59    59   141    66 
   45    40   122    47     0    54    21    35   131    99     8    23 
   93    78    71    46   152     3   170   121    77    44   105     3 
   28   116    59    68    55   126   179    61    51    92    97    27 
