 CG ITER, OVMR, OVMRUB =           1   59139.8945312   59139.8906250
 CG ITER, OVMR, OVMRUB =           2   59139.8945312   59139.8906250
 CG ITER, OVMR, OVMRUB =           3   58602.1953125   58602.1875000
 CG ITER, OVMR, OVMRUB =           4   58602.1914062   58602.1875000
 CG ITER, OVMR, OVMRUB =           5   58538.8046875   58538.7929688
 CG ITER, OVMR, OVMRUB =           6   58538.7968750   58538.7929688
 CG ITER, OVMR, OVMRUB =           7   58538.7968750   58538.7929688
 CG ITER, OVMR, OVMRUB =           8   58538.7929688   58538.7929688
 CG ITER, OVMR, OVMRUB =           9   58538.8007812   58538.7929688
 CG ITER, OVMR, OVMRUB =          10   58538.7929688   58538.7929688
 CG ITER, OVMR, OVMRUB =          11   58538.8007812   58538.7929688
 CG ITER, OVMR, OVMRUB =          12   58538.7929688   58538.7929688
 CG ITER, OVMR, OVMRUB =          13   56988.3906250   58538.7929688
 CG ITER, OVMR, OVMRUB =          14   58064.5781250   58538.7929688
 CG ITER, OVMR, OVMRUB =          15   58001.0742188   58538.7929688
 CG ITER, OVMR, OVMRUB =          16   58308.2578125   58538.7929688
 CG ITER, OVMR, OVMRUB =          17   57383.1406250   58538.7929688
 CG ITER, OVMR, OVMRUB =          18   55163.6953125   58538.7929688
 CG ITER, OVMR, OVMRUB =          19   53815.7656250   58538.7929688
 CG ITER, OVMR, OVMRUB =          20   52543.7070312   58538.7929688
 CG ITER, OVMR, OVMRUB =          21   51716.0625000   58538.7929688
 CG ITER, OVMR, OVMRUB =          22   51110.9804688   58538.7929688
 CG ITER, OVMR, OVMRUB =          23   51385.0664062   57890.0898438
 CG ITER, OVMR, OVMRUB =          24   51423.5312500   57709.7890625
 CG ITER, OVMR, OVMRUB =          25   51386.1015625   57709.7890625
 CG ITER, OVMR, OVMRUB =          26   51550.0859375   57709.7890625
 CG ITER, OVMR, OVMRUB =          27   51691.1210938   57709.7890625
 CG ITER, OVMR, OVMRUB =          28   51823.9921875   57709.7890625
 CG ITER, OVMR, OVMRUB =          29   51932.6796875   56961.1093750
 CG ITER, OVMR, OVMRUB =          30   52026.5273438   56961.1093750
 CG ITER, OVMR, OVMRUB =          31   52122.8515625   56961.1093750
 CG ITER, OVMR, OVMRUB =          32   52216.8359375   56961.1093750
 CG ITER, OVMR, OVMRUB =          33   52287.5078125   56961.1093750
 CG ITER, OVMR, OVMRUB =          34   52368.6445312   56646.8984375
 CG ITER, OVMR, OVMRUB =          35   52434.4687500   56646.8984375
 CG ITER, OVMR, OVMRUB =          36   52488.5273438   56646.8984375
 CG ITER, OVMR, OVMRUB =          37   52564.3906250   56630.7148438
 CG ITER, OVMR, OVMRUB =          38   52621.3515625   56630.7148438
 CG ITER, OVMR, OVMRUB =          39   52695.9960938   56630.7148438
 CG ITER, OVMR, OVMRUB =          40   52733.0625000   56630.7148438
 CG ITER, OVMR, OVMRUB =          41   52788.7031250   56630.7148438
 CG ITER, OVMR, OVMRUB =          42   52833.7617188   56630.7148438
 CG ITER, OVMR, OVMRUB =          43   52883.3789062   56630.7148438
 CG ITER, OVMR, OVMRUB =          44   52933.7265625   56630.7148438
 CG ITER, OVMR, OVMRUB =          45   52969.7812500   56630.7148438
 CG ITER, OVMR, OVMRUB =          46   53018.7851562   56630.7148438
 CG ITER, OVMR, OVMRUB =          47   53060.0351562   56630.7148438
