 CG ITER, OVMR, OVMRUB =           1   78097.1718750   78097.1718750
 CG ITER, OVMR, OVMRUB =           2   78097.1796875   78097.1718750
 CG ITER, OVMR, OVMRUB =           3   78097.1718750   78097.1718750
 CG ITER, OVMR, OVMRUB =           4   77152.2265625   77152.2265625
 CG ITER, OVMR, OVMRUB =           5   74222.6875000   77079.6796875
 CG ITER, OVMR, OVMRUB =           6   77079.6796875   77079.6796875
 CG ITER, OVMR, OVMRUB =           7   77079.6796875   77079.6796875
 CG ITER, OVMR, OVMRUB =           8   77077.0468750   77079.6796875
 CG ITER, OVMR, OVMRUB =           9   75631.4296875   77079.6796875
 CG ITER, OVMR, OVMRUB =          10   75613.7968750   77079.6796875
 CG ITER, OVMR, OVMRUB =          11   74344.9375000   77079.6796875
 CG ITER, OVMR, OVMRUB =          12   72376.5468750   77079.6796875
 CG ITER, OVMR, OVMRUB =          13   68779.6250000   77079.6796875
 CG ITER, OVMR, OVMRUB =          14   66799.3671875   77079.6796875
 CG ITER, OVMR, OVMRUB =          15   65633.3359375   74676.0156250
 CG ITER, OVMR, OVMRUB =          16   64480.1757812   74676.0156250
 CG ITER, OVMR, OVMRUB =          17   64588.6835938   73839.7265625
 CG ITER, OVMR, OVMRUB =          18   64685.3710938   73839.7265625
 CG ITER, OVMR, OVMRUB =          19   64624.0976562   73839.7265625
 CG ITER, OVMR, OVMRUB =          20   64187.4375000   73839.7265625
 CG ITER, OVMR, OVMRUB =          21   64354.0351562   73839.7265625
 CG ITER, OVMR, OVMRUB =          22   64526.7109375   73839.7265625
 CG ITER, OVMR, OVMRUB =          23   64648.2851562   73839.7265625
 CG ITER, OVMR, OVMRUB =          24   64778.9023438   73832.7890625
 CG ITER, OVMR, OVMRUB =          25   64906.4921875   73828.0156250
 CG ITER, OVMR, OVMRUB =          26   65034.7617188   73828.0156250
 CG ITER, OVMR, OVMRUB =          27   65144.8671875   73828.0156250
 CG ITER, OVMR, OVMRUB =          28   65243.4218750   73828.0156250
 CG ITER, OVMR, OVMRUB =          29   65333.2031250   73772.3515625
 CG ITER, OVMR, OVMRUB =          30   65428.5507812   73772.3515625
 CG ITER, OVMR, OVMRUB =          31   65495.5820312   72077.9765625
 CG ITER, OVMR, OVMRUB =          32   65552.4062500   72077.9765625
 CG ITER, OVMR, OVMRUB =          33   65625.2187500   72077.9765625
 CG ITER, OVMR, OVMRUB =          34   65689.5312500   72077.9765625
 CG ITER, OVMR, OVMRUB =          35   65742.3437500   72077.9765625
 CG ITER, OVMR, OVMRUB =          36   65794.2578125   72077.9765625
 CG ITER, OVMR, OVMRUB =          37   65865.5859375   72077.9765625
 CG ITER, OVMR, OVMRUB =          38   65909.8046875   72077.9765625
 CG ITER, OVMR, OVMRUB =          39   65958.7109375   72077.9765625
 CG ITER, OVMR, OVMRUB =          40   66008.0156250   72077.9765625
 CG ITER, OVMR, OVMRUB =          41   66053.6171875   72077.9765625
 CG ITER, OVMR, OVMRUB =          42   66108.8125000   72077.9765625
 CG ITER, OVMR, OVMRUB =          43   66147.8515625   72034.8750000
