 CG ITER, OVMR, OVMRUB =           1   72004.0859375   72004.0781250
 CG ITER, OVMR, OVMRUB =           2   69732.4296875   69732.4296875
 CG ITER, OVMR, OVMRUB =           3   69732.4453125   69732.4296875
 CG ITER, OVMR, OVMRUB =           4   69732.4375000   69732.4296875
 CG ITER, OVMR, OVMRUB =           5   69732.4296875   69732.4296875
 CG ITER, OVMR, OVMRUB =           6   69732.4296875   69732.4296875
 CG ITER, OVMR, OVMRUB =           7   69732.4296875   69732.4296875
 CG ITER, OVMR, OVMRUB =           8   69732.4296875   69732.4296875
 CG ITER, OVMR, OVMRUB =           9   69732.4296875   69732.4296875
 CG ITER, OVMR, OVMRUB =          10   69732.4218750   69732.4296875
 CG ITER, OVMR, OVMRUB =          11   69732.4296875   69732.4296875
 CG ITER, OVMR, OVMRUB =          12   69732.4218750   69732.4296875
 CG ITER, OVMR, OVMRUB =          13   69732.3984375   69732.4296875
 CG ITER, OVMR, OVMRUB =          14   68745.5234375   69732.4296875
 CG ITER, OVMR, OVMRUB =          15   67345.8046875   69732.4296875
 CG ITER, OVMR, OVMRUB =          16   67857.1562500   69732.4296875
 CG ITER, OVMR, OVMRUB =          17   67787.3750000   69732.4296875
 CG ITER, OVMR, OVMRUB =          18   65315.8359375   69732.4296875
 CG ITER, OVMR, OVMRUB =          19   64421.4140625   69732.4296875
 CG ITER, OVMR, OVMRUB =          20   63785.0898438   69732.4296875
 CG ITER, OVMR, OVMRUB =          21   63500.0390625   69732.4296875
 CG ITER, OVMR, OVMRUB =          22   63293.0039062   69732.4296875
 CG ITER, OVMR, OVMRUB =          23   63513.7460938   68552.0156250
 CG ITER, OVMR, OVMRUB =          24   63686.4023438   67619.4453125
 CG ITER, OVMR, OVMRUB =          25   63840.4843750   67619.4453125
 CG ITER, OVMR, OVMRUB =          26   63971.7421875   67619.4453125
 CG ITER, OVMR, OVMRUB =          27   64094.4609375   67619.4453125
 CG ITER, OVMR, OVMRUB =          28   64218.5234375   67619.4453125
 CG ITER, OVMR, OVMRUB =          29   64327.5078125   67470.6015625
 CG ITER, OVMR, OVMRUB =          30   64426.3398438   67470.6015625
 CG ITER, OVMR, OVMRUB =          31   64530.1523438   67470.6015625
 CG ITER, OVMR, OVMRUB =          32   64620.8320312   67470.6015625
 CG ITER, OVMR, OVMRUB =          33   64705.6640625   67470.6015625
 CG ITER, OVMR, OVMRUB =          34   64773.0468750   66722.0937500
