6 18 2
 1
      1008
      1008
    2
     2
     4
     3
     2
     2
   1.4  35.4   609    18 
  1.7  47.8   246    22 
  2.0  40.9   442    18 
  3.7  35.1   851    17 
  2.6  40.5    71    19 
  2.5  48.8    77    16 
  3.9  21.1   360    18 
  3.6  35.2   702    24 
  4.3  27.8   576    16 
  1.4  17.2   793    17 
  3.1  46.6    54    17 
  1.8  17.8   146    24 
  177   130   126   146   118    25 
  151   154   113     8    87   168 
  112   100   119    53    63    46 
   57    57    13    23    74    42 
   33   150    57    11   174    86 
  138   103   153    50    82     8 
  152    68    99    33    42   132 
  114    79     6    59   117   175 
  153   153    76   164    27     6 
  126   161    30    94     7   124 
  162   128   102    37   160     9 
    5   158   164    69   144   123 
  123    65   134     9   159    49 
   80    70    67    38    58    80 
    7     9    52   118    11    33 
  142   141    47    57   107   165 
  161   112   137    35   141   148 
  134   145   112   141   117   158 
