6 18 2
 1
      1076
      1076
    2
     3
     2
     4
     2
     2
   4.6  17.7   788    20 
  3.0  19.8   673    19 
  2.2  45.9   665    25 
  1.1  44.8   759    24 
  4.0  39.8   894    16 
  2.9  17.6   599    17 
  4.9  36.6   276    17 
  4.4  22.3   231    15 
  2.4  13.2   227    23 
  1.8  34.0   538    23 
  3.7  30.4   640    15 
  3.9  28.5   661    19 
   23    32   102    81    18    74 
   91   125    96    54    58    16 
   60   165   114    11   174    40 
  136    24     2    40    35    96 
   81   113    97   119   144    12 
   25   136    14    68   155    91 
   68    14    59   141    96   153 
  175   167    48   162    64   141 
   61   171    34   122    30    78 
  146    68   102    72    12    44 
  130     5    48    81    35    86 
   69    58   155     3   157    79 
   69   159    87    28    73    97 
   65    52     5    85   149    67 
  106   168   179    48    78   152 
  159    94    74    29    38    89 
   33    58    78     8    88   149 
  179   123    24    61   141    31 
