6 18 2
 1
      1017
      1017
    2
     3
     4
     4
     2
     4
   2.5  32.3   819    21 
  4.7  33.5   476    16 
  2.0  25.3   775    24 
  2.7  25.1   815    20 
  3.1  13.2   828    18 
  3.3  41.9   321    18 
  2.0  11.7   137    24 
  1.8  34.1   828    20 
  2.8  39.5   924    15 
  1.5  29.9   306    21 
  1.0  24.7   589    15 
  2.3  19.6   450    18 
   17    66   177   167   141    45 
   76   116    97    75    47   112 
  128     6   122    20    77    81 
   69   166    56   143   140   131 
   32    25   146   125   128    27 
    8    43   132    29   114     2 
  174    66    10   166    19   178 
  101   151   164    68     5   147 
   66    26    37     6   133   166 
  132   148    88   141   114    48 
  142   161    40    72    52   134 
   80    24    16    71    11    91 
   78    76    98   133    95    17 
   97   141    84   136   152   159 
  132   107   157   174    24   170 
   80    43    35    65    61   163 
  142    85   144    29   175    35 
  170    14   167   113   169   133 
