 CG ITER, OVMR, OVMRUB =           1   62719.6250000   62719.6171875
 CG ITER, OVMR, OVMRUB =           2   62719.6171875   62719.6171875
 CG ITER, OVMR, OVMRUB =           3   62719.6250000   62719.6171875
 CG ITER, OVMR, OVMRUB =           4   62719.6171875   62719.6171875
 CG ITER, OVMR, OVMRUB =           5   61552.4179688   61552.6562500
 CG ITER, OVMR, OVMRUB =           6   61552.6210938   61552.6562500
 CG ITER, OVMR, OVMRUB =           7   61552.6562500   61552.6562500
 CG ITER, OVMR, OVMRUB =           8   61552.6562500   61552.6562500
 CG ITER, OVMR, OVMRUB =           9   61552.6328125   61552.6562500
 CG ITER, OVMR, OVMRUB =          10   61552.6562500   61552.6562500
 CG ITER, OVMR, OVMRUB =          11   61552.6523438   61552.6562500
 CG ITER, OVMR, OVMRUB =          12   61552.6484375   61552.6562500
 CG ITER, OVMR, OVMRUB =          13   60305.3828125   61552.6562500
 CG ITER, OVMR, OVMRUB =          14   58562.7343750   61552.6562500
 CG ITER, OVMR, OVMRUB =          15   58089.9804688   61552.6562500
 CG ITER, OVMR, OVMRUB =          16   57280.2851562   61552.6562500
 CG ITER, OVMR, OVMRUB =          17   57048.0507812   61552.6562500
 CG ITER, OVMR, OVMRUB =          18   56596.3632812   61552.6562500
 CG ITER, OVMR, OVMRUB =          19   56265.1210938   61552.6562500
 CG ITER, OVMR, OVMRUB =          20   56214.7539062   61552.6562500
 CG ITER, OVMR, OVMRUB =          21   56075.4453125   61552.6562500
 CG ITER, OVMR, OVMRUB =          22   56138.1289062   60057.5859375
 CG ITER, OVMR, OVMRUB =          23   56188.3554688   60057.5859375
 CG ITER, OVMR, OVMRUB =          24   56139.4609375   60057.5859375
 CG ITER, OVMR, OVMRUB =          25   56139.0976562   60057.5859375
 CG ITER, OVMR, OVMRUB =          26   56174.8515625   60057.5859375
 CG ITER, OVMR, OVMRUB =          27   56222.9531250   60057.5859375
 CG ITER, OVMR, OVMRUB =          28   56293.1289062   60057.5859375
 CG ITER, OVMR, OVMRUB =          29   56315.9531250   60057.5859375
 CG ITER, OVMR, OVMRUB =          30   56353.1796875   60057.5859375
 CG ITER, OVMR, OVMRUB =          31   56396.9062500   59984.1718750
 CG ITER, OVMR, OVMRUB =          32   56436.5625000   59984.1718750
 CG ITER, OVMR, OVMRUB =          33   56481.4609375   59984.1718750
 CG ITER, OVMR, OVMRUB =          34   56520.0195312   59984.1718750
 CG ITER, OVMR, OVMRUB =          35   56563.6718750   59984.1718750
 CG ITER, OVMR, OVMRUB =          36   56601.6953125   59971.6406250
 CG ITER, OVMR, OVMRUB =          37   56640.5664062   59971.6406250
 CG ITER, OVMR, OVMRUB =          38   56672.9921875   59971.6406250
 CG ITER, OVMR, OVMRUB =          39   56715.0937500   59952.9375000
 CG ITER, OVMR, OVMRUB =          40   56747.5195312   59952.9375000
 CG ITER, OVMR, OVMRUB =          41   56785.6601562   59952.9375000
 CG ITER, OVMR, OVMRUB =          42   56814.7226562   59311.0703125
 CG ITER, OVMR, OVMRUB =          43   56842.1679688   59311.0703125
 CG ITER, OVMR, OVMRUB =          44   56869.8867188   59311.0703125
 CG ITER, OVMR, OVMRUB =          45   56895.5898438   59311.0703125
 CG ITER, OVMR, OVMRUB =          46   56917.4296875   59311.0703125
 CG ITER, OVMR, OVMRUB =          47   56942.7109375   59311.0703125
 CG ITER, OVMR, OVMRUB =          48   56964.1835938   59311.0703125
 CG ITER, OVMR, OVMRUB =          49   56988.3789062   59311.0703125
 CG ITER, OVMR, OVMRUB =          50   57010.6367188   59311.0703125
 CG ITER, OVMR, OVMRUB =          51   57035.2070312   59311.0703125
 CG ITER, OVMR, OVMRUB =          52   57056.1328125   59311.0703125
 CG ITER, OVMR, OVMRUB =          53   57077.9882812   59311.0703125
 CG ITER, OVMR, OVMRUB =          54   57099.2812500   59311.0703125
 CG ITER, OVMR, OVMRUB =          55   57121.6367188   59118.5273438
 CG ITER, OVMR, OVMRUB =          56   57142.4687500   59118.5273438
 CG ITER, OVMR, OVMRUB =          57   57155.7773438   59118.5273438
 CG ITER, OVMR, OVMRUB =          58   57173.2929688   59118.5273438
 CG ITER, OVMR, OVMRUB =          59   57191.0625000   59118.5273438
 CG ITER, OVMR, OVMRUB =          60   57210.0742188   59118.5273438
 CG ITER, OVMR, OVMRUB =          61   57226.8906250   59118.5273438
 CG ITER, OVMR, OVMRUB =          62   57246.9453125   59118.5273438
 CG ITER, OVMR, OVMRUB =          63   57263.1484375   59118.5273438
