 CG ITER, OVMR, OVMRUB =           1   64594.6054688   64594.6015625
 CG ITER, OVMR, OVMRUB =           2   62358.3554688   62358.3515625
 CG ITER, OVMR, OVMRUB =           3   60340.5351562   60340.5625000
 CG ITER, OVMR, OVMRUB =           4   53752.3476562   60340.5625000
 CG ITER, OVMR, OVMRUB =           5   52121.7226562   60340.5625000
 CG ITER, OVMR, OVMRUB =           6   51783.1445312   60340.5625000
 CG ITER, OVMR, OVMRUB =           7   51598.7968750   60340.5625000
 CG ITER, OVMR, OVMRUB =           8   51452.5429688   60340.5625000
 CG ITER, OVMR, OVMRUB =           9   51162.9414062   60340.5625000
 CG ITER, OVMR, OVMRUB =          10   51010.3789062   60340.5625000
 CG ITER, OVMR, OVMRUB =          11   50888.1210938   60340.5625000
 CG ITER, OVMR, OVMRUB =          12   50781.0429688   60340.5625000
 CG ITER, OVMR, OVMRUB =          13   50659.3125000   60340.5625000
 CG ITER, OVMR, OVMRUB =          14   50572.1093750   60340.5625000
 CG ITER, OVMR, OVMRUB =          15   50470.9257812   60256.7070312
 CG ITER, OVMR, OVMRUB =          16   50432.0390625   60256.7070312
 CG ITER, OVMR, OVMRUB =          17   50416.7929688   60256.7070312
 CG ITER, OVMR, OVMRUB =          18   50347.5976562   59150.0117188
 CG ITER, OVMR, OVMRUB =          19   50293.4687500   59150.0117188
 CG ITER, OVMR, OVMRUB =          20   50262.9921875   58457.0585938
 CG ITER, OVMR, OVMRUB =          21   50240.1796875   58457.0585938
 CG ITER, OVMR, OVMRUB =          22   50214.3710938   58457.0585938
 CG ITER, OVMR, OVMRUB =          23   50165.4765625   58457.0585938
 CG ITER, OVMR, OVMRUB =          24   50137.1406250   58457.0585938
 CG ITER, OVMR, OVMRUB =          25   50082.2382812   58457.0585938
 CG ITER, OVMR, OVMRUB =          26   50024.4882812   58457.0585938
 CG ITER, OVMR, OVMRUB =          27   49988.3515625   58457.0585938
 CG ITER, OVMR, OVMRUB =          28   49963.3125000   58457.0585938
 CG ITER, OVMR, OVMRUB =          29   49944.4492188   58457.0585938
 CG ITER, OVMR, OVMRUB =          30   49913.1796875   58457.0585938
 CG ITER, OVMR, OVMRUB =          31   49873.8242188   56096.5898438
 CG ITER, OVMR, OVMRUB =          32   49873.0742188   56096.5898438
 CG ITER, OVMR, OVMRUB =          33   49836.8945312   56096.5898438
 CG ITER, OVMR, OVMRUB =          34   49804.1445312   56096.5898438
 CG ITER, OVMR, OVMRUB =          35   49786.4960938   56096.5898438
 CG ITER, OVMR, OVMRUB =          36   49771.9453125   56096.5898438
