 CG ITER, OVMR, OVMRUB =           1   62524.3007812   62524.2968750
 CG ITER, OVMR, OVMRUB =           2   62524.3007812   62524.2968750
 CG ITER, OVMR, OVMRUB =           3   62505.6992188   62505.7109375
 CG ITER, OVMR, OVMRUB =           4   55290.7187500   62505.7109375
 CG ITER, OVMR, OVMRUB =           5   53848.5078125   60675.7421875
 CG ITER, OVMR, OVMRUB =           6   53418.8984375   60675.7421875
 CG ITER, OVMR, OVMRUB =           7   53216.0585938   60675.7421875
 CG ITER, OVMR, OVMRUB =           8   53067.3359375   60675.7421875
 CG ITER, OVMR, OVMRUB =           9   52785.1250000   60675.7421875
 CG ITER, OVMR, OVMRUB =          10   52647.5742188   60675.7421875
 CG ITER, OVMR, OVMRUB =          11   52535.1757812   60675.7421875
 CG ITER, OVMR, OVMRUB =          12   52466.1718750   60675.7421875
 CG ITER, OVMR, OVMRUB =          13   52377.2109375   60675.7421875
 CG ITER, OVMR, OVMRUB =          14   52311.8125000   60675.7421875
 CG ITER, OVMR, OVMRUB =          15   52263.2148438   60675.7421875
 CG ITER, OVMR, OVMRUB =          16   52194.1718750   60675.7421875
 CG ITER, OVMR, OVMRUB =          17   52130.4218750   60675.7421875
 CG ITER, OVMR, OVMRUB =          18   52069.0859375   60675.7421875
 CG ITER, OVMR, OVMRUB =          19   52029.8515625   60675.7421875
 CG ITER, OVMR, OVMRUB =          20   51966.1406250   60675.7421875
 CG ITER, OVMR, OVMRUB =          21   51959.1679688   60675.7421875
 CG ITER, OVMR, OVMRUB =          22   51903.2773438   60675.7421875
 CG ITER, OVMR, OVMRUB =          23   51882.2304688   60377.0820312
 CG ITER, OVMR, OVMRUB =          24   51846.3789062   60377.0820312
 CG ITER, OVMR, OVMRUB =          25   51818.7500000   60377.0820312
 CG ITER, OVMR, OVMRUB =          26   51812.4023438   60377.0820312
 CG ITER, OVMR, OVMRUB =          27   51773.4453125   60377.0820312
 CG ITER, OVMR, OVMRUB =          28   51750.7734375   57876.3945312
 CG ITER, OVMR, OVMRUB =          29   51726.6210938   57876.3945312
 CG ITER, OVMR, OVMRUB =          30   51698.1015625   57876.3945312
 CG ITER, OVMR, OVMRUB =          31   51659.6328125   57876.3945312
 CG ITER, OVMR, OVMRUB =          32   51610.4414062   57876.3945312
 CG ITER, OVMR, OVMRUB =          33   51563.3828125   56395.1406250
 CG ITER, OVMR, OVMRUB =          34   51540.0976562   56395.1406250
 CG ITER, OVMR, OVMRUB =          35   51527.6289062   56395.1406250
 CG ITER, OVMR, OVMRUB =          36   51505.4765625   56395.1406250
 CG ITER, OVMR, OVMRUB =          37   51493.3398438   56395.1406250
 CG ITER, OVMR, OVMRUB =          38   51481.1523438   56395.1406250
 CG ITER, OVMR, OVMRUB =          39   51477.5312500   56395.1406250
 CG ITER, OVMR, OVMRUB =          40   51466.5000000   56395.1406250
 CG ITER, OVMR, OVMRUB =          41   51413.7265625   56395.1406250
 CG ITER, OVMR, OVMRUB =          42   51410.1640625   56395.1406250
 CG ITER, OVMR, OVMRUB =          43   51390.1757812   56395.1406250
 CG ITER, OVMR, OVMRUB =          44   51382.5507812   56395.1406250
 CG ITER, OVMR, OVMRUB =          45   51372.2070312   56395.1406250
 CG ITER, OVMR, OVMRUB =          46   51370.1132812   56395.1406250
 CG ITER, OVMR, OVMRUB =          47   51364.2539062   56395.1406250
 CG ITER, OVMR, OVMRUB =          48   51363.4648438   56395.1406250
 CG ITER, OVMR, OVMRUB =          49   51360.0937500   56395.1406250
 CG ITER, OVMR, OVMRUB =          50   51357.5156250   56395.1406250
 CG ITER, OVMR, OVMRUB =          51   51351.9609375   56395.1406250
 CG ITER, OVMR, OVMRUB =          52   51352.2460938   56395.1406250
 CG ITER, OVMR, OVMRUB =          53   51354.2421875   56395.1406250
 CG ITER, OVMR, OVMRUB =          54   51351.7109375   56395.1406250
 CG ITER, OVMR, OVMRUB =          55   51347.2382812   56395.1406250
 CG ITER, OVMR, OVMRUB =          56   51345.4257812   56395.1406250
 CG ITER, OVMR, OVMRUB =          57   51343.9843750   56395.1406250
 CG ITER, OVMR, OVMRUB =          58   51338.6796875   56395.1406250
 CG ITER, OVMR, OVMRUB =          59   51335.4453125   56395.1406250
 CG ITER, OVMR, OVMRUB =          60   51333.0820312   56395.1406250
 CG ITER, OVMR, OVMRUB =          61   51330.8476562   56384.1992188
 CG ITER, OVMR, OVMRUB =          62   51327.3984375   53972.7968750
 CG ITER, OVMR, OVMRUB =          63   51329.4726562   53972.7968750
 CG ITER, OVMR, OVMRUB =          64   51329.4218750   53972.7968750
 CG ITER, OVMR, OVMRUB =          65   51329.2187500   53972.7968750
 CG ITER, OVMR, OVMRUB =          66   51328.4765625   53972.7968750
 CG ITER, OVMR, OVMRUB =          67   51331.3984375   53972.7968750
 CG ITER, OVMR, OVMRUB =          68   51326.9023438   53972.7968750
 CG ITER, OVMR, OVMRUB =          69   51328.1523438   53972.7968750
 CG ITER, OVMR, OVMRUB =          70   51327.2031250   53972.7968750
 CG ITER, OVMR, OVMRUB =          71   51327.5312500   53972.7968750
 CG ITER, OVMR, OVMRUB =          72   51327.0117188   53843.9648438
 CG ITER, OVMR, OVMRUB =          73   51325.5117188   53843.9648438
 CG ITER, OVMR, OVMRUB =          74   51328.0039062   53843.9648438
 CG ITER, OVMR, OVMRUB =          75   51326.0507812   53141.6601562
 CG ITER, OVMR, OVMRUB =          76   51326.7148438   53141.6601562
 CG ITER, OVMR, OVMRUB =          77   51327.7265625   53141.6601562
 CG ITER, OVMR, OVMRUB =          78   51327.2031250   53141.6601562
 CG ITER, OVMR, OVMRUB =          79   51326.6328125   53118.7031250
 CG ITER, OVMR, OVMRUB =          80   51327.1132812   53118.7031250
 CG ITER, OVMR, OVMRUB =          81   51325.4882812   53118.7031250
 CG ITER, OVMR, OVMRUB =          82   51324.9648438   53118.7031250
 CG ITER, OVMR, OVMRUB =          83   51325.1132812   53118.7031250
 CG ITER, OVMR, OVMRUB =          84   51324.7070312   53118.7031250
 CG ITER, OVMR, OVMRUB =          85   51325.4726562   53118.7031250
 CG ITER, OVMR, OVMRUB =          86   51325.4570312   53118.7031250
 CG ITER, OVMR, OVMRUB =          87   51325.4570312   53118.7031250
OVLB =   51325.4570312 OVLUB =   53118.7031250 TIME =      20.7299995
