 CG ITER, OVMR, OVMRUB =           1   23855.3066406   23855.3046875
 CG ITER, OVMR, OVMRUB =           2   23855.3085938   23855.3046875
 CG ITER, OVMR, OVMRUB =           3   23855.3085938   23855.3046875
 CG ITER, OVMR, OVMRUB =           4   23854.5136719   23855.3046875
 CG ITER, OVMR, OVMRUB =           5   21207.7480469   23855.3046875
 CG ITER, OVMR, OVMRUB =           6   22594.2480469   23855.3046875
 CG ITER, OVMR, OVMRUB =           7   23812.1914062   23855.3046875
 CG ITER, OVMR, OVMRUB =           8   23847.8691406   23855.3046875
 CG ITER, OVMR, OVMRUB =           9   23828.8437500   23855.3046875
 CG ITER, OVMR, OVMRUB =          10   23855.2089844   23855.3046875
 CG ITER, OVMR, OVMRUB =          11   23832.8203125   23855.3046875
 CG ITER, OVMR, OVMRUB =          12   23839.9277344   23855.3046875
 CG ITER, OVMR, OVMRUB =          13   21199.9472656   23855.3046875
 CG ITER, OVMR, OVMRUB =          14   21621.9433594   23855.3046875
 CG ITER, OVMR, OVMRUB =          15   20582.8808594   23855.3046875
 CG ITER, OVMR, OVMRUB =          16   20621.4121094   23855.3046875
 CG ITER, OVMR, OVMRUB =          17   20532.6171875   23855.3046875
 CG ITER, OVMR, OVMRUB =          18   20566.9062500   23795.7500000
 CG ITER, OVMR, OVMRUB =          19   20592.8886719   23795.7500000
 CG ITER, OVMR, OVMRUB =          20   20616.3046875   22812.9628906
 CG ITER, OVMR, OVMRUB =          21   20631.6582031   22812.9628906
 CG ITER, OVMR, OVMRUB =          22   20646.3144531   22812.9628906
 CG ITER, OVMR, OVMRUB =          23   20663.0957031   22812.9628906
 CG ITER, OVMR, OVMRUB =          24   20675.9765625   22812.9628906
 CG ITER, OVMR, OVMRUB =          25   20612.3261719   22812.9628906
 CG ITER, OVMR, OVMRUB =          26   20477.8691406   22812.9628906
 CG ITER, OVMR, OVMRUB =          27   20067.4042969   22812.9628906
 CG ITER, OVMR, OVMRUB =          28   20024.8828125   22812.9628906
 CG ITER, OVMR, OVMRUB =          29   20107.9687500   22812.9628906
 CG ITER, OVMR, OVMRUB =          30   20146.6816406   22812.9628906
 CG ITER, OVMR, OVMRUB =          31   20184.4804688   22812.9628906
 CG ITER, OVMR, OVMRUB =          32   20229.3066406   22812.9628906
 CG ITER, OVMR, OVMRUB =          33   20271.6015625   22812.9628906
 CG ITER, OVMR, OVMRUB =          34   20299.8828125   22812.9628906
 CG ITER, OVMR, OVMRUB =          35   20325.6738281   22812.9628906
 CG ITER, OVMR, OVMRUB =          36   20355.8027344   22812.9628906
 CG ITER, OVMR, OVMRUB =          37   20380.6015625   22812.9628906
 CG ITER, OVMR, OVMRUB =          38   20399.8339844   22812.9628906
 CG ITER, OVMR, OVMRUB =          39   20431.5527344   22812.9628906
 CG ITER, OVMR, OVMRUB =          40   20450.0488281   22812.9628906
 CG ITER, OVMR, OVMRUB =          41   20474.5410156   22812.9628906
 CG ITER, OVMR, OVMRUB =          42   20493.1640625   22812.9628906
 CG ITER, OVMR, OVMRUB =          43   20512.8769531   22812.9628906
 CG ITER, OVMR, OVMRUB =          44   20534.9824219   22812.9628906
 CG ITER, OVMR, OVMRUB =          45   20555.5703125   22812.9628906
 CG ITER, OVMR, OVMRUB =          46   20578.7128906   22812.9628906
 CG ITER, OVMR, OVMRUB =          47   20600.2480469   22812.9628906
 CG ITER, OVMR, OVMRUB =          48   20619.0253906   22812.9628906
 CG ITER, OVMR, OVMRUB =          49   20639.4707031   22812.9628906
 CG ITER, OVMR, OVMRUB =          50   20658.1171875   22812.9628906
 CG ITER, OVMR, OVMRUB =          51   20679.7070312   22812.9628906
 CG ITER, OVMR, OVMRUB =          52   20698.6718750   22812.9628906
 CG ITER, OVMR, OVMRUB =          53   20719.7382812   22812.9628906
 CG ITER, OVMR, OVMRUB =          54   20736.4531250   22812.9628906
 CG ITER, OVMR, OVMRUB =          55   20757.2519531   22812.9628906
 CG ITER, OVMR, OVMRUB =          56   20772.1621094   22812.9628906
 CG ITER, OVMR, OVMRUB =          57   20794.3984375   22812.9628906
