 CG ITER, OVMR, OVMRUB =           1   23532.5898438   23532.5898438
 CG ITER, OVMR, OVMRUB =           2   23532.5898438   23532.5898438
 CG ITER, OVMR, OVMRUB =           3   23532.5957031   23532.5898438
 CG ITER, OVMR, OVMRUB =           4   20705.5722656   23532.5898438
 CG ITER, OVMR, OVMRUB =           5   19118.6093750   23532.5898438
 CG ITER, OVMR, OVMRUB =           6   19490.1210938   23532.5898438
 CG ITER, OVMR, OVMRUB =           7   19247.6503906   23532.5898438
 CG ITER, OVMR, OVMRUB =           8   19546.4921875   23532.5898438
 CG ITER, OVMR, OVMRUB =           9   19726.6835938   23532.5898438
 CG ITER, OVMR, OVMRUB =          10   19840.9511719   23532.5898438
 CG ITER, OVMR, OVMRUB =          11   20034.5078125   23532.5898438
 CG ITER, OVMR, OVMRUB =          12   20217.9355469   23532.5898438
 CG ITER, OVMR, OVMRUB =          13   20340.8574219   23532.5898438
 CG ITER, OVMR, OVMRUB =          14   20508.8476562   23532.5898438
 CG ITER, OVMR, OVMRUB =          15   20582.0234375   23532.5898438
 CG ITER, OVMR, OVMRUB =          16   19125.3164062   23532.5898438
 CG ITER, OVMR, OVMRUB =          17   18663.8945312   23532.5898438
 CG ITER, OVMR, OVMRUB =          18   18968.3535156   23532.5898438
 CG ITER, OVMR, OVMRUB =          19   19165.7578125   23532.5898438
 CG ITER, OVMR, OVMRUB =          20   19312.8261719   23532.5898438
 CG ITER, OVMR, OVMRUB =          21   19425.1093750   23183.1484375
 CG ITER, OVMR, OVMRUB =          22   19507.6308594   23183.1484375
 CG ITER, OVMR, OVMRUB =          23   19583.0878906   23183.1484375
 CG ITER, OVMR, OVMRUB =          24   19478.3222656   23183.1484375
 CG ITER, OVMR, OVMRUB =          25   19562.3828125   23183.1484375
 CG ITER, OVMR, OVMRUB =          26   19657.6660156   23183.1484375
 CG ITER, OVMR, OVMRUB =          27   19744.9785156   23183.1484375
 CG ITER, OVMR, OVMRUB =          28   19808.6406250   23171.3300781
 CG ITER, OVMR, OVMRUB =          29   19855.4804688   23171.3300781
 CG ITER, OVMR, OVMRUB =          30   19906.8867188   23171.3300781
 CG ITER, OVMR, OVMRUB =          31   19945.3183594   23171.3300781
 CG ITER, OVMR, OVMRUB =          32   19999.9746094   23171.3300781
 CG ITER, OVMR, OVMRUB =          33   20050.8007812   23171.3300781
 CG ITER, OVMR, OVMRUB =          34   20092.4101562   23171.3300781
 CG ITER, OVMR, OVMRUB =          35   20131.1230469   23171.3300781
 CG ITER, OVMR, OVMRUB =          36   20177.0449219   23171.3300781
 CG ITER, OVMR, OVMRUB =          37   20218.7480469   23171.3300781
 CG ITER, OVMR, OVMRUB =          38   20259.9160156   23171.3300781
 CG ITER, OVMR, OVMRUB =          39   20293.7636719   23171.3300781
 CG ITER, OVMR, OVMRUB =          40   20339.3632812   23171.3300781
 CG ITER, OVMR, OVMRUB =          41   20379.7265625   23171.3300781
 CG ITER, OVMR, OVMRUB =          42   20417.2890625   23171.3300781
 CG ITER, OVMR, OVMRUB =          43   20452.2421875   23108.6093750
 CG ITER, OVMR, OVMRUB =          44   20493.0175781   23108.6093750
 CG ITER, OVMR, OVMRUB =          45   20523.9199219   23108.6093750
 CG ITER, OVMR, OVMRUB =          46   20562.8417969   23108.6093750
 CG ITER, OVMR, OVMRUB =          47   20594.1386719   23108.6093750
 CG ITER, OVMR, OVMRUB =          48   20629.7851562   23108.6093750
 CG ITER, OVMR, OVMRUB =          49   20667.0019531   23108.6093750
 CG ITER, OVMR, OVMRUB =          50   20699.9843750   23108.6093750
 CG ITER, OVMR, OVMRUB =          51   20733.5820312   23108.6093750
 CG ITER, OVMR, OVMRUB =          52   20765.4824219   23108.6093750
 CG ITER, OVMR, OVMRUB =          53   20795.9824219   23108.6093750
 CG ITER, OVMR, OVMRUB =          54   20829.6015625   23108.6093750
 CG ITER, OVMR, OVMRUB =          55   20861.2656250   23108.6093750
 CG ITER, OVMR, OVMRUB =          56   20890.2988281   23108.6093750
 CG ITER, OVMR, OVMRUB =          57   20913.2988281   23061.7968750
 CG ITER, OVMR, OVMRUB =          58   20941.9277344   23061.7968750
 CG ITER, OVMR, OVMRUB =          59   20981.3183594   23061.7968750
 CG ITER, OVMR, OVMRUB =          60   21005.9589844   23061.7968750
 CG ITER, OVMR, OVMRUB =          61   21034.7402344   23061.7968750
 CG ITER, OVMR, OVMRUB =          62   21059.9687500   23061.7968750
 CG ITER, OVMR, OVMRUB =          63   21091.7480469   23061.7968750
 CG ITER, OVMR, OVMRUB =          64   21115.5957031   23061.7968750
 CG ITER, OVMR, OVMRUB =          65   21144.6191406   23061.7968750
 CG ITER, OVMR, OVMRUB =          66   21174.4648438   23061.7968750
 CG ITER, OVMR, OVMRUB =          67   21198.5507812   23061.7968750
 CG ITER, OVMR, OVMRUB =          68   21226.2949219   23061.7968750
 CG ITER, OVMR, OVMRUB =          69   21244.6328125   22982.5253906
 CG ITER, OVMR, OVMRUB =          70   21271.2167969   22982.5253906
 CG ITER, OVMR, OVMRUB =          71   21298.1562500   22982.5253906
 CG ITER, OVMR, OVMRUB =          72   21318.1289062   22982.5253906
 CG ITER, OVMR, OVMRUB =          73   21344.1757812   22982.5253906
 CG ITER, OVMR, OVMRUB =          74   21368.8183594   22982.5253906
 CG ITER, OVMR, OVMRUB =          75   21386.1582031   22982.5253906
 CG ITER, OVMR, OVMRUB =          76   21410.4511719   22982.5253906
 CG ITER, OVMR, OVMRUB =          77   21431.5703125   22982.5253906
 CG ITER, OVMR, OVMRUB =          78   21456.6367188   22982.5253906
 CG ITER, OVMR, OVMRUB =          79   21474.0019531   22982.5253906
 CG ITER, OVMR, OVMRUB =          80   21490.4726562   22982.5253906
 CG ITER, OVMR, OVMRUB =          81   21513.5605469   22982.5253906
 CG ITER, OVMR, OVMRUB =          82   21527.9355469   22982.5253906
 CG ITER, OVMR, OVMRUB =          83   21539.6503906   22982.5253906
