25 6 4
 1
      2588
      2588
      2588
      2588
    2
     2
     4
     3
     4
     3
     2
     4
     2
     3
     3
     3
     3
     3
     2
     2
     3
     2
     4
     3
     2
     2
     3
     3
     2
   4.3  15.1   788    20 
  1.5  32.9   947    15 
  4.0  36.9    78    20 
  3.1  43.5   661    19 
  4.7  20.4   325    18 
  2.5  42.1   721    23 
  4.5  42.1   355    20 
  4.9  39.4   399    22 
  3.2  34.6   878    22 
  2.1  36.5   344    15 
  3.0  28.2   623    20 
  4.5  36.8   828    18 
  3.5  30.0   108    18 
  2.3  43.0    68    20 
  4.3  30.1   922    18 
  2.1  32.2   839    17 
  2.7  21.7   251    16 
  1.8  22.3   448    20 
  4.5  31.3   661    15 
  1.9  37.3   224    23 
  1.6  37.4   625    21 
  3.4  49.7   413    17 
  1.0  29.0   906    18 
  2.7  45.4   363    21 
  2.0  27.2   862    17 
  3.1  35.0   276    17 
  1.5  49.8   795    22 
  3.2  23.5   894    16 
  3.9  36.3   223    24 
  3.1  32.6   365    24 
  4.4  29.1   510    22 
  3.7  30.6   458    23 
  1.8  15.1   378    19 
  2.6  39.0   615    16 
  4.4  25.6   310    24 
  1.1  29.5   537    15 
  1.9  10.4    79    20 
  2.9  17.1   648    17 
  5.0  27.0   480    17 
  3.5  42.5   771    17 
  1.4  34.8   796    19 
  3.9  34.2   114    20 
  4.2  32.5   387    20 
  2.1  43.7   839    17 
  4.1  43.5   858    21 
  4.8  46.8   578    24 
  1.4  32.6   288    17 
  4.2  28.5   302    23 
  3.9  40.7   579    16 
  4.2  24.5   803    25 
  2.6  33.1   381    21 
  1.8  34.5   746    17 
  3.4  20.8   640    15 
  2.9  20.3   649    25 
  3.8  16.2    69    16 
  2.9  16.9   222    20 
  1.6  26.0   390    16 
  4.8  35.8   846    21 
  3.6  42.9   121    23 
  3.3  42.8   521    24 
  4.5  23.7   347    16 
  3.5  36.2   422    25 
  1.9  17.3   756    19 
  4.3  30.8   200    18 
  3.3  12.5   532    24 
  4.0  49.2   242    19 
  2.6  45.4   819    20 
  1.6  43.4   496    23 
  2.0  38.6   711    23 
  3.6  37.7   489    24 
  1.8  27.8   896    16 
  1.1  20.8   353    21 
  1.4  19.2   431    16 
  2.9  46.7   878    22 
  2.7  35.2   651    17 
  1.6  42.0    73    22 
  2.2  43.9   759    24 
  3.6  18.4   204    17 
  4.1  46.3   269    20 
  3.3  41.0   223    24 
  4.7  35.9   466    22 
  4.4  24.4   358    25 
  2.1  14.8   949    17 
  1.2  49.2   910    24 
  2.2  26.1   669    18 
  3.9  33.4   221    18 
  1.4  49.6   172    19 
  2.2  45.1   663    24 
  2.6  10.6   358    15 
  2.6  16.9   201    19 
  3.4  36.5   759    20 
  2.9  23.9   442    23 
  3.3  26.2   207    23 
  2.9  17.3   385    24 
  2.7  47.7   860    24 
  2.0  32.2   849    21 
  4.6  11.1   196    22 
  1.8  12.2   631    25 
  4.2  20.5   351    15 
  4.1  36.1   477    19 
   83    59   127    11   116   132    99    73   136   158   101    33   171    19   100 
  101   107   113   173    93    79   138    36     3     7    27    32    79   145    14 
   14    84     4    98    23    63    55    98   107   115   176    62   108   128   161 
   93   179    67   120    61    39    19    46   170   103    61    75    58    50    21 
   59    21    68   138   170    35    39    27    19    52   101    67   149   117     5 
  143   114    24   103   161    57   105   141   127    38   155    84   114    36    60 
   80    45   141   135   118    23    63    31    68   118 
   10    55   166    70   128   154    35    41    63    33 
  105   171   128   147     3    42   161   172   113   132 
   78    39    90    60    84    22    56   132    42   129 
  164    87   101   124   154   176   150   122   141   165 
  116    57    15    69   147    15    12   117   117    55 
