 CG ITER, OVMR, OVMRUB =           1   19585.6855469   16843.9980469
 CG ITER, OVMR, OVMRUB =           2   16843.9980469   16843.9980469
 CG ITER, OVMR, OVMRUB =           3   16844.0000000   16843.9980469
 CG ITER, OVMR, OVMRUB =           4   16602.5781250   16602.5781250
 CG ITER, OVMR, OVMRUB =           5   16457.4785156   16602.5781250
 CG ITER, OVMR, OVMRUB =           6   16602.5781250   16602.5781250
 CG ITER, OVMR, OVMRUB =           7   16602.5781250   16602.5781250
 CG ITER, OVMR, OVMRUB =           8   16602.5781250   16602.5781250
 CG ITER, OVMR, OVMRUB =           9   15758.5419922   16602.5781250
 CG ITER, OVMR, OVMRUB =          10   15399.6523438   16602.5781250
 CG ITER, OVMR, OVMRUB =          11   15568.8994141   16602.5781250
 CG ITER, OVMR, OVMRUB =          12   14413.3232422   16602.5781250
 CG ITER, OVMR, OVMRUB =          13   14205.8183594   16602.5781250
 CG ITER, OVMR, OVMRUB =          14   14290.5937500   16602.5781250
 CG ITER, OVMR, OVMRUB =          15   14347.7392578   16602.5781250
 CG ITER, OVMR, OVMRUB =          16   14396.7500000   16602.5781250
 CG ITER, OVMR, OVMRUB =          17   14455.8427734   16602.5781250
 CG ITER, OVMR, OVMRUB =          18   14490.7666016   16602.5781250
 CG ITER, OVMR, OVMRUB =          19   14525.7734375   16602.5781250
 CG ITER, OVMR, OVMRUB =          20   14557.2412109   16602.5781250
 CG ITER, OVMR, OVMRUB =          21   14584.8701172   16602.5781250
 CG ITER, OVMR, OVMRUB =          22   14606.0810547   16602.5781250
 CG ITER, OVMR, OVMRUB =          23   14629.4003906   16602.5781250
 CG ITER, OVMR, OVMRUB =          24   14652.1845703   16602.5781250
 CG ITER, OVMR, OVMRUB =          25   14620.7460938   16602.5781250
 CG ITER, OVMR, OVMRUB =          26   14563.9628906   16602.5781250
 CG ITER, OVMR, OVMRUB =          27   14388.1298828   16602.5781250
 CG ITER, OVMR, OVMRUB =          28   14304.4277344   16602.5781250
 CG ITER, OVMR, OVMRUB =          29   14365.1845703   16602.5781250
 CG ITER, OVMR, OVMRUB =          30   14443.9599609   16602.5781250
 CG ITER, OVMR, OVMRUB =          31   14470.6914062   16602.5781250
 CG ITER, OVMR, OVMRUB =          32   14503.0634766   16602.5781250
 CG ITER, OVMR, OVMRUB =          33   14532.8476562   16602.5781250
 CG ITER, OVMR, OVMRUB =          34   14567.8964844   16602.5781250
 CG ITER, OVMR, OVMRUB =          35   14591.7832031   16602.5781250
 CG ITER, OVMR, OVMRUB =          36   14538.1708984   16602.5781250
