 CG ITER, OVMR, OVMRUB =           1   55663.7695312   46312.1250000
 CG ITER, OVMR, OVMRUB =           2   46312.1328125   46312.1250000
 CG ITER, OVMR, OVMRUB =           3   46312.1289062   46312.1250000
 CG ITER, OVMR, OVMRUB =           4   46312.1328125   46312.1250000
 CG ITER, OVMR, OVMRUB =           5   46312.1328125   46312.1250000
 CG ITER, OVMR, OVMRUB =           6   46312.1289062   46312.1250000
 CG ITER, OVMR, OVMRUB =           7   46312.1250000   46312.1250000
 CG ITER, OVMR, OVMRUB =           8   46312.1250000   46312.1250000
 CG ITER, OVMR, OVMRUB =           9   46312.1367188   46312.1250000
 CG ITER, OVMR, OVMRUB =          10   46312.1289062   46312.1250000
 CG ITER, OVMR, OVMRUB =          11   46312.1250000   46312.1250000
 CG ITER, OVMR, OVMRUB =          12   46312.1210938   46312.1250000
 CG ITER, OVMR, OVMRUB =          13   46312.1250000   46312.1250000
 CG ITER, OVMR, OVMRUB =          14   46275.6562500   46312.1250000
 CG ITER, OVMR, OVMRUB =          15   45073.7343750   46312.1250000
 CG ITER, OVMR, OVMRUB =          16   44217.2656250   46312.1250000
 CG ITER, OVMR, OVMRUB =          17   44392.8476562   46312.1250000
 CG ITER, OVMR, OVMRUB =          18   44243.2890625   46312.1250000
 CG ITER, OVMR, OVMRUB =          19   44201.0742188   46312.1250000
 CG ITER, OVMR, OVMRUB =          20   43968.9531250   46312.1250000
 CG ITER, OVMR, OVMRUB =          21   44122.7578125   46312.1250000
 CG ITER, OVMR, OVMRUB =          22   44178.3984375   46312.1250000
 CG ITER, OVMR, OVMRUB =          23   44267.7578125   46089.0156250
 CG ITER, OVMR, OVMRUB =          24   44347.2890625   46089.0156250
 CG ITER, OVMR, OVMRUB =          25   44405.7812500   46089.0156250
 CG ITER, OVMR, OVMRUB =          26   44460.8984375   46089.0156250
 CG ITER, OVMR, OVMRUB =          27   44506.5312500   46089.0156250
 CG ITER, OVMR, OVMRUB =          28   44549.7187500   46089.0156250
 CG ITER, OVMR, OVMRUB =          29   44588.8945312   46089.0156250
 CG ITER, OVMR, OVMRUB =          30   44607.1679688   45435.2226562
 CG ITER, OVMR, OVMRUB =          31   44626.4804688   45435.2226562
 CG ITER, OVMR, OVMRUB =          32   44641.8945312   45435.2226562
 CG ITER, OVMR, OVMRUB =          33   44653.9726562   45193.4101562
 CG ITER, OVMR, OVMRUB =          34   44665.5390625   45193.4101562
 CG ITER, OVMR, OVMRUB =          35   44675.8867188   45193.4101562
