 CG ITER, OVMR, OVMRUB =           1   20668.0625000   19877.2968750
 CG ITER, OVMR, OVMRUB =           2   19877.2968750   19877.2968750
 CG ITER, OVMR, OVMRUB =           3   19877.2968750   19877.2968750
 CG ITER, OVMR, OVMRUB =           4   19877.2968750   19877.2968750
 CG ITER, OVMR, OVMRUB =           5   19391.2519531   19584.6035156
 CG ITER, OVMR, OVMRUB =           6   17587.7167969   19584.6035156
 CG ITER, OVMR, OVMRUB =           7   17547.5273438   19584.6035156
 CG ITER, OVMR, OVMRUB =           8   16852.2519531   19584.6035156
 CG ITER, OVMR, OVMRUB =           9   15868.4892578   19584.6035156
 CG ITER, OVMR, OVMRUB =          10   15622.3408203   19584.6035156
 CG ITER, OVMR, OVMRUB =          11   15728.4853516   19584.6035156
 CG ITER, OVMR, OVMRUB =          12   15807.1982422   19584.6035156
 CG ITER, OVMR, OVMRUB =          13   15890.1035156   19584.6035156
 CG ITER, OVMR, OVMRUB =          14   15961.0673828   19584.6035156
 CG ITER, OVMR, OVMRUB =          15   15909.2490234   19584.6035156
 CG ITER, OVMR, OVMRUB =          16   15810.3818359   19455.3125000
 CG ITER, OVMR, OVMRUB =          17   15769.5615234   19455.3125000
 CG ITER, OVMR, OVMRUB =          18   15836.9013672   19455.3125000
 CG ITER, OVMR, OVMRUB =          19   15886.1103516   19455.3125000
 CG ITER, OVMR, OVMRUB =          20   15883.9052734   19455.3125000
 CG ITER, OVMR, OVMRUB =          21   15930.8691406   19455.3125000
 CG ITER, OVMR, OVMRUB =          22   15973.0654297   19455.3125000
 CG ITER, OVMR, OVMRUB =          23   16010.8398438   19455.3125000
 CG ITER, OVMR, OVMRUB =          24   16040.8203125   19455.3125000
 CG ITER, OVMR, OVMRUB =          25   16074.1933594   19455.3125000
 CG ITER, OVMR, OVMRUB =          26   16103.2939453   19455.3125000
 CG ITER, OVMR, OVMRUB =          27   16133.7695312   19455.3125000
 CG ITER, OVMR, OVMRUB =          28   16170.4902344   19455.3125000
 CG ITER, OVMR, OVMRUB =          29   16198.6738281   19455.3125000
 CG ITER, OVMR, OVMRUB =          30   16232.0830078   19455.3125000
 CG ITER, OVMR, OVMRUB =          31   16255.3886719   19455.3125000
 CG ITER, OVMR, OVMRUB =          32   16284.7578125   19455.3125000
 CG ITER, OVMR, OVMRUB =          33   16307.0615234   19455.3125000
 CG ITER, OVMR, OVMRUB =          34   16337.5087891   19455.3125000
 CG ITER, OVMR, OVMRUB =          35   16361.5566406   19455.3125000
 CG ITER, OVMR, OVMRUB =          36   16386.1835938   19455.3125000
 CG ITER, OVMR, OVMRUB =          37   16410.2656250   19455.3125000
 CG ITER, OVMR, OVMRUB =          38   16435.7265625   19455.3125000
 CG ITER, OVMR, OVMRUB =          39   16459.5996094   19455.3125000
 CG ITER, OVMR, OVMRUB =          40   16483.7753906   19455.3125000
 CG ITER, OVMR, OVMRUB =          41   16512.8085938   19455.3125000
 CG ITER, OVMR, OVMRUB =          42   16535.0878906   19455.3125000
 CG ITER, OVMR, OVMRUB =          43   16560.1738281   19455.3125000
 CG ITER, OVMR, OVMRUB =          44   16582.1308594   19455.3125000
 CG ITER, OVMR, OVMRUB =          45   16604.3164062   19455.3125000
 CG ITER, OVMR, OVMRUB =          46   16625.1757812   19455.3125000
 CG ITER, OVMR, OVMRUB =          47   16651.2910156   19455.3125000
 CG ITER, OVMR, OVMRUB =          48   16678.5292969   19455.3125000
 CG ITER, OVMR, OVMRUB =          49   16699.6953125   19455.3125000
 CG ITER, OVMR, OVMRUB =          50   16719.4296875   19455.3125000
 CG ITER, OVMR, OVMRUB =          51   16737.5039062   19455.3125000
 CG ITER, OVMR, OVMRUB =          52   16757.5097656   19455.3125000
 CG ITER, OVMR, OVMRUB =          53   16780.7675781   19455.3125000
 CG ITER, OVMR, OVMRUB =          54   16804.7246094   19455.3125000
 CG ITER, OVMR, OVMRUB =          55   16824.1074219   19455.3125000
 CG ITER, OVMR, OVMRUB =          56   16843.0605469   19455.3125000
 CG ITER, OVMR, OVMRUB =          57   16862.9765625   19455.3125000
 CG ITER, OVMR, OVMRUB =          58   16881.0195312   19455.3125000
 CG ITER, OVMR, OVMRUB =          59   16900.2304688   19455.3125000
 CG ITER, OVMR, OVMRUB =          60   16922.4667969   19455.3125000
 CG ITER, OVMR, OVMRUB =          61   16939.5253906   19455.3125000
 CG ITER, OVMR, OVMRUB =          62   16956.8710938   19455.3125000
 CG ITER, OVMR, OVMRUB =          63   16976.3574219   19455.3125000
 CG ITER, OVMR, OVMRUB =          64   16990.4453125   19455.3125000
 CG ITER, OVMR, OVMRUB =          65   17010.7500000   19455.3125000
 CG ITER, OVMR, OVMRUB =          66   17032.4804688   19455.3125000
 CG ITER, OVMR, OVMRUB =          67   17053.0781250   19455.3125000
 CG ITER, OVMR, OVMRUB =          68   17071.1640625   19455.3125000
 CG ITER, OVMR, OVMRUB =          69   17087.9804688   19455.3125000
 CG ITER, OVMR, OVMRUB =          70   17109.7636719   19455.3125000
 CG ITER, OVMR, OVMRUB =          71   17122.4980469   19455.3125000
