 CG ITER, OVMR, OVMRUB =           1   64647.4140625   64647.4062500
 CG ITER, OVMR, OVMRUB =           2   64647.4062500   64647.4062500
 CG ITER, OVMR, OVMRUB =           3   64647.4062500   64647.4062500
 CG ITER, OVMR, OVMRUB =           4   64647.3789062   64647.4062500
 CG ITER, OVMR, OVMRUB =           5   63548.6171875   64647.4062500
 CG ITER, OVMR, OVMRUB =           6   63622.8906250   64647.4062500
 CG ITER, OVMR, OVMRUB =           7   63422.4257812   64647.4062500
 CG ITER, OVMR, OVMRUB =           8   63198.4257812   64647.4062500
 CG ITER, OVMR, OVMRUB =           9   62916.2851562   64647.4062500
 CG ITER, OVMR, OVMRUB =          10   62897.2460938   64647.4062500
 CG ITER, OVMR, OVMRUB =          11   62627.3046875   64647.4062500
 CG ITER, OVMR, OVMRUB =          12   62503.5078125   64647.4062500
 CG ITER, OVMR, OVMRUB =          13   62249.4140625   64647.4062500
 CG ITER, OVMR, OVMRUB =          14   62103.6757812   64647.4062500
 CG ITER, OVMR, OVMRUB =          15   61935.9296875   64647.4062500
 CG ITER, OVMR, OVMRUB =          16   61826.8164062   64647.4062500
 CG ITER, OVMR, OVMRUB =          17   61704.0351562   64647.4062500
 CG ITER, OVMR, OVMRUB =          18   61613.7656250   64647.4062500
 CG ITER, OVMR, OVMRUB =          19   61476.7421875   64647.4062500
 CG ITER, OVMR, OVMRUB =          20   61361.2656250   64647.4062500
 CG ITER, OVMR, OVMRUB =          21   61258.3789062   64647.4062500
 CG ITER, OVMR, OVMRUB =          22   61125.7226562   64647.4062500
 CG ITER, OVMR, OVMRUB =          23   61043.6523438   64647.4062500
 CG ITER, OVMR, OVMRUB =          24   60941.8515625   64647.4062500
 CG ITER, OVMR, OVMRUB =          25   60875.1914062   64647.4062500
 CG ITER, OVMR, OVMRUB =          26   60813.0625000   64647.4062500
 CG ITER, OVMR, OVMRUB =          27   60722.6562500   64647.4062500
 CG ITER, OVMR, OVMRUB =          28   60676.6757812   64647.4062500
 CG ITER, OVMR, OVMRUB =          29   60611.9414062   64647.4062500
 CG ITER, OVMR, OVMRUB =          30   60553.2343750   64647.4062500
 CG ITER, OVMR, OVMRUB =          31   60481.8750000   64647.4062500
 CG ITER, OVMR, OVMRUB =          32   60424.2890625   64647.4062500
 CG ITER, OVMR, OVMRUB =          33   60354.0312500   64647.4062500
 CG ITER, OVMR, OVMRUB =          34   60287.4921875   64647.4062500
 CG ITER, OVMR, OVMRUB =          35   60243.7851562   64647.4062500
