 CG ITER, OVMR, OVMRUB =           1   65166.9843750   65166.9843750
 CG ITER, OVMR, OVMRUB =           2   64847.6835938   64847.6835938
 CG ITER, OVMR, OVMRUB =           3   64847.6796875   64847.6835938
 CG ITER, OVMR, OVMRUB =           4   64847.6562500   64847.6835938
 CG ITER, OVMR, OVMRUB =           5   63219.1718750   64847.6835938
 CG ITER, OVMR, OVMRUB =           6   63154.6640625   64847.6835938
 CG ITER, OVMR, OVMRUB =           7   62828.2539062   64847.6835938
 CG ITER, OVMR, OVMRUB =           8   62522.3710938   64847.6835938
 CG ITER, OVMR, OVMRUB =           9   62353.1093750   64847.6835938
 CG ITER, OVMR, OVMRUB =          10   62176.0507812   64847.6835938
 CG ITER, OVMR, OVMRUB =          11   61976.7031250   64847.6835938
 CG ITER, OVMR, OVMRUB =          12   61793.1562500   64847.6835938
 CG ITER, OVMR, OVMRUB =          13   61721.4414062   64847.6835938
 CG ITER, OVMR, OVMRUB =          14   61634.9375000   64847.6835938
 CG ITER, OVMR, OVMRUB =          15   61465.5468750   64847.6835938
 CG ITER, OVMR, OVMRUB =          16   61316.2851562   64847.6835938
 CG ITER, OVMR, OVMRUB =          17   61173.3437500   64847.6835938
 CG ITER, OVMR, OVMRUB =          18   61023.1250000   64847.6835938
 CG ITER, OVMR, OVMRUB =          19   60930.0156250   64847.6835938
 CG ITER, OVMR, OVMRUB =          20   60808.4296875   64847.6835938
 CG ITER, OVMR, OVMRUB =          21   60691.4335938   64847.6835938
 CG ITER, OVMR, OVMRUB =          22   60596.9570312   64847.6835938
 CG ITER, OVMR, OVMRUB =          23   60515.1953125   64847.6835938
 CG ITER, OVMR, OVMRUB =          24   60438.9375000   64847.6835938
 CG ITER, OVMR, OVMRUB =          25   60372.2773438   64847.6835938
 CG ITER, OVMR, OVMRUB =          26   60304.3632812   64847.6835938
 CG ITER, OVMR, OVMRUB =          27   60230.9609375   64847.6835938
 CG ITER, OVMR, OVMRUB =          28   60171.1093750   64847.6835938
 CG ITER, OVMR, OVMRUB =          29   60113.3398438   64847.6835938
 CG ITER, OVMR, OVMRUB =          30   60040.5781250   64847.6835938
 CG ITER, OVMR, OVMRUB =          31   59990.5000000   64847.6835938
 CG ITER, OVMR, OVMRUB =          32   59954.3242188   64847.6835938
 CG ITER, OVMR, OVMRUB =          33   59912.8671875   64847.6835938
 CG ITER, OVMR, OVMRUB =          34   59861.8320312   64847.6835938
 CG ITER, OVMR, OVMRUB =          35   59810.5273438   64847.6835938
 CG ITER, OVMR, OVMRUB =          36   59756.9765625   64847.6835938
 CG ITER, OVMR, OVMRUB =          37   59714.1171875   64847.6835938
 CG ITER, OVMR, OVMRUB =          38   59671.1562500   64847.6835938
 CG ITER, OVMR, OVMRUB =          39   59635.2382812   64847.6835938
 CG ITER, OVMR, OVMRUB =          40   59592.6054688   64847.6835938
 CG ITER, OVMR, OVMRUB =          41   59549.6171875   64847.6835938
 CG ITER, OVMR, OVMRUB =          42   59516.5000000   64847.6835938
 CG ITER, OVMR, OVMRUB =          43   59482.8632812   64847.6835938
 CG ITER, OVMR, OVMRUB =          44   59458.5820312   64847.6835938
 CG ITER, OVMR, OVMRUB =          45   59421.6328125   64847.6835938
 CG ITER, OVMR, OVMRUB =          46   59404.7109375   64847.6835938
 CG ITER, OVMR, OVMRUB =          47   59372.0781250   64847.6835938
 CG ITER, OVMR, OVMRUB =          48   59337.8281250   64847.6835938
 CG ITER, OVMR, OVMRUB =          49   59321.6757812   64847.6835938
 CG ITER, OVMR, OVMRUB =          50   59294.1445312   64847.6835938
 CG ITER, OVMR, OVMRUB =          51   59268.8632812   64847.6835938
 CG ITER, OVMR, OVMRUB =          52   59251.1367188   64847.6835938
 CG ITER, OVMR, OVMRUB =          53   59226.3203125   64847.6835938
 CG ITER, OVMR, OVMRUB =          54   59216.8007812   64847.6835938
 CG ITER, OVMR, OVMRUB =          55   59199.3710938   64847.6835938
 CG ITER, OVMR, OVMRUB =          56   59183.7617188   64847.6835938
 CG ITER, OVMR, OVMRUB =          57   59170.5742188   64847.6835938
 CG ITER, OVMR, OVMRUB =          58   59158.5351562   64847.6835938
 CG ITER, OVMR, OVMRUB =          59   59151.7304688   64847.6835938
 CG ITER, OVMR, OVMRUB =          60   59138.2851562   64847.6835938
 CG ITER, OVMR, OVMRUB =          61   59118.6523438   64847.6835938
 CG ITER, OVMR, OVMRUB =          62   59108.3828125   64847.6835938
 CG ITER, OVMR, OVMRUB =          63   59095.2070312   64847.6835938
 CG ITER, OVMR, OVMRUB =          64   59085.6679688   64847.6835938
 CG ITER, OVMR, OVMRUB =          65   59076.2148438   64847.6835938
 CG ITER, OVMR, OVMRUB =          66   59065.2031250   64847.6835938
 CG ITER, OVMR, OVMRUB =          67   59054.1992188   64847.6835938
 CG ITER, OVMR, OVMRUB =          68   59052.4453125   64847.6835938
 CG ITER, OVMR, OVMRUB =          69   59047.9492188   64847.6835938
 CG ITER, OVMR, OVMRUB =          70   59042.9257812   64847.6835938
 CG ITER, OVMR, OVMRUB =          71   59041.5937500   64718.0898438
 CG ITER, OVMR, OVMRUB =          72   59035.6484375   64013.5742188
 CG ITER, OVMR, OVMRUB =          73   59031.8750000   64013.5742188
 CG ITER, OVMR, OVMRUB =          74   59027.5820312   64013.5742188
 CG ITER, OVMR, OVMRUB =          75   59019.6875000   64013.5742188
 CG ITER, OVMR, OVMRUB =          76   59011.3125000   64013.5742188
 CG ITER, OVMR, OVMRUB =          77   59009.3007812   64013.5742188
 CG ITER, OVMR, OVMRUB =          78   59001.7382812   63426.9804688
