12 6 6
 1
      1096
      1096
      1096
      1096
      1096
      1096
    2
     2
     4
     4
     4
     2
     3
     4
     3
     3
     3
     3
   2.5  36.7    78    24 
  3.6  29.8   455    17 
  4.5  15.1   668    24 
  3.3  48.4   643    17 
  2.2  25.0    80    15 
  4.3  28.5   556    23 
  3.9  47.4   180    23 
  4.2  25.2   160    23 
  4.8  25.8   171    15 
  3.2  49.9   663    20 
  4.5  35.9   823    18 
  4.2  14.0   458    16 
  2.5  27.9   487    21 
  1.7  48.2   185    23 
  1.0  31.4   510    24 
  3.0  37.9   594    17 
  3.6  26.3   470    22 
  3.8  33.0   174    17 
  1.2  32.3   255    22 
  1.4  29.5   853    18 
  1.6  13.2   768    15 
  4.4  20.4   401    16 
  2.6  21.3   305    24 
  1.8  26.6   699    16 
  4.0  34.7   575    24 
  2.6  18.3   541    21 
  2.8  34.4   507    15 
  2.2  19.2    91    17 
  3.2  42.3   339    21 
  3.8  17.0   943    19 
  3.0  47.4   689    24 
  3.5  20.8   134    25 
  1.6  23.8   185    15 
  3.1  18.2   346    24 
  3.9  20.8   491    15 
  2.0  14.3   407    17 
  1.7  49.9   820    15 
  4.4  49.5   562    21 
  2.8  40.3   598    19 
  3.4  10.2   143    16 
  4.9  13.3   372    17 
  4.3  22.1   403    18 
  2.1  12.6   851    24 
  2.0  21.7   497    15 
  4.8  13.0   429    21 
  4.4  40.7   882    24 
  3.0  10.3   575    18 
  3.9  10.9   442    17 
  4.4  29.7   709    20 
  1.1  45.8   139    16 
  2.0  16.9    79    25 
  4.7  47.7   822    22 
  5.0  15.7   106    24 
  1.1  19.6    76    20 
  1.7  41.0   890    21 
  4.2  49.1   825    19 
  1.6  45.9   683    25 
  1.9  42.6   180    23 
  2.2  18.8   350    16 
  4.2  15.0   160    15 
  2.4  29.9   356    17 
  2.0  11.8   946    18 
  2.8  38.8   375    21 
  3.8  21.5   209    20 
  3.8  25.4   691    24 
  5.0  20.9   559    23 
  2.4  44.0   885    22 
  1.7  39.2   904    17 
  1.3  44.4   430    16 
  1.8  49.2   876    15 
  3.2  31.9   496    17 
  4.0  14.3   412    18 
   37   135    17    21    60    72   116    76   149    78   169   125 
  141    63    29   166    32   108     3   162    24   175    76    23 
  110    49   141    91    96    82   117    84   133   135   116   102 
  106    20    86   153    75    77   129    49    98   113    68   169 
   13   133    92    62   105   101    12   117   145    15   143   150 
   52    73    36   162   163    45   150    43   161   159    58   165 
