6 18 2
 1
       964
       964
    2
     4
     3
     3
     3
     4
   3.0  10.2    78    24 
  3.4  48.6    55    21 
  2.4  49.5   356    17 
  1.8  34.2   185    23 
  1.2  14.1   145    21 
  2.8  17.0   871    25 
  3.0  26.4   487    21 
  1.1  34.6   478    24 
  1.7  36.4   241    15 
  1.8  11.8   541    21 
  3.8  44.3   281    16 
  4.8  10.7   899    22 
    6    53   166   143   140    25 
  123    70   151     1    26    81 
   83    97   143    26     0    18 
  105     5    22   115   165   129 
   57   152    56    75   107    33 
   34   101   160   174    45    71 
   64   118   175   126   154    38 
  162   137    16    24   160    78 
   11    26     2    76    51     5 
  154   129    89   125     7    21 
  128    40    74    98    88    51 
   26   158   155   122    62    72 
  139   127    42    12   104    66 
  101   169   170    70    16   120 
   36   160    93   162    60    67 
   24   109     3    59    44    80 
   70   167    24   160    89   135 
  178   127     8   166   101   111 
