 CG ITER, OVMR, OVMRUB =           1  119816.1562500  119816.1484375
 CG ITER, OVMR, OVMRUB =           2  118729.1562500  118729.1406250
 CG ITER, OVMR, OVMRUB =           3  118729.1328125  118729.1406250
 CG ITER, OVMR, OVMRUB =           4  118679.1640625  118729.1406250
 CG ITER, OVMR, OVMRUB =           5   99600.1484375  113853.8437500
 CG ITER, OVMR, OVMRUB =           6   99022.4375000  113853.8437500
 CG ITER, OVMR, OVMRUB =           7   97921.5781250  113853.8437500
 CG ITER, OVMR, OVMRUB =           8   97441.2421875  113853.8437500
 CG ITER, OVMR, OVMRUB =           9   96756.8828125  113853.8437500
 CG ITER, OVMR, OVMRUB =          10   96318.0312500  113853.8437500
 CG ITER, OVMR, OVMRUB =          11   95871.8984375  113853.8437500
 CG ITER, OVMR, OVMRUB =          12   95358.5000000  113853.8437500
 CG ITER, OVMR, OVMRUB =          13   94888.1875000  113853.8437500
 CG ITER, OVMR, OVMRUB =          14   94584.8515625  113853.8437500
 CG ITER, OVMR, OVMRUB =          15   94281.5312500  113853.8437500
 CG ITER, OVMR, OVMRUB =          16   93972.7578125  113853.8437500
 CG ITER, OVMR, OVMRUB =          17   93739.6562500  113853.8437500
 CG ITER, OVMR, OVMRUB =          18   93445.7578125  113853.8437500
 CG ITER, OVMR, OVMRUB =          19   93254.4218750  113853.8437500
 CG ITER, OVMR, OVMRUB =          20   92985.3515625  113853.8437500
 CG ITER, OVMR, OVMRUB =          21   92738.3750000  113853.8437500
 CG ITER, OVMR, OVMRUB =          22   92539.1953125  113853.8437500
 CG ITER, OVMR, OVMRUB =          23   92374.5703125  113853.8437500
 CG ITER, OVMR, OVMRUB =          24   92231.6718750  113853.8437500
 CG ITER, OVMR, OVMRUB =          25   92079.7812500  113853.8437500
 CG ITER, OVMR, OVMRUB =          26   91957.8515625  113853.8437500
 CG ITER, OVMR, OVMRUB =          27   91852.1484375  113853.8437500
 CG ITER, OVMR, OVMRUB =          28   91776.3281250  113853.8437500
 CG ITER, OVMR, OVMRUB =          29   91647.5234375  113853.8437500
 CG ITER, OVMR, OVMRUB =          30   91497.5312500  113853.8437500
 CG ITER, OVMR, OVMRUB =          31   91368.4375000  113853.8437500
 CG ITER, OVMR, OVMRUB =          32   91264.9062500  113853.8437500
 CG ITER, OVMR, OVMRUB =          33   91190.8984375  113853.8437500
 CG ITER, OVMR, OVMRUB =          34   91093.9609375  113853.8437500
 CG ITER, OVMR, OVMRUB =          35   91012.6484375  113853.8437500
 CG ITER, OVMR, OVMRUB =          36   90890.3515625  113853.8437500
 CG ITER, OVMR, OVMRUB =          37   90810.8515625  113853.8437500
 CG ITER, OVMR, OVMRUB =          38   90741.2265625  113853.8437500
 CG ITER, OVMR, OVMRUB =          39   90621.5781250  113853.8437500
 CG ITER, OVMR, OVMRUB =          40   90588.2109375  113195.1093750
 CG ITER, OVMR, OVMRUB =          41   90520.8125000  113195.1093750
 CG ITER, OVMR, OVMRUB =          42   90427.2109375  113195.1093750
 CG ITER, OVMR, OVMRUB =          43   90395.2109375  113195.1093750
 CG ITER, OVMR, OVMRUB =          44   90347.0546875  110727.4375000
 CG ITER, OVMR, OVMRUB =          45   90316.4609375  110727.4375000
 CG ITER, OVMR, OVMRUB =          46   90208.8203125  110727.4375000
 CG ITER, OVMR, OVMRUB =          47   90173.9453125  110727.4375000
 CG ITER, OVMR, OVMRUB =          48   90124.2812500  110727.4375000
 CG ITER, OVMR, OVMRUB =          49   90095.1328125  110727.4375000
 CG ITER, OVMR, OVMRUB =          50   90041.4843750  110727.4375000
 CG ITER, OVMR, OVMRUB =          51   90005.4687500  110727.4375000
 CG ITER, OVMR, OVMRUB =          52   89959.3437500  110727.4375000
 CG ITER, OVMR, OVMRUB =          53   89936.0000000  110727.4375000
 CG ITER, OVMR, OVMRUB =          54   89918.2890625  110727.4375000
 CG ITER, OVMR, OVMRUB =          55   89910.3828125  110727.4375000
 CG ITER, OVMR, OVMRUB =          56   89891.0546875  110727.4375000
 CG ITER, OVMR, OVMRUB =          57   89857.5000000  110727.4375000
 CG ITER, OVMR, OVMRUB =          58   89826.1093750  110727.4375000
 CG ITER, OVMR, OVMRUB =          59   89816.9375000  110727.4375000
