6 12 2
 1
      1180
      1180
    2
     3
     4
     4
     2
     3
   1.8  36.2   717    18 
  2.7  23.6   415    24 
  2.9  27.1   862    23 
  2.4  21.0   467    23 
  3.8  40.4   594    24 
  3.6  49.8   364    21 
  3.4  48.2   228    24 
  2.1  27.0   747    20 
  3.0  29.1   216    24 
  2.8  35.7   838    24 
  2.9  37.0   924    17 
  1.3  27.4   466    24 
   83   147    23    68   156   168 
  176   155    11    41   140   105 
  150    92   154   132   170   119 
   60   141    65    30    54    51 
  103    44    76   179    64    85 
  173   156   167    36    77   120 
   18    34   122    87    45    57 
  119   100   131    96   179    71 
  175    68   142    17     1   112 
   95    37   109    19   172   108 
   94   138   148    88    70    86 
    3   171   116    60    55   145 
