6 12 2
 1
      1278
      1278
    2
     3
     2
     4
     3
     3
   4.9  13.8   897    23 
  2.4  26.9   435    21 
  3.1  27.3   384    23 
  2.2  30.4   255    16 
  2.8  46.0   847    17 
  2.9  24.1   252    22 
  4.8  37.2   349    25 
  4.2  42.9   947    21 
  2.5  31.9   485    20 
  3.8  45.9   244    20 
  4.5  32.0   413    24 
  3.8  46.8   496    20 
   12   165    18    45   143   161 
   30   128   103    67    90    46 
   94    84    67   146   138   169 
   86   119   120   171    66   168 
  154    29   161    88   138    43 
   65   139    85     8    76   115 
  105   144   121   150   111   106 
    6    94    33    70   161   106 
  179    49    69    16   171   163 
   38    56    73     7    95   179 
   78   165     7    84   122    54 
    1   146    23   120   170    94 
