 CG ITER, OVMR, OVMRUB =           1  171565.4375000  171565.4375000
 CG ITER, OVMR, OVMRUB =           2  171056.1562500  171056.1562500
 CG ITER, OVMR, OVMRUB =           3  171056.1562500  171056.1562500
 CG ITER, OVMR, OVMRUB =           4  171056.0625000  171056.1562500
 CG ITER, OVMR, OVMRUB =           5  166281.6093750  171056.1562500
 CG ITER, OVMR, OVMRUB =           6  169358.5312500  171056.1562500
 CG ITER, OVMR, OVMRUB =           7  163359.3437500  171056.1562500
 CG ITER, OVMR, OVMRUB =           8  161412.9375000  171056.1562500
 CG ITER, OVMR, OVMRUB =           9  159549.7500000  171056.1562500
 CG ITER, OVMR, OVMRUB =          10  159211.7500000  171056.1562500
 CG ITER, OVMR, OVMRUB =          11  157594.2968750  171056.1562500
 CG ITER, OVMR, OVMRUB =          12  155229.4843750  171056.1562500
 CG ITER, OVMR, OVMRUB =          13  154962.6093750  171056.1562500
 CG ITER, OVMR, OVMRUB =          14  153605.3125000  171056.1562500
 CG ITER, OVMR, OVMRUB =          15  153126.5156250  171056.1562500
 CG ITER, OVMR, OVMRUB =          16  152082.7031250  171056.1562500
 CG ITER, OVMR, OVMRUB =          17  151144.5000000  171056.1562500
 CG ITER, OVMR, OVMRUB =          18  150139.5625000  171056.1562500
 CG ITER, OVMR, OVMRUB =          19  149350.1093750  171056.1562500
 CG ITER, OVMR, OVMRUB =          20  148505.0000000  171056.1562500
 CG ITER, OVMR, OVMRUB =          21  147789.8593750  171056.1562500
 CG ITER, OVMR, OVMRUB =          22  147149.6093750  171056.1562500
 CG ITER, OVMR, OVMRUB =          23  146732.6718750  171056.1562500
 CG ITER, OVMR, OVMRUB =          24  146208.8125000  171056.1562500
 CG ITER, OVMR, OVMRUB =          25  145816.7500000  171056.1562500
 CG ITER, OVMR, OVMRUB =          26  145478.1250000  171056.1562500
 CG ITER, OVMR, OVMRUB =          27  145071.0937500  171056.1562500
 CG ITER, OVMR, OVMRUB =          28  144719.6093750  171056.1562500
 CG ITER, OVMR, OVMRUB =          29  144465.1875000  171056.1562500
 CG ITER, OVMR, OVMRUB =          30  144169.5000000  171056.1562500
 CG ITER, OVMR, OVMRUB =          31  143866.6718750  171056.1562500
 CG ITER, OVMR, OVMRUB =          32  143633.5468750  171056.1562500
 CG ITER, OVMR, OVMRUB =          33  143458.9218750  171056.1562500
 CG ITER, OVMR, OVMRUB =          34  143170.7031250  171056.1562500
 CG ITER, OVMR, OVMRUB =          35  142898.8906250  171056.1562500
 CG ITER, OVMR, OVMRUB =          36  142693.5156250  171056.1562500
 CG ITER, OVMR, OVMRUB =          37  142446.5156250  171056.1562500
 CG ITER, OVMR, OVMRUB =          38  142235.2500000  171056.1562500
 CG ITER, OVMR, OVMRUB =          39  141978.1562500  171056.1562500
 CG ITER, OVMR, OVMRUB =          40  141751.5468750  171056.1562500
 CG ITER, OVMR, OVMRUB =          41  141621.3750000  171056.1562500
 CG ITER, OVMR, OVMRUB =          42  141428.7031250  171056.1562500
 CG ITER, OVMR, OVMRUB =          43  141277.7343750  171056.1562500
 CG ITER, OVMR, OVMRUB =          44  141174.3281250  171056.1562500
 CG ITER, OVMR, OVMRUB =          45  141013.8593750  171056.1562500
 CG ITER, OVMR, OVMRUB =          46  140924.0312500  171056.1562500
 CG ITER, OVMR, OVMRUB =          47  140793.5937500  171056.1562500
 CG ITER, OVMR, OVMRUB =          48  140677.6093750  171056.1562500
 CG ITER, OVMR, OVMRUB =          49  140611.2187500  171056.1562500
 CG ITER, OVMR, OVMRUB =          50  140591.9843750  171056.1562500
 CG ITER, OVMR, OVMRUB =          51  140503.0312500  171056.1562500
 CG ITER, OVMR, OVMRUB =          52  140406.2187500  171056.1562500
 CG ITER, OVMR, OVMRUB =          53  140367.7656250  171056.1562500
 CG ITER, OVMR, OVMRUB =          54  140235.4531250  171056.1562500
