 CG ITER, OVMR, OVMRUB =           1  168810.1562500  168810.1562500
 CG ITER, OVMR, OVMRUB =           2  165648.4062500  165648.4062500
 CG ITER, OVMR, OVMRUB =           3  165648.3906250  165648.4062500
 CG ITER, OVMR, OVMRUB =           4  165648.2343750  165648.4062500
 CG ITER, OVMR, OVMRUB =           5  148306.1406250  165648.4062500
 CG ITER, OVMR, OVMRUB =           6  144598.1093750  165648.4062500
 CG ITER, OVMR, OVMRUB =           7  142344.9687500  165648.4062500
 CG ITER, OVMR, OVMRUB =           8  141032.8593750  165648.4062500
 CG ITER, OVMR, OVMRUB =           9  140228.2500000  165648.4062500
 CG ITER, OVMR, OVMRUB =          10  139002.9687500  165648.4062500
 CG ITER, OVMR, OVMRUB =          11  138409.0312500  165648.4062500
 CG ITER, OVMR, OVMRUB =          12  137621.4531250  165648.4062500
 CG ITER, OVMR, OVMRUB =          13  136946.7343750  165648.4062500
 CG ITER, OVMR, OVMRUB =          14  136325.1718750  165648.4062500
 CG ITER, OVMR, OVMRUB =          15  135724.0000000  165648.4062500
 CG ITER, OVMR, OVMRUB =          16  135207.3906250  165648.4062500
 CG ITER, OVMR, OVMRUB =          17  134697.8125000  165648.4062500
 CG ITER, OVMR, OVMRUB =          18  134196.4843750  165648.4062500
 CG ITER, OVMR, OVMRUB =          19  133906.6875000  165648.4062500
 CG ITER, OVMR, OVMRUB =          20  133357.4062500  165648.4062500
 CG ITER, OVMR, OVMRUB =          21  132973.1093750  165648.4062500
 CG ITER, OVMR, OVMRUB =          22  132511.0000000  165648.4062500
 CG ITER, OVMR, OVMRUB =          23  132400.6718750  165648.4062500
 CG ITER, OVMR, OVMRUB =          24  132086.7812500  165648.4062500
 CG ITER, OVMR, OVMRUB =          25  131719.7812500  165648.4062500
 CG ITER, OVMR, OVMRUB =          26  131556.7968750  165648.4062500
 CG ITER, OVMR, OVMRUB =          27  131253.0156250  165648.4062500
 CG ITER, OVMR, OVMRUB =          28  131037.3750000  165648.4062500
 CG ITER, OVMR, OVMRUB =          29  130780.2031250  165648.4062500
