 CG ITER, OVMR, OVMRUB =           1  175000.0312500  175000.0000000
 CG ITER, OVMR, OVMRUB =           2  175000.0156250  175000.0000000
 CG ITER, OVMR, OVMRUB =           3  174999.9843750  175000.0000000
 CG ITER, OVMR, OVMRUB =           4  174999.9531250  175000.0000000
 CG ITER, OVMR, OVMRUB =           5  166295.9062500  175000.0000000
 CG ITER, OVMR, OVMRUB =           6  169066.3750000  175000.0000000
 CG ITER, OVMR, OVMRUB =           7  168517.9062500  175000.0000000
 CG ITER, OVMR, OVMRUB =           8  163052.7812500  175000.0000000
 CG ITER, OVMR, OVMRUB =           9  161983.8906250  175000.0000000
 CG ITER, OVMR, OVMRUB =          10  160432.9843750  175000.0000000
 CG ITER, OVMR, OVMRUB =          11  159093.4375000  175000.0000000
 CG ITER, OVMR, OVMRUB =          12  157716.5312500  175000.0000000
 CG ITER, OVMR, OVMRUB =          13  156751.4531250  175000.0000000
 CG ITER, OVMR, OVMRUB =          14  155929.0625000  175000.0000000
 CG ITER, OVMR, OVMRUB =          15  154562.5156250  175000.0000000
 CG ITER, OVMR, OVMRUB =          16  153954.6250000  175000.0000000
 CG ITER, OVMR, OVMRUB =          17  153143.6406250  175000.0000000
 CG ITER, OVMR, OVMRUB =          18  152347.0000000  175000.0000000
 CG ITER, OVMR, OVMRUB =          19  151505.8281250  175000.0000000
 CG ITER, OVMR, OVMRUB =          20  151163.2031250  175000.0000000
 CG ITER, OVMR, OVMRUB =          21  150444.1875000  175000.0000000
 CG ITER, OVMR, OVMRUB =          22  149935.0468750  175000.0000000
 CG ITER, OVMR, OVMRUB =          23  149464.3125000  175000.0000000
 CG ITER, OVMR, OVMRUB =          24  149062.0156250  175000.0000000
 CG ITER, OVMR, OVMRUB =          25  148567.5156250  175000.0000000
 CG ITER, OVMR, OVMRUB =          26  148109.0937500  175000.0000000
 CG ITER, OVMR, OVMRUB =          27  147707.1718750  175000.0000000
 CG ITER, OVMR, OVMRUB =          28  147277.5312500  175000.0000000
 CG ITER, OVMR, OVMRUB =          29  147008.7500000  175000.0000000
 CG ITER, OVMR, OVMRUB =          30  146699.1093750  175000.0000000
 CG ITER, OVMR, OVMRUB =          31  146531.4375000  175000.0000000
 CG ITER, OVMR, OVMRUB =          32  146221.7031250  175000.0000000
 CG ITER, OVMR, OVMRUB =          33  145961.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          34  145679.8437500  175000.0000000
 CG ITER, OVMR, OVMRUB =          35  145407.5781250  175000.0000000
 CG ITER, OVMR, OVMRUB =          36  145305.2656250  175000.0000000
 CG ITER, OVMR, OVMRUB =          37  145089.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          38  144905.5156250  175000.0000000
 CG ITER, OVMR, OVMRUB =          39  144783.1562500  175000.0000000
 CG ITER, OVMR, OVMRUB =          40  144641.7812500  175000.0000000
 CG ITER, OVMR, OVMRUB =          41  144467.7812500  175000.0000000
 CG ITER, OVMR, OVMRUB =          42  144304.6406250  175000.0000000
 CG ITER, OVMR, OVMRUB =          43  144203.7812500  175000.0000000
 CG ITER, OVMR, OVMRUB =          44  144081.8125000  175000.0000000
 CG ITER, OVMR, OVMRUB =          45  143920.9218750  175000.0000000
 CG ITER, OVMR, OVMRUB =          46  143805.5937500  175000.0000000
 CG ITER, OVMR, OVMRUB =          47  143740.5781250  175000.0000000
 CG ITER, OVMR, OVMRUB =          48  143632.0312500  175000.0000000
 CG ITER, OVMR, OVMRUB =          49  143472.0781250  175000.0000000
 CG ITER, OVMR, OVMRUB =          50  143368.3906250  175000.0000000
 CG ITER, OVMR, OVMRUB =          51  143221.9687500  175000.0000000
 CG ITER, OVMR, OVMRUB =          52  143189.6718750  175000.0000000
 CG ITER, OVMR, OVMRUB =          53  143087.6562500  175000.0000000
 CG ITER, OVMR, OVMRUB =          54  143042.5937500  175000.0000000
 CG ITER, OVMR, OVMRUB =          55  142949.9687500  175000.0000000
 CG ITER, OVMR, OVMRUB =          56  142856.4843750  175000.0000000
 CG ITER, OVMR, OVMRUB =          57  142815.1093750  175000.0000000
 CG ITER, OVMR, OVMRUB =          58  142749.4687500  175000.0000000
 CG ITER, OVMR, OVMRUB =          59  142698.3593750  175000.0000000
 CG ITER, OVMR, OVMRUB =          60  142635.8750000  175000.0000000
 CG ITER, OVMR, OVMRUB =          61  142595.8125000  175000.0000000
 CG ITER, OVMR, OVMRUB =          62  142531.5468750  175000.0000000
 CG ITER, OVMR, OVMRUB =          63  142504.7812500  175000.0000000
 CG ITER, OVMR, OVMRUB =          64  142504.8593750  175000.0000000
 CG ITER, OVMR, OVMRUB =          65  142434.4375000  175000.0000000
 CG ITER, OVMR, OVMRUB =          66  142412.3750000  175000.0000000
 CG ITER, OVMR, OVMRUB =          67  142358.0468750  175000.0000000
 CG ITER, OVMR, OVMRUB =          68  142334.8125000  175000.0000000
 CG ITER, OVMR, OVMRUB =          69  142290.7343750  175000.0000000
 CG ITER, OVMR, OVMRUB =          70  142269.5312500  175000.0000000
 CG ITER, OVMR, OVMRUB =          71  142209.0312500  175000.0000000
 CG ITER, OVMR, OVMRUB =          72  142188.9375000  175000.0000000
 CG ITER, OVMR, OVMRUB =          73  142151.2656250  175000.0000000
 CG ITER, OVMR, OVMRUB =          74  142130.5625000  175000.0000000
 CG ITER, OVMR, OVMRUB =          75  142148.3750000  175000.0000000
 CG ITER, OVMR, OVMRUB =          76  142125.8906250  175000.0000000
 CG ITER, OVMR, OVMRUB =          77  142080.6406250  175000.0000000
 CG ITER, OVMR, OVMRUB =          78  142093.1562500  175000.0000000
 CG ITER, OVMR, OVMRUB =          79  142069.9218750  175000.0000000
 CG ITER, OVMR, OVMRUB =          80  142055.8750000  175000.0000000
 CG ITER, OVMR, OVMRUB =          81  142029.6718750  175000.0000000
 CG ITER, OVMR, OVMRUB =          82  142031.9375000  175000.0000000
 CG ITER, OVMR, OVMRUB =          83  142035.0781250  175000.0000000
