 CG ITER, OVMR, OVMRUB =           1  175000.0000000  175000.0000000
 CG ITER, OVMR, OVMRUB =           2  175000.0000000  175000.0000000
 CG ITER, OVMR, OVMRUB =           3  174999.9843750  175000.0000000
 CG ITER, OVMR, OVMRUB =           4  174999.9375000  175000.0000000
 CG ITER, OVMR, OVMRUB =           5  171544.5156250  175000.0000000
 CG ITER, OVMR, OVMRUB =           6  169890.2968750  175000.0000000
 CG ITER, OVMR, OVMRUB =           7  165627.8437500  175000.0000000
 CG ITER, OVMR, OVMRUB =           8  163311.7812500  175000.0000000
 CG ITER, OVMR, OVMRUB =           9  161828.4843750  175000.0000000
 CG ITER, OVMR, OVMRUB =          10  160567.0937500  175000.0000000
 CG ITER, OVMR, OVMRUB =          11  158496.8125000  175000.0000000
 CG ITER, OVMR, OVMRUB =          12  157576.6718750  175000.0000000
 CG ITER, OVMR, OVMRUB =          13  156510.2343750  175000.0000000
 CG ITER, OVMR, OVMRUB =          14  155627.3750000  175000.0000000
 CG ITER, OVMR, OVMRUB =          15  154897.0625000  175000.0000000
 CG ITER, OVMR, OVMRUB =          16  154102.6250000  175000.0000000
 CG ITER, OVMR, OVMRUB =          17  153356.5468750  175000.0000000
 CG ITER, OVMR, OVMRUB =          18  152703.4062500  175000.0000000
 CG ITER, OVMR, OVMRUB =          19  152268.9062500  175000.0000000
 CG ITER, OVMR, OVMRUB =          20  151582.6718750  175000.0000000
 CG ITER, OVMR, OVMRUB =          21  151129.0156250  175000.0000000
 CG ITER, OVMR, OVMRUB =          22  150939.3125000  175000.0000000
 CG ITER, OVMR, OVMRUB =          23  150460.8593750  175000.0000000
 CG ITER, OVMR, OVMRUB =          24  150096.4062500  175000.0000000
 CG ITER, OVMR, OVMRUB =          25  149767.2187500  175000.0000000
 CG ITER, OVMR, OVMRUB =          26  149421.8750000  175000.0000000
 CG ITER, OVMR, OVMRUB =          27  149031.2968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          28  148621.2968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          29  148222.5625000  175000.0000000
 CG ITER, OVMR, OVMRUB =          30  147958.7031250  175000.0000000
 CG ITER, OVMR, OVMRUB =          31  147619.8281250  175000.0000000
 CG ITER, OVMR, OVMRUB =          32  147410.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          33  147129.1875000  175000.0000000
 CG ITER, OVMR, OVMRUB =          34  146890.1093750  175000.0000000
 CG ITER, OVMR, OVMRUB =          35  146668.6406250  175000.0000000
 CG ITER, OVMR, OVMRUB =          36  146493.8593750  175000.0000000
 CG ITER, OVMR, OVMRUB =          37  146264.5000000  175000.0000000
 CG ITER, OVMR, OVMRUB =          38  146077.4062500  175000.0000000
 CG ITER, OVMR, OVMRUB =          39  145916.6406250  175000.0000000
 CG ITER, OVMR, OVMRUB =          40  145716.2968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          41  145581.7968750  175000.0000000
 CG ITER, OVMR, OVMRUB =          42  145433.2500000  175000.0000000
