 CG ITER, OVMR, OVMRUB =           1  175000.0000000  175000.0000000
 CG ITER, OVMR, OVMRUB =           2   53445.4179688  175000.0000000
 CG ITER, OVMR, OVMRUB =           3   23864.1718750   23864.1757812
 CG ITER, OVMR, OVMRUB =           4   16088.9003906   23864.1757812
 CG ITER, OVMR, OVMRUB =           5   15880.7724609   23693.7070312
 CG ITER, OVMR, OVMRUB =           6   17168.7109375   23032.8593750
 CG ITER, OVMR, OVMRUB =           7   17687.3222656   23000.4511719
 CG ITER, OVMR, OVMRUB =           8   18214.5097656   23000.4511719
 CG ITER, OVMR, OVMRUB =           9   18556.4453125   23000.4511719
 CG ITER, OVMR, OVMRUB =          10   18937.9882812   23000.4511719
 CG ITER, OVMR, OVMRUB =          11   19247.2968750   23000.4511719
 CG ITER, OVMR, OVMRUB =          12   19562.0820312   23000.4511719
 CG ITER, OVMR, OVMRUB =          13   19837.3476562   23000.4511719
 CG ITER, OVMR, OVMRUB =          14   20109.6386719   22972.3515625
 CG ITER, OVMR, OVMRUB =          15   20348.5742188   22972.3515625
 CG ITER, OVMR, OVMRUB =          16   20548.4687500   22972.3515625
 CG ITER, OVMR, OVMRUB =          17   20784.4394531   22972.3515625
 CG ITER, OVMR, OVMRUB =          18   20992.8398438   22972.3515625
 CG ITER, OVMR, OVMRUB =          19   21178.3007812   22972.3515625
 CG ITER, OVMR, OVMRUB =          20   21344.9550781   22972.3515625
 CG ITER, OVMR, OVMRUB =          21   20968.2617188   22972.3515625
 CG ITER, OVMR, OVMRUB =          22   21167.9101562   22972.3515625
 CG ITER, OVMR, OVMRUB =          23   21325.1132812   22972.3515625
 CG ITER, OVMR, OVMRUB =          24   21426.4902344   22972.3515625
 CG ITER, OVMR, OVMRUB =          25   21505.9921875   22972.3515625
 CG ITER, OVMR, OVMRUB =          26   21590.2558594   22972.3515625
 CG ITER, OVMR, OVMRUB =          27   21659.8847656   22972.3515625
 CG ITER, OVMR, OVMRUB =          28   21727.9843750   22972.3515625
 CG ITER, OVMR, OVMRUB =          29   21781.9003906   22972.3515625
 CG ITER, OVMR, OVMRUB =          30   21834.9726562   22972.3515625
 CG ITER, OVMR, OVMRUB =          31   21871.8164062   22972.3515625
 CG ITER, OVMR, OVMRUB =          32   21916.9960938   22972.3515625
 CG ITER, OVMR, OVMRUB =          33   21950.0312500   22972.3515625
 CG ITER, OVMR, OVMRUB =          34   21988.0195312   22972.3515625
 CG ITER, OVMR, OVMRUB =          35   22015.6503906   22972.3515625
 CG ITER, OVMR, OVMRUB =          36   22043.5039062   22972.3515625
 CG ITER, OVMR, OVMRUB =          37   22064.5527344   22972.3515625
 CG ITER, OVMR, OVMRUB =          38   22084.2148438   22972.3515625
 CG ITER, OVMR, OVMRUB =          39   22103.8320312   22972.3515625
 CG ITER, OVMR, OVMRUB =          40   22123.4433594   22972.3515625
 CG ITER, OVMR, OVMRUB =          41   22145.2753906   22972.3515625
 CG ITER, OVMR, OVMRUB =          42   22162.5781250   22972.3515625
 CG ITER, OVMR, OVMRUB =          43   22179.1464844   22972.3515625
 CG ITER, OVMR, OVMRUB =          44   22198.2402344   22972.3515625
 CG ITER, OVMR, OVMRUB =          45   22216.3144531   22972.3515625
 CG ITER, OVMR, OVMRUB =          46   22233.0976562   22972.3515625
 CG ITER, OVMR, OVMRUB =          47   22248.3085938   22972.3515625
 CG ITER, OVMR, OVMRUB =          48   22262.7382812   22972.3515625
 CG ITER, OVMR, OVMRUB =          49   22275.5214844   22972.3515625
 CG ITER, OVMR, OVMRUB =          50   22285.1992188   22972.3515625
 CG ITER, OVMR, OVMRUB =          51   22293.0820312   22972.3515625
 CG ITER, OVMR, OVMRUB =          52   22300.2187500   22972.3515625
