 CG ITER, OVMR, OVMRUB =           1   72460.3125000   72460.3125000
 CG ITER, OVMR, OVMRUB =           2   62418.8164062   62418.8085938
 CG ITER, OVMR, OVMRUB =           3   62408.2929688   62418.8085938
 CG ITER, OVMR, OVMRUB =           4   54883.6367188   62418.8085938
 CG ITER, OVMR, OVMRUB =           5   53602.5976562   62418.8085938
 CG ITER, OVMR, OVMRUB =           6   53343.2187500   62418.8085938
 CG ITER, OVMR, OVMRUB =           7   53060.0429688   62418.8085938
 CG ITER, OVMR, OVMRUB =           8   52888.0742188   62418.8085938
 CG ITER, OVMR, OVMRUB =           9   52721.8281250   62418.8085938
 CG ITER, OVMR, OVMRUB =          10   52705.3906250   62418.8085938
 CG ITER, OVMR, OVMRUB =          11   52606.6484375   62418.8085938
 CG ITER, OVMR, OVMRUB =          12   52511.7656250   60414.5195312
 CG ITER, OVMR, OVMRUB =          13   52365.1875000   60414.5195312
 CG ITER, OVMR, OVMRUB =          14   52253.0390625   60414.5195312
 CG ITER, OVMR, OVMRUB =          15   52100.8906250   60414.5195312
 CG ITER, OVMR, OVMRUB =          16   52027.0117188   60414.5195312
 CG ITER, OVMR, OVMRUB =          17   51985.1054688   60414.5195312
 CG ITER, OVMR, OVMRUB =          18   51893.7890625   60414.5195312
 CG ITER, OVMR, OVMRUB =          19   51788.9140625   60414.5195312
 CG ITER, OVMR, OVMRUB =          20   51732.9257812   60414.5195312
 CG ITER, OVMR, OVMRUB =          21   51657.9687500   60414.5195312
 CG ITER, OVMR, OVMRUB =          22   51570.8437500   60414.5195312
 CG ITER, OVMR, OVMRUB =          23   51500.8085938   60414.5195312
 CG ITER, OVMR, OVMRUB =          24   51449.9804688   57426.8007812
 CG ITER, OVMR, OVMRUB =          25   51435.2304688   57426.8007812
 CG ITER, OVMR, OVMRUB =          26   51394.3281250   57426.8007812
 CG ITER, OVMR, OVMRUB =          27   51364.1015625   57426.8007812
 CG ITER, OVMR, OVMRUB =          28   51310.6875000   57426.8007812
 CG ITER, OVMR, OVMRUB =          29   51284.9570312   57426.8007812
 CG ITER, OVMR, OVMRUB =          30   51216.9140625   57426.8007812
 CG ITER, OVMR, OVMRUB =          31   51196.5664062   57426.8007812
 CG ITER, OVMR, OVMRUB =          32   51128.7578125   57426.8007812
 CG ITER, OVMR, OVMRUB =          33   51096.6210938   57426.8007812
 CG ITER, OVMR, OVMRUB =          34   51062.5078125   57426.8007812
 CG ITER, OVMR, OVMRUB =          35   51041.6445312   57426.8007812
 CG ITER, OVMR, OVMRUB =          36   51026.6718750   57426.8007812
 CG ITER, OVMR, OVMRUB =          37   50974.0976562   57426.8007812
 CG ITER, OVMR, OVMRUB =          38   50943.1406250   57426.8007812
 CG ITER, OVMR, OVMRUB =          39   50939.3984375   57091.1953125
 CG ITER, OVMR, OVMRUB =          40   50919.7578125   57091.1953125
 CG ITER, OVMR, OVMRUB =          41   50902.7460938   57091.1953125
 CG ITER, OVMR, OVMRUB =          42   50883.4140625   57091.1953125
 CG ITER, OVMR, OVMRUB =          43   50857.2265625   57091.1953125
 CG ITER, OVMR, OVMRUB =          44   50854.2734375   57091.1953125
 CG ITER, OVMR, OVMRUB =          45   50836.5390625   55862.0976562
 CG ITER, OVMR, OVMRUB =          46   50815.0820312   55862.0976562
 CG ITER, OVMR, OVMRUB =          47   50803.3007812   55862.0976562
 CG ITER, OVMR, OVMRUB =          48   50797.0000000   55862.0976562
 CG ITER, OVMR, OVMRUB =          49   50789.3867188   55862.0976562
 CG ITER, OVMR, OVMRUB =          50   50771.6406250   55862.0976562
 CG ITER, OVMR, OVMRUB =          51   50768.1601562   55862.0976562
 CG ITER, OVMR, OVMRUB =          52   50758.0468750   55862.0976562
 CG ITER, OVMR, OVMRUB =          53   50753.5546875   55862.0976562
 CG ITER, OVMR, OVMRUB =          54   50749.6875000   55862.0976562
 CG ITER, OVMR, OVMRUB =          55   50744.6250000   55862.0976562
 CG ITER, OVMR, OVMRUB =          56   50738.8164062   55862.0976562
 CG ITER, OVMR, OVMRUB =          57   50730.3984375   55862.0976562
 CG ITER, OVMR, OVMRUB =          58   50724.2734375   55862.0976562
 CG ITER, OVMR, OVMRUB =          59   50719.6875000   55862.0976562
 CG ITER, OVMR, OVMRUB =          60   50719.9179688   55862.0976562
 CG ITER, OVMR, OVMRUB =          61   50714.8437500   55862.0976562
 CG ITER, OVMR, OVMRUB =          62   50715.0000000   55862.0976562
 CG ITER, OVMR, OVMRUB =          63   50716.3554688   55862.0976562
 CG ITER, OVMR, OVMRUB =          64   50716.2382812   55862.0976562
 CG ITER, OVMR, OVMRUB =          65   50716.2421875   55862.0976562
 CG ITER, OVMR, OVMRUB =          66   50716.3320312   55862.0976562
 CG ITER, OVMR, OVMRUB =          67   50714.0742188   55862.0976562
 CG ITER, OVMR, OVMRUB =          68   50708.7929688   55862.0976562
 CG ITER, OVMR, OVMRUB =          69   50704.0781250   55443.2109375
 CG ITER, OVMR, OVMRUB =          70   50701.3320312   55443.2109375
 CG ITER, OVMR, OVMRUB =          71   50699.1250000   55443.2109375
 CG ITER, OVMR, OVMRUB =          72   50700.2421875   55443.2109375
 CG ITER, OVMR, OVMRUB =          73   50702.4335938   55443.2109375
 CG ITER, OVMR, OVMRUB =          74   50701.1328125   55443.2109375
 CG ITER, OVMR, OVMRUB =          75   50699.0195312   54945.9414062
 CG ITER, OVMR, OVMRUB =          76   50701.4765625   54945.9414062
 CG ITER, OVMR, OVMRUB =          77   50701.1640625   53506.3281250
 CG ITER, OVMR, OVMRUB =          78   50697.6796875   53506.3281250
 CG ITER, OVMR, OVMRUB =          79   50702.0937500   53506.3281250
 CG ITER, OVMR, OVMRUB =          80   50698.2539062   53506.3281250
 CG ITER, OVMR, OVMRUB =          81   50698.8789062   53506.3281250
 CG ITER, OVMR, OVMRUB =          82   50696.2187500   53506.3281250
 CG ITER, OVMR, OVMRUB =          83   50698.1171875   53506.3281250
 CG ITER, OVMR, OVMRUB =          84   50702.2890625   53506.3281250
 CG ITER, OVMR, OVMRUB =          85   50702.2343750   52510.6289062
 CG ITER, OVMR, OVMRUB =          86   50702.2343750   52510.6289062
OVLB =   50702.2343750 OVLUB =   52510.6289062 TIME =      22.1599998
