25 6 2
 1
      5214
      5214
    2
     2
     4
     3
     2
     2
     2
     4
     4
     2
     3
     4
     4
     2
     4
     3
     4
     3
     3
     4
     3
     3
     3
     3
     2
   4.2  54.5   609    18 
  2.7  73.1   246    22 
  3.6  24.2   442    18 
  4.2  68.3   851    17 
  3.4  62.1    71    19 
  4.8  30.6    77    16 
  1.2  59.0   698    21 
  3.8  18.1   617    21 
  2.8  26.1   653    19 
  4.5  70.4   737    19 
  2.2  29.4   225    25 
  3.2  22.4   338    21 
  1.1  20.2   817    21 
  3.1  74.8   454    22 
  4.0  41.7   703    22 
  1.2  59.6   565    23 
  2.6  58.4   692    24 
  1.2  21.2   759    16 
  2.1  19.4   649    21 
  2.7  16.9    84    21 
  4.3  34.5   723    24 
  3.7  60.3   615    23 
  4.0  56.4   110    16 
  2.4  27.9   524    24 
  4.8  34.8   644    17 
  2.9  36.2   360    18 
  2.8  29.1   702    24 
  1.2  68.3   576    16 
  2.3  18.9   793    17 
  3.6  23.5    54    17 
  1.9  43.7   146    24 
  4.9  17.3   199    18 
  3.7  31.6   745    17 
  4.7  64.4   137    21 
  2.7  46.3   874    20 
  3.1  33.9   939    17 
  3.5  39.7   744    17 
  4.1  31.2   861    22 
  2.9  38.4   764    15 
  4.8  68.4   553    24 
  2.6  16.9   448    19 
  3.2  18.0   379    24 
  3.5  42.4   777    21 
  2.8  24.0   336    16 
  2.7  59.9   203    19 
  2.2  42.7   313    19 
  1.5  43.8    90    23 
  1.0  31.9   219    18 
  4.1  75.0   399    17 
  3.3  27.0   228    18 
  128   145   128    30    56   118    70    85   141    52    92    44   103   102   103 
  113   162    30   116   126   143    33    50   176   120   159   172   155    21   171 
    4   167   125   154    84   139    88   156   176    71   153   152    47    91     2 
   77   110   150    90     4   168   157    69   158    60   159    39    58    38   158 
   68   148    95   103   135    66   101   122    76   127    67    51     7    21   158 
  118   148    92    48   108    35    67    50    22    47    35   171    15   120   153 
   53    13   124   171   117    55    52   160   174    66 
  159    53   179    99    30   179   144   176    92    93 
  154   158    54   125   156   135   123    69   167    41 
   37   162    46    86    35    76     5   124   108    33 
   83    17    31   157   121    64   108     1   163    68 
   58    19   173    29   161    28   122   154   166     3 
