 CG ITER, OVMR, OVMRUB =           1   66393.9921875   66393.9921875
 CG ITER, OVMR, OVMRUB =           2   61010.3945312   61010.3945312
 CG ITER, OVMR, OVMRUB =           3   61010.3906250   61010.3945312
 CG ITER, OVMR, OVMRUB =           4   56454.5273438   61010.3945312
 CG ITER, OVMR, OVMRUB =           5   54799.8867188   61010.3945312
 CG ITER, OVMR, OVMRUB =           6   54412.3554688   61010.3945312
 CG ITER, OVMR, OVMRUB =           7   54256.5742188   61010.3945312
 CG ITER, OVMR, OVMRUB =           8   54173.1250000   61010.3945312
 CG ITER, OVMR, OVMRUB =           9   54056.1992188   61010.3945312
 CG ITER, OVMR, OVMRUB =          10   53941.2578125   61010.3945312
 CG ITER, OVMR, OVMRUB =          11   53907.7382812   61010.3945312
 CG ITER, OVMR, OVMRUB =          12   53776.6835938   61010.3945312
 CG ITER, OVMR, OVMRUB =          13   53699.5468750   61010.3945312
 CG ITER, OVMR, OVMRUB =          14   53635.6445312   61010.3945312
 CG ITER, OVMR, OVMRUB =          15   53587.6093750   61010.3945312
 CG ITER, OVMR, OVMRUB =          16   53531.1210938   61010.3945312
 CG ITER, OVMR, OVMRUB =          17   53459.8085938   61010.3945312
 CG ITER, OVMR, OVMRUB =          18   53397.9140625   61010.3945312
 CG ITER, OVMR, OVMRUB =          19   53369.9726562   61010.3945312
 CG ITER, OVMR, OVMRUB =          20   53332.4687500   61010.3945312
 CG ITER, OVMR, OVMRUB =          21   53281.9960938   61010.3945312
 CG ITER, OVMR, OVMRUB =          22   53216.7773438   61010.3945312
 CG ITER, OVMR, OVMRUB =          23   53171.8164062   61010.3945312
 CG ITER, OVMR, OVMRUB =          24   53165.7421875   61010.3945312
 CG ITER, OVMR, OVMRUB =          25   53132.7656250   61010.3945312
 CG ITER, OVMR, OVMRUB =          26   53083.6757812   61010.3945312
 CG ITER, OVMR, OVMRUB =          27   53066.7617188   61010.3945312
 CG ITER, OVMR, OVMRUB =          28   53032.4726562   58860.5039062
 CG ITER, OVMR, OVMRUB =          29   53002.5234375   58860.5039062
 CG ITER, OVMR, OVMRUB =          30   52976.1914062   58860.5039062
 CG ITER, OVMR, OVMRUB =          31   52941.9687500   58860.5039062
 CG ITER, OVMR, OVMRUB =          32   52919.0156250   58860.5039062
 CG ITER, OVMR, OVMRUB =          33   52895.6054688   58860.5039062
 CG ITER, OVMR, OVMRUB =          34   52877.4765625   58860.5039062
 CG ITER, OVMR, OVMRUB =          35   52863.4375000   58860.5039062
 CG ITER, OVMR, OVMRUB =          36   52858.8164062   58860.5039062
 CG ITER, OVMR, OVMRUB =          37   52849.0703125   58860.5039062
 CG ITER, OVMR, OVMRUB =          38   52839.1601562   58860.5039062
 CG ITER, OVMR, OVMRUB =          39   52837.8945312   58860.5039062
 CG ITER, OVMR, OVMRUB =          40   52824.8750000   58860.5039062
 CG ITER, OVMR, OVMRUB =          41   52820.1367188   58860.5039062
 CG ITER, OVMR, OVMRUB =          42   52816.1093750   58860.5039062
 CG ITER, OVMR, OVMRUB =          43   52798.8281250   58860.5039062
 CG ITER, OVMR, OVMRUB =          44   52796.6796875   58860.5039062
