25 6 2
 1
      4375
      4375
    2
     3
     4
     4
     2
     3
     2
     3
     3
     3
     3
     4
     2
     2
     2
     2
     4
     3
     3
     2
     3
     3
     2
     3
     3
   4.2  36.2   717    18 
  2.1  48.1   415    24 
  1.3  64.8   862    23 
  4.6  46.3   467    23 
  2.9  33.2   594    24 
  4.4  38.2   364    21 
  4.6  29.6   580    22 
  2.1  51.0   433    18 
  4.7  30.2   363    20 
  3.4  28.5   734    22 
  3.7  18.9   123    25 
  3.5  70.9   351    23 
  4.4  24.6   927    22 
  2.4  52.8   828    23 
  2.2  60.5   222    24 
  1.5  36.0   906    23 
  1.7  30.4   433    19 
  5.0  15.9   596    23 
  1.9  46.8   715    17 
  1.6  34.8   532    20 
  4.8  54.2   831    18 
  1.3  51.4   439    19 
  4.9  38.0   404    25 
  2.9  26.7   309    22 
  4.8  44.3   613    19 
  2.9  32.4   228    24 
  3.4  53.8   747    20 
  1.3  16.7   216    24 
  2.3  39.4   838    24 
  4.2  55.8   924    17 
  4.3  17.5   466    24 
  3.9  57.7   436    25 
  1.5  27.8   434    20 
  3.9  24.2   448    18 
  3.5  62.1   657    20 
  2.2  67.0   469    19 
  4.0  51.8   919    21 
  2.7  70.6   523    20 
  5.0  45.5   759    20 
  4.9  54.5   391    21 
  4.4  71.9   106    16 
  2.3  48.4   664    24 
  1.8  69.0   630    23 
  1.3  71.7   947    17 
  4.9  55.0   150    16 
  2.0  19.2   905    23 
  1.3  32.3   946    18 
  2.5  31.4   893    18 
  1.8  38.7   651    20 
  1.6  26.4   482    21 
  177    80    72   154   149    60    64   157    20   110   116    41    19   147   126 
  119   161     6   126   122     7    50   101    66     5    34   158   179   110    38 
  143    60    71    94    69   108     3    97    98   178    87    28    87   140   142 
   63   119    34   102    17   146   161    82   113   103    79    42    44    60   175 
   78    87    54   152   172   171     0    76    76     3   174   166    55    17    32 
   21   147   118   134   164    41   142    67    96     1   178   150    42    93     1 
  113   159    75    79    32   139    56     9   170    10 
   14    44    12    85   150    78   124    97   140    12 
  177   118   104    13    59   175   111    27     3    42 
   82    85    24    52    89   116    35    76    52   107 
   24   168    12   155    19   166    37   121    96   134 
  179    68   102    80    51    21   134   141   103     4 
