 CG ITER, OVMR, OVMRUB =           1   33801.3945312   33801.3945312
 CG ITER, OVMR, OVMRUB =           2   33801.3945312   33801.3945312
 CG ITER, OVMR, OVMRUB =           3   33801.3945312   33801.3945312
 CG ITER, OVMR, OVMRUB =           4   33800.7617188   33801.3945312
 CG ITER, OVMR, OVMRUB =           5   32637.3886719   33801.3945312
 CG ITER, OVMR, OVMRUB =           6   32527.1035156   33801.3945312
 CG ITER, OVMR, OVMRUB =           7   32327.4257812   33801.3945312
 CG ITER, OVMR, OVMRUB =           8   32242.5234375   33670.1562500
 CG ITER, OVMR, OVMRUB =           9   32176.4218750   33670.1562500
 CG ITER, OVMR, OVMRUB =          10   32123.1191406   33554.9101562
 CG ITER, OVMR, OVMRUB =          11   32075.5507812   33554.9101562
 CG ITER, OVMR, OVMRUB =          12   32041.5625000   33554.9101562
 CG ITER, OVMR, OVMRUB =          13   31968.0468750   33554.9101562
 CG ITER, OVMR, OVMRUB =          14   31933.0468750   33554.9101562
 CG ITER, OVMR, OVMRUB =          15   31890.7421875   33554.9101562
 CG ITER, OVMR, OVMRUB =          16   31861.1445312   33554.9101562
 CG ITER, OVMR, OVMRUB =          17   31826.8144531   33554.9101562
 CG ITER, OVMR, OVMRUB =          18   31796.1894531   33554.9101562
 CG ITER, OVMR, OVMRUB =          19   31757.4902344   33508.5234375
 CG ITER, OVMR, OVMRUB =          20   31719.6503906   33508.5234375
 CG ITER, OVMR, OVMRUB =          21   31693.8496094   33508.5234375
 CG ITER, OVMR, OVMRUB =          22   31661.5488281   33508.5234375
 CG ITER, OVMR, OVMRUB =          23   31631.2441406   33508.5234375
 CG ITER, OVMR, OVMRUB =          24   31597.3300781   33508.5234375
 CG ITER, OVMR, OVMRUB =          25   31577.8476562   33508.5234375
 CG ITER, OVMR, OVMRUB =          26   31550.2480469   33508.5234375
 CG ITER, OVMR, OVMRUB =          27   31537.2578125   33508.5234375
 CG ITER, OVMR, OVMRUB =          28   31512.9179688   33424.2148438
 CG ITER, OVMR, OVMRUB =          29   31500.7695312   33424.2148438
 CG ITER, OVMR, OVMRUB =          30   31482.7851562   33424.2148438
 CG ITER, OVMR, OVMRUB =          31   31471.5175781   33424.2148438
 CG ITER, OVMR, OVMRUB =          32   31453.6894531   33424.2148438
 CG ITER, OVMR, OVMRUB =          33   31442.0507812   33424.2148438
 CG ITER, OVMR, OVMRUB =          34   31425.7128906   33424.2148438
 CG ITER, OVMR, OVMRUB =          35   31409.1933594   33424.2148438
 CG ITER, OVMR, OVMRUB =          36   31396.9042969   33088.6679688
 CG ITER, OVMR, OVMRUB =          37   31385.5703125   33088.6679688
 CG ITER, OVMR, OVMRUB =          38   31383.8535156   33088.6679688
 CG ITER, OVMR, OVMRUB =          39   31373.4296875   33088.6679688
 CG ITER, OVMR, OVMRUB =          40   31367.8496094   33088.6679688
 CG ITER, OVMR, OVMRUB =          41   31359.6738281   33088.6679688
 CG ITER, OVMR, OVMRUB =          42   31354.2988281   33088.6679688
 CG ITER, OVMR, OVMRUB =          43   31348.6289062   33088.6679688
 CG ITER, OVMR, OVMRUB =          44   31347.5117188   32928.1953125
 CG ITER, OVMR, OVMRUB =          45   31340.1347656   32928.1953125
 CG ITER, OVMR, OVMRUB =          46   31332.1562500   32928.1953125
