6 12 2
 1
      1135
      1135
    2
     2
     4
     3
     2
     2
   1.4  53.0   609    18 
  1.7  71.7   246    22 
  2.0  61.3   442    18 
  3.7  52.6   851    17 
  2.6  60.8    71    19 
  2.5  73.2    77    16 
  3.9  31.6   360    18 
  3.6  52.8   702    24 
  4.3  41.7   576    16 
  1.4  25.7   793    17 
  3.1  69.9    54    17 
  1.8  26.7   146    24 
  177   123    68   126   134    33 
  151    80    79   113    67    59 
  112     7   153   119    52   164 
   57   142   161    13    47    94 
   33   161   128    57   137    37 
  138   134   158   153   112    69 
  152   130    65    99   146     9 
  114   154    70     6     8    38 
  153   100     9    76    53   118 
  126    57   141    30    23    57 
  162   150   112   102    11    35 
    5   103   145   164    50   141 
