6 12 2
 1
      1043
      1043
    2
     4
     3
     3
     3
     4
   3.0  15.3    78    24 
  3.4  72.9    55    21 
  2.4  74.2   356    17 
  1.8  51.3   185    23 
  1.2  21.2   145    21 
  2.8  25.6   871    25 
  3.0  39.6   487    21 
  1.1  52.0   478    24 
  1.7  54.5   241    15 
  1.8  17.7   541    21 
  3.8  66.5   281    16 
  4.8  16.0   899    22 
    6   139   118   166    42   126 
  123   101   137   151   170    24 
   83    36    26   143    93    76 
  105    24   129    22     3   125 
   57    70    40    56    24    98 
   34   178   158   160     8   122 
   64    53   127   175   143    12 
  162    70   169    16     1    70 
   11    97   160     2    26   162 
  154     5   109    89   115    59 
  128   152   167    74    75   160 
   26   101   127   155   174   166 
