6 12 2
 1
      1160
      1160
    2
     3
     2
     4
     2
     2
   4.6  26.5   788    20 
  3.0  29.6   673    19 
  2.2  68.8   665    25 
  1.1  67.2   759    24 
  4.0  59.7   894    16 
  2.9  26.5   599    17 
  4.9  54.9   276    17 
  4.4  33.5   231    15 
  2.4  19.8   227    23 
  1.8  51.0   538    23 
  3.7  45.7   640    15 
  3.9  42.7   661    19 
   23    69    14   102    87   141 
   91    65   167    96     5   162 
   60   106   171   114   179   122 
  136   159    68     2    74    72 
   81    33     5    97    78    81 
   25   179    58    14    24     3 
   68    32   159    59    81    28 
  175   125    52    48    54    85 
   61   165   168    34    11    48 
  146    24    94   102    40    29 
  130   113    58    48   119     8 
   69   136   123   155    68    61 
