 CG ITER, OVMR, OVMRUB =           1  103574.2109375  103574.2031250
 CG ITER, OVMR, OVMRUB =           2  103574.2031250  103574.2031250
 CG ITER, OVMR, OVMRUB =           3  103508.0312500  103574.2031250
 CG ITER, OVMR, OVMRUB =           4  101848.7265625  103574.2031250
 CG ITER, OVMR, OVMRUB =           5   99259.9140625  103574.2031250
 CG ITER, OVMR, OVMRUB =           6  100079.0546875  103574.2031250
 CG ITER, OVMR, OVMRUB =           7  100457.5546875  103574.2031250
 CG ITER, OVMR, OVMRUB =           8   98778.6015625  103574.2031250
 CG ITER, OVMR, OVMRUB =           9   97835.8125000  103574.2031250
 CG ITER, OVMR, OVMRUB =          10   97196.8906250  103574.2031250
 CG ITER, OVMR, OVMRUB =          11   95967.9843750  103574.2031250
 CG ITER, OVMR, OVMRUB =          12   94895.6328125  103574.2031250
 CG ITER, OVMR, OVMRUB =          13   94596.2500000  103574.2031250
 CG ITER, OVMR, OVMRUB =          14   94250.5390625  103574.2031250
 CG ITER, OVMR, OVMRUB =          15   94089.0078125  103574.2031250
 CG ITER, OVMR, OVMRUB =          16   94426.1406250  103574.2031250
 CG ITER, OVMR, OVMRUB =          17   94330.9296875  103574.2031250
 CG ITER, OVMR, OVMRUB =          18   94426.8515625  103574.2031250
 CG ITER, OVMR, OVMRUB =          19   94348.7578125  103574.2031250
 CG ITER, OVMR, OVMRUB =          20   94264.0312500  103574.2031250
 CG ITER, OVMR, OVMRUB =          21   94369.0937500  103574.2031250
 CG ITER, OVMR, OVMRUB =          22   94412.5312500  103574.2031250
 CG ITER, OVMR, OVMRUB =          23   94561.5703125  103574.2031250
 CG ITER, OVMR, OVMRUB =          24   94592.3750000  103574.2031250
 CG ITER, OVMR, OVMRUB =          25   94657.8750000  103574.2031250
 CG ITER, OVMR, OVMRUB =          26   94646.9609375  103574.2031250
 CG ITER, OVMR, OVMRUB =          27   94662.2265625  103574.2031250
 CG ITER, OVMR, OVMRUB =          28   94626.1718750  103574.2031250
 CG ITER, OVMR, OVMRUB =          29   94453.5546875  103574.2031250
 CG ITER, OVMR, OVMRUB =          30   94412.0312500  103574.2031250
 CG ITER, OVMR, OVMRUB =          31   94371.2109375  103574.2031250
 CG ITER, OVMR, OVMRUB =          32   94236.4843750  103574.2031250
 CG ITER, OVMR, OVMRUB =          33   94142.0625000  103574.2031250
 CG ITER, OVMR, OVMRUB =          34   93999.5859375  103574.2031250
 CG ITER, OVMR, OVMRUB =          35   93889.5468750  103574.2031250
 CG ITER, OVMR, OVMRUB =          36   93768.8359375  103574.2031250
