 CG ITER, OVMR, OVMRUB =           1  122768.5625000  122768.5468750
 CG ITER, OVMR, OVMRUB =           2  121323.5156250  121323.5156250
 CG ITER, OVMR, OVMRUB =           3  121323.5078125  121323.5156250
 CG ITER, OVMR, OVMRUB =           4  118853.9296875  121323.5156250
 CG ITER, OVMR, OVMRUB =           5  101576.1562500  114634.0468750
 CG ITER, OVMR, OVMRUB =           6  100423.2500000  114634.0468750
 CG ITER, OVMR, OVMRUB =           7   99247.0390625  114634.0468750
 CG ITER, OVMR, OVMRUB =           8   98597.4687500  114634.0468750
 CG ITER, OVMR, OVMRUB =           9   97945.5078125  114634.0468750
 CG ITER, OVMR, OVMRUB =          10   97517.8828125  114634.0468750
 CG ITER, OVMR, OVMRUB =          11   97161.5468750  114634.0468750
 CG ITER, OVMR, OVMRUB =          12   96758.3437500  114634.0468750
 CG ITER, OVMR, OVMRUB =          13   96258.8671875  114634.0468750
 CG ITER, OVMR, OVMRUB =          14   95689.4531250  114634.0468750
 CG ITER, OVMR, OVMRUB =          15   95388.3359375  114634.0468750
 CG ITER, OVMR, OVMRUB =          16   95083.3125000  114634.0468750
 CG ITER, OVMR, OVMRUB =          17   94858.5390625  114634.0468750
 CG ITER, OVMR, OVMRUB =          18   94661.3906250  114634.0468750
 CG ITER, OVMR, OVMRUB =          19   94438.3671875  114634.0468750
 CG ITER, OVMR, OVMRUB =          20   94230.6796875  114634.0468750
 CG ITER, OVMR, OVMRUB =          21   94121.6484375  114634.0468750
 CG ITER, OVMR, OVMRUB =          22   93942.7500000  114634.0468750
 CG ITER, OVMR, OVMRUB =          23   93761.5000000  114634.0468750
 CG ITER, OVMR, OVMRUB =          24   93604.9453125  114634.0468750
 CG ITER, OVMR, OVMRUB =          25   93421.6640625  114634.0468750
 CG ITER, OVMR, OVMRUB =          26   93184.2109375  114634.0468750
 CG ITER, OVMR, OVMRUB =          27   93030.5546875  114634.0468750
 CG ITER, OVMR, OVMRUB =          28   92791.1640625  114634.0468750
 CG ITER, OVMR, OVMRUB =          29   92793.9296875  114634.0468750
 CG ITER, OVMR, OVMRUB =          30   92679.5937500  114634.0468750
 CG ITER, OVMR, OVMRUB =          31   92587.1406250  114634.0468750
 CG ITER, OVMR, OVMRUB =          32   92474.7031250  114634.0468750
 CG ITER, OVMR, OVMRUB =          33   92402.7656250  114634.0468750
 CG ITER, OVMR, OVMRUB =          34   92298.5468750  114634.0468750
 CG ITER, OVMR, OVMRUB =          35   92231.3203125  114634.0468750
 CG ITER, OVMR, OVMRUB =          36   92188.3515625  114634.0468750
 CG ITER, OVMR, OVMRUB =          37   92078.2656250  114634.0468750
 CG ITER, OVMR, OVMRUB =          38   91980.9218750  114634.0468750
 CG ITER, OVMR, OVMRUB =          39   91934.5234375  114634.0468750
 CG ITER, OVMR, OVMRUB =          40   91875.1328125  114634.0468750
 CG ITER, OVMR, OVMRUB =          41   91805.7265625  114634.0468750
 CG ITER, OVMR, OVMRUB =          42   91753.9453125  114634.0468750
 CG ITER, OVMR, OVMRUB =          43   91679.4843750  114634.0468750
 CG ITER, OVMR, OVMRUB =          44   91634.2812500  114634.0468750
 CG ITER, OVMR, OVMRUB =          45   91599.9375000  114634.0468750
 CG ITER, OVMR, OVMRUB =          46   91552.6796875  114634.0468750
 CG ITER, OVMR, OVMRUB =          47   91474.8750000  114634.0468750
 CG ITER, OVMR, OVMRUB =          48   91446.2656250  114634.0468750
 CG ITER, OVMR, OVMRUB =          49   91385.9140625  114634.0468750
 CG ITER, OVMR, OVMRUB =          50   91377.3359375  114634.0468750
 CG ITER, OVMR, OVMRUB =          51   91366.8828125  114634.0468750
 CG ITER, OVMR, OVMRUB =          52   91337.8046875  114634.0468750
 CG ITER, OVMR, OVMRUB =          53   91281.6171875  114634.0468750
 CG ITER, OVMR, OVMRUB =          54   91269.3437500  114634.0468750
 CG ITER, OVMR, OVMRUB =          55   91247.8671875  114634.0468750
 CG ITER, OVMR, OVMRUB =          56   91203.7656250  114634.0468750
 CG ITER, OVMR, OVMRUB =          57   91163.1015625  114634.0468750
 CG ITER, OVMR, OVMRUB =          58   91134.0546875  114634.0468750
 CG ITER, OVMR, OVMRUB =          59   91147.0312500  114634.0468750
 CG ITER, OVMR, OVMRUB =          60   91124.3046875  114634.0468750
 CG ITER, OVMR, OVMRUB =          61   91077.3437500  114634.0468750
 CG ITER, OVMR, OVMRUB =          62   91029.7109375  114634.0468750
 CG ITER, OVMR, OVMRUB =          63   90989.9843750  114634.0468750
 CG ITER, OVMR, OVMRUB =          64   90991.5859375  114634.0468750
 CG ITER, OVMR, OVMRUB =          65   90968.0078125  114634.0468750
 CG ITER, OVMR, OVMRUB =          66   90959.6484375  114634.0468750
 CG ITER, OVMR, OVMRUB =          67   90969.4765625  114634.0468750
 CG ITER, OVMR, OVMRUB =          68   90959.9062500  114634.0468750
 CG ITER, OVMR, OVMRUB =          69   90928.0937500  114634.0468750
 CG ITER, OVMR, OVMRUB =          70   90922.2890625  114634.0468750
 CG ITER, OVMR, OVMRUB =          71   90901.1093750  114634.0468750
 CG ITER, OVMR, OVMRUB =          72   90889.5156250  114634.0468750
 CG ITER, OVMR, OVMRUB =          73   90876.1406250  114634.0468750
 CG ITER, OVMR, OVMRUB =          74   90888.4062500  114634.0468750
 CG ITER, OVMR, OVMRUB =          75   90870.2890625  114634.0468750
 CG ITER, OVMR, OVMRUB =          76   90842.9843750  114634.0468750
 CG ITER, OVMR, OVMRUB =          77   90838.1171875  114634.0468750
 CG ITER, OVMR, OVMRUB =          78   90822.5312500  114634.0468750
 CG ITER, OVMR, OVMRUB =          79   90818.6953125  114634.0468750
 CG ITER, OVMR, OVMRUB =          80   90815.0000000  114634.0468750
 CG ITER, OVMR, OVMRUB =          81   90812.6250000  114634.0468750
 CG ITER, OVMR, OVMRUB =          82   90810.2109375  114634.0468750
 CG ITER, OVMR, OVMRUB =          83   90809.9218750  114634.0468750
 CG ITER, OVMR, OVMRUB =          84   90805.8125000  114634.0468750
 CG ITER, OVMR, OVMRUB =          85   90807.8437500  104241.0312500
 CG ITER, OVMR, OVMRUB =          86   90805.6093750  104241.0312500
 CG ITER, OVMR, OVMRUB =          87   90798.7890625  104241.0312500
 CG ITER, OVMR, OVMRUB =          88   90800.5390625  104241.0312500
 CG ITER, OVMR, OVMRUB =          89   90796.1953125  104241.0312500
 CG ITER, OVMR, OVMRUB =          90   90795.9375000  104241.0312500
 CG ITER, OVMR, OVMRUB =          91   90793.6875000  104241.0312500
 CG ITER, OVMR, OVMRUB =          92   90788.0078125  104241.0312500
 CG ITER, OVMR, OVMRUB =          93   90783.0937500  104241.0312500
 CG ITER, OVMR, OVMRUB =          94   90782.6953125  103781.2343750
 CG ITER, OVMR, OVMRUB =          95   90782.0546875  103781.2343750
 CG ITER, OVMR, OVMRUB =          96   90779.4687500  103781.2343750
 CG ITER, OVMR, OVMRUB =          97   90776.8828125  103781.2343750
 CG ITER, OVMR, OVMRUB =          98   90776.0312500  103781.2343750
 CG ITER, OVMR, OVMRUB =          99   90778.2265625  103781.2343750
 CG ITER, OVMR, OVMRUB =         100   90774.6171875  103781.2343750
 CG ITER, OVMR, OVMRUB =         101   90779.3125000  103781.2343750
 CG ITER, OVMR, OVMRUB =         102   90776.0312500  103781.2343750
 CG ITER, OVMR, OVMRUB =         103   90777.8281250  103781.2343750
 CG ITER, OVMR, OVMRUB =         104   90777.1875000  103781.2343750
 CG ITER, OVMR, OVMRUB =         105   90773.1718750  103781.2343750
 CG ITER, OVMR, OVMRUB =         106   90776.7421875  103781.2343750
 CG ITER, OVMR, OVMRUB =         107   90775.7265625  103781.2343750
 CG ITER, OVMR, OVMRUB =         108   90770.8359375  103762.6328125
 CG ITER, OVMR, OVMRUB =         109   90770.8359375  103762.6328125
OVLB =   90770.8359375 OVLUB =  103762.6328125 TIME =     122.0100021
