12 12 4
 1
      1396
      1396
      1396
      1396
    2
     4
     3
     3
     2
     3
     2
     3
     3
     4
     4
     3
   4.7  26.9   819    21 
  1.1  41.4   880    25 
  1.7  35.2   259    18 
  1.4  11.2   450    18 
  1.5  23.6   285    21 
  1.6  10.5   123    20 
  1.4  45.5   690    19 
  1.6  13.7   454    23 
  2.0  24.3    80    21 
  3.9  24.5   173    24 
  4.3  11.0   660    20 
  3.1  36.6   132    17 
  1.5  42.0   137    24 
  2.6  26.0    52    23 
  4.2  20.6   828    18 
  4.0  35.5   551    19 
  4.9  47.7   464    19 
  5.0  42.8   381    15 
  4.8  46.4   214    19 
  1.8  25.7   539    19 
  4.8  25.4   179    24 
  2.0  42.3   755    19 
  3.7  19.5   784    18 
  4.8  34.6   475    20 
  3.8  16.6   128    22 
  4.0  40.3   782    25 
  2.7  41.3   589    15 
  2.2  12.4    88    17 
  2.0  35.1   437    22 
  4.7  20.8   767    21 
  1.8  39.7   923    15 
  2.8  43.1   454    22 
  3.0  18.2   385    17 
  3.9  26.5   269    21 
  1.1  25.4   104    22 
  3.3  17.1   227    24 
  4.7  25.1   485    20 
  4.9  24.5   815    20 
  3.9  35.5   302    24 
  3.1  43.8   578    24 
  2.8  39.3   160    19 
  4.0  30.3   267    18 
  1.1  31.5   385    21 
  4.8  28.6   905    23 
  1.6  24.6   181    23 
  4.4  44.0   123    20 
  4.9  37.0   239    24 
  1.5  38.4   888    23 
   65   171    58    29    90   174   155   162    72   101    43   120 
   62    60   137   144    35   164    82   131    79    47    80    84 
  142    30    74    53    73   163    71   116   172    46    19   159 
  130   164   147   102    61    87   179    99   158   147   156    92 
  124    44    30    97    67    90    55   148   151    29   128    89 
   23   155    41     7    67   134   125   114   161   176    82    42 
  138   124    48   159   162    37    58   156    31    28    77    72 
   29   109    83    60    37   129   167    58    98    12    25    23 
   46    73   131    33    79    98   100   143    23    68    50   110 
   78     1    23    61    52   131    83   158   162    33     9   128 
   29    68    65   138    56    77    84    55    52    91    44    84 
  134    54   138    16   117   135    27    43    28   116    23    61 
