6 12 2
 1
      1010
      1010
    2
     3
     4
     4
     2
     4
   2.5  32.3   819    21 
  4.7  33.5   476    16 
  2.0  25.3   775    24 
  2.7  25.1   815    20 
  3.1  13.2   828    18 
  3.3  41.9   321    18 
  2.0  11.7   137    24 
  1.8  34.1   828    20 
  2.8  39.5   924    15 
  1.5  29.9   306    21 
  1.0  24.7   589    15 
  2.3  19.6   450    18 
   17    78    66   177    98   166 
   76    97   151    97    84    68 
  128   132    26   122   157     6 
   69    80   148    56    35   141 
   32   142   161   146   144    72 
    8   170    24   132   167    71 
  174    66    76    10   167   133 
  101   116   141   164    75   136 
   66     6   107    37    20   174 
  132   166    43    88   143    65 
  142    25    85    40   125    29 
   80    43    14    16    29   113 
