6 18 6
 1
       496
       496
       496
       496
       496
       496
    2
     4
     2
     4
     3
     4
   3.4  33.1    62    23 
  1.1  30.9   705    22 
  3.4  11.0   241    22 
  1.9  25.9   662    22 
  3.2  41.1   550    24 
  2.1  38.0   620    21 
  4.1  45.6   593    25 
  4.4  38.2   811    24 
  3.6  45.4   789    19 
  4.8  18.1   383    20 
  2.3  33.4   243    23 
  2.6  17.8   703    21 
  1.5  27.8   503    18 
  3.4  42.0   928    21 
  2.0  13.4   461    16 
  2.4  13.7   250    18 
  1.3  12.2   105    18 
  3.4  43.3   338    22 
  1.2  30.7    84    23 
  4.7  36.4   712    24 
  2.2  15.3   914    22 
  4.9  20.7   270    18 
  1.5  35.9   486    20 
  3.3  41.1   877    17 
  3.8  39.3    56    25 
  4.9  13.3   895    20 
  4.8  16.5   534    24 
  3.1  25.3   829    20 
  4.9  44.7   344    19 
  1.2  46.6   924    25 
  1.8  20.0   119    20 
  1.3  47.6   395    23 
  3.1  28.3   599    17 
  1.4  11.0   716    19 
  3.6  35.2   824    18 
  1.0  32.1   261    20 
  147    34   102    30    28   119 
  113   140   104    90    79     3 
   60     5   117   128   121   170 
  169    20   145   128   138    39 
   78    16    45    67   163    10 
   17    97   148     2    51   147 
  155   148   114    15   161    77 
  160   179   125    18    89    10 
  103   148    44   115   145    73 
  127    58   104    31   132    41 
  149   108    50    55    85    14 
    1   120     9    29    85    98 
   16    24   175    95   179   156 
    4    19   114     4   169   123 
  156    17    29    21   106    11 
   11    62   111   148   111    24 
   99   165    83    17    41   106 
   18    22     9    60   157   105 
