 CG ITER, OVMR, OVMRUB =           1  100540.6953125  100540.6953125
 CG ITER, OVMR, OVMRUB =           2  100540.6484375  100540.6953125
 CG ITER, OVMR, OVMRUB =           3  100504.1718750  100540.6953125
 CG ITER, OVMR, OVMRUB =           4   98251.3984375  100540.6953125
 CG ITER, OVMR, OVMRUB =           5   96444.1796875  100540.6953125
 CG ITER, OVMR, OVMRUB =           6   95008.9687500  100540.6953125
 CG ITER, OVMR, OVMRUB =           7   94523.6796875  100540.6953125
 CG ITER, OVMR, OVMRUB =           8   90066.5078125  100540.6953125
 CG ITER, OVMR, OVMRUB =           9   88577.2187500  100540.6953125
 CG ITER, OVMR, OVMRUB =          10   87253.1093750  100540.6953125
 CG ITER, OVMR, OVMRUB =          11   86501.8906250  100540.6953125
 CG ITER, OVMR, OVMRUB =          12   85513.3671875  100540.6953125
 CG ITER, OVMR, OVMRUB =          13   84868.3046875  100540.6953125
 CG ITER, OVMR, OVMRUB =          14   84184.1796875  100540.6953125
 CG ITER, OVMR, OVMRUB =          15   83660.0312500  100540.6953125
 CG ITER, OVMR, OVMRUB =          16   83212.5703125  100540.6953125
 CG ITER, OVMR, OVMRUB =          17   82752.7656250  100540.6953125
 CG ITER, OVMR, OVMRUB =          18   82342.5937500  100540.6953125
 CG ITER, OVMR, OVMRUB =          19   82034.6953125  100540.6953125
 CG ITER, OVMR, OVMRUB =          20   81732.7890625  100540.6953125
 CG ITER, OVMR, OVMRUB =          21   81435.0781250  100540.6953125
 CG ITER, OVMR, OVMRUB =          22   81455.2500000  100540.6953125
 CG ITER, OVMR, OVMRUB =          23   81463.5625000  100540.6953125
 CG ITER, OVMR, OVMRUB =          24   81478.9531250  100540.6953125
 CG ITER, OVMR, OVMRUB =          25   81608.8750000  100540.6953125
 CG ITER, OVMR, OVMRUB =          26   81872.9218750  100540.6953125
 CG ITER, OVMR, OVMRUB =          27   82031.7031250  100540.6953125
 CG ITER, OVMR, OVMRUB =          28   82154.5156250  100540.6953125
 CG ITER, OVMR, OVMRUB =          29   82315.1015625  100540.6953125
 CG ITER, OVMR, OVMRUB =          30   82477.5703125  100540.6953125
 CG ITER, OVMR, OVMRUB =          31   82540.4062500  100540.6953125
 CG ITER, OVMR, OVMRUB =          32   82485.1171875  100473.3671875
 CG ITER, OVMR, OVMRUB =          33   82325.3046875  100473.3671875
 CG ITER, OVMR, OVMRUB =          34   82133.4296875  100261.9843750
 CG ITER, OVMR, OVMRUB =          35   81939.7968750   97565.4531250
 CG ITER, OVMR, OVMRUB =          36   81798.8984375   97565.4531250
 CG ITER, OVMR, OVMRUB =          37   81650.3359375   97565.4531250
 CG ITER, OVMR, OVMRUB =          38   81492.0078125   97565.4531250
 CG ITER, OVMR, OVMRUB =          39   81364.7343750   96095.4375000
 CG ITER, OVMR, OVMRUB =          40   81252.6875000   96095.4375000
 CG ITER, OVMR, OVMRUB =          41   81159.7734375   95815.0156250
 CG ITER, OVMR, OVMRUB =          42   81075.1640625   93963.6875000
 CG ITER, OVMR, OVMRUB =          43   80987.5234375   93963.6875000
 CG ITER, OVMR, OVMRUB =          44   80934.8671875   93548.0234375
 CG ITER, OVMR, OVMRUB =          45   80881.9765625   93548.0234375
 CG ITER, OVMR, OVMRUB =          46   80836.0156250   93548.0234375
 CG ITER, OVMR, OVMRUB =          47   80802.4062500   92309.5781250
 CG ITER, OVMR, OVMRUB =          48   80748.8281250   91085.6875000
 CG ITER, OVMR, OVMRUB =          49   80716.7109375   89272.0546875
 CG ITER, OVMR, OVMRUB =          50   80696.2734375   88268.0156250
 CG ITER, OVMR, OVMRUB =          51   80683.2500000   88268.0156250
 CG ITER, OVMR, OVMRUB =          52   80666.3125000   88050.8203125
 CG ITER, OVMR, OVMRUB =          53   80646.6562500   86566.2578125
 CG ITER, OVMR, OVMRUB =          54   80636.2265625   86566.2578125
 CG ITER, OVMR, OVMRUB =          55   80627.4843750   86566.2578125
 CG ITER, OVMR, OVMRUB =          56   80616.8593750   85817.3671875
 CG ITER, OVMR, OVMRUB =          57   80613.6796875   85817.3671875
 CG ITER, OVMR, OVMRUB =          58   80612.9843750   84667.0312500
 CG ITER, OVMR, OVMRUB =          59   80611.5781250   83774.3984375
 CG ITER, OVMR, OVMRUB =          60   80611.8125000   83774.3984375
 CG ITER, OVMR, OVMRUB =          61   80611.1875000   83774.3984375
 CG ITER, OVMR, OVMRUB =          62   80611.8515625   82595.3203125
 CG ITER, OVMR, OVMRUB =          63   80611.8437500   82595.3203125
 CG ITER, OVMR, OVMRUB =          64   80611.7734375   82325.1875000
 CG ITER, OVMR, OVMRUB =          65   80611.7421875   82325.1875000
 CG ITER, OVMR, OVMRUB =          66   80611.3984375   82325.1875000
 CG ITER, OVMR, OVMRUB =          67   80611.6640625   82325.1875000
 CG ITER, OVMR, OVMRUB =          68   80611.6328125   82325.1875000
 CG ITER, OVMR, OVMRUB =          69   80611.7890625   82325.1875000
 CG ITER, OVMR, OVMRUB =          70   80611.7812500   82325.1875000
 CG ITER, OVMR, OVMRUB =          71   80611.5468750   82325.1875000
 CG ITER, OVMR, OVMRUB =          72   80611.1796875   81550.5312500
 CG ITER, OVMR, OVMRUB =          73   80611.8828125   81390.1328125
 CG ITER, OVMR, OVMRUB =          74   80611.8281250   81390.1328125
 CG ITER, OVMR, OVMRUB =          75   80611.8515625   81390.1328125
 CG ITER, OVMR, OVMRUB =          76   80611.8359375   81390.1328125
 CG ITER, OVMR, OVMRUB =          77   80611.9062500   81390.1328125
 CG ITER, OVMR, OVMRUB =          78   80611.8593750   81390.1328125
 CG ITER, OVMR, OVMRUB =          79   80611.8750000   81293.3203125
 CG ITER, OVMR, OVMRUB =          80   80611.7890625   81293.3203125
 CG ITER, OVMR, OVMRUB =          81   80611.8359375   80832.1875000
 CG ITER, OVMR, OVMRUB =          82   80611.8671875   80832.1875000
 CG ITER, OVMR, OVMRUB =          83   80612.0156250   80832.1875000
 CG ITER, OVMR, OVMRUB =          84   80612.0234375   80832.1875000
 CG ITER, OVMR, OVMRUB =          85   80611.9921875   80832.1875000
 CG ITER, OVMR, OVMRUB =          86   80611.8593750   80832.1875000
 CG ITER, OVMR, OVMRUB =          87   80611.8593750   80832.1875000
OVLB =   80611.8593750 OVLUB =   80832.1875000 TIME =     475.7200012
