 CG ITER, OVMR, OVMRUB =           1  104689.8593750  104689.8593750
 CG ITER, OVMR, OVMRUB =           2  104194.3906250  104194.3593750
 CG ITER, OVMR, OVMRUB =           3  104194.3515625  104194.3593750
 CG ITER, OVMR, OVMRUB =           4  103896.9687500  104194.3593750
 CG ITER, OVMR, OVMRUB =           5  104194.2968750  104194.3593750
 CG ITER, OVMR, OVMRUB =           6  104194.1953125  104194.3593750
 CG ITER, OVMR, OVMRUB =           7  101834.2421875  104194.3593750
 CG ITER, OVMR, OVMRUB =           8   96880.8515625  104194.3593750
 CG ITER, OVMR, OVMRUB =           9   94864.8906250  104194.3593750
 CG ITER, OVMR, OVMRUB =          10   92379.7343750  104194.3593750
 CG ITER, OVMR, OVMRUB =          11   89444.2578125  104194.3593750
 CG ITER, OVMR, OVMRUB =          12   87743.1718750  104194.3593750
 CG ITER, OVMR, OVMRUB =          13   85648.6796875  104194.3593750
 CG ITER, OVMR, OVMRUB =          14   86347.8984375  104194.3593750
 CG ITER, OVMR, OVMRUB =          15   85331.2500000  104194.3593750
 CG ITER, OVMR, OVMRUB =          16   84724.7812500  104194.3593750
 CG ITER, OVMR, OVMRUB =          17   83328.4921875  104194.3593750
 CG ITER, OVMR, OVMRUB =          18   82633.5234375  104194.3593750
 CG ITER, OVMR, OVMRUB =          19   82243.2968750  104194.3593750
 CG ITER, OVMR, OVMRUB =          20   81967.0859375  104194.3593750
 CG ITER, OVMR, OVMRUB =          21   81792.9687500  104194.3593750
 CG ITER, OVMR, OVMRUB =          22   81688.7812500  104194.3593750
 CG ITER, OVMR, OVMRUB =          23   81293.0234375  104194.3593750
 CG ITER, OVMR, OVMRUB =          24   81393.1640625  104194.3593750
 CG ITER, OVMR, OVMRUB =          25   81390.4218750  104194.3593750
 CG ITER, OVMR, OVMRUB =          26   81299.4609375  104194.3593750
 CG ITER, OVMR, OVMRUB =          27   81398.7968750  104194.3593750
 CG ITER, OVMR, OVMRUB =          28   81546.6015625  104194.3593750
 CG ITER, OVMR, OVMRUB =          29   81561.0156250  104194.3593750
 CG ITER, OVMR, OVMRUB =          30   81729.0546875  104194.3593750
 CG ITER, OVMR, OVMRUB =          31   82006.3281250  104194.3593750
 CG ITER, OVMR, OVMRUB =          32   82276.7265625  104194.3593750
 CG ITER, OVMR, OVMRUB =          33   82528.9921875  104194.3593750
 CG ITER, OVMR, OVMRUB =          34   82654.7265625  104194.3593750
 CG ITER, OVMR, OVMRUB =          35   82634.7031250  104194.3593750
 CG ITER, OVMR, OVMRUB =          36   82564.4218750  104194.3593750
 CG ITER, OVMR, OVMRUB =          37   82573.8593750  104194.3593750
 CG ITER, OVMR, OVMRUB =          38   82587.5546875  102957.6640625
 CG ITER, OVMR, OVMRUB =          39   82618.7421875  102271.9609375
 CG ITER, OVMR, OVMRUB =          40   82587.2421875  101580.2890625
 CG ITER, OVMR, OVMRUB =          41   82539.3281250  101575.7578125
 CG ITER, OVMR, OVMRUB =          42   82559.4062500  100750.8906250
 CG ITER, OVMR, OVMRUB =          43   82559.5156250  100750.8906250
 CG ITER, OVMR, OVMRUB =          44   82565.4062500  100750.8906250
 CG ITER, OVMR, OVMRUB =          45   82605.5078125   99463.1796875
 CG ITER, OVMR, OVMRUB =          46   82607.1328125   97050.3281250
 CG ITER, OVMR, OVMRUB =          47   82577.0781250   97050.3281250
 CG ITER, OVMR, OVMRUB =          48   82540.2890625   96445.8750000
 CG ITER, OVMR, OVMRUB =          49   82484.0625000   96083.0156250
 CG ITER, OVMR, OVMRUB =          50   82427.7265625   96083.0156250
 CG ITER, OVMR, OVMRUB =          51   82357.6250000   94699.0000000
 CG ITER, OVMR, OVMRUB =          52   82319.5468750   94699.0000000
 CG ITER, OVMR, OVMRUB =          53   82284.9375000   94224.6406250
