 CG ITER, OVMR, OVMRUB =           1  106336.8515625  106336.8515625
 CG ITER, OVMR, OVMRUB =           2  102706.9296875  102706.9218750
 CG ITER, OVMR, OVMRUB =           3  102706.9296875  102706.9218750
 CG ITER, OVMR, OVMRUB =           4  100962.5703125  102706.9218750
 CG ITER, OVMR, OVMRUB =           5  100773.5468750  102706.9218750
 CG ITER, OVMR, OVMRUB =           6  100265.4296875  102706.9218750
 CG ITER, OVMR, OVMRUB =           7   98463.6484375  102706.9218750
 CG ITER, OVMR, OVMRUB =           8   97024.9062500  102706.9218750
 CG ITER, OVMR, OVMRUB =           9   97088.3359375  102706.9218750
 CG ITER, OVMR, OVMRUB =          10   95990.9531250  102706.9218750
 CG ITER, OVMR, OVMRUB =          11   95599.7890625  102706.9218750
 CG ITER, OVMR, OVMRUB =          12   94998.4453125  102706.9218750
 CG ITER, OVMR, OVMRUB =          13   95287.0468750  102706.9218750
 CG ITER, OVMR, OVMRUB =          14   95328.8046875  102706.9218750
 CG ITER, OVMR, OVMRUB =          15   95224.4062500  102706.9218750
 CG ITER, OVMR, OVMRUB =          16   95137.1718750  102706.9218750
 CG ITER, OVMR, OVMRUB =          17   95086.3203125  102706.9218750
 CG ITER, OVMR, OVMRUB =          18   95315.8359375  102706.9218750
 CG ITER, OVMR, OVMRUB =          19   95362.8671875  102706.9218750
 CG ITER, OVMR, OVMRUB =          20   95363.0546875  102706.9218750
 CG ITER, OVMR, OVMRUB =          21   95340.7187500  102706.9218750
 CG ITER, OVMR, OVMRUB =          22   95330.8437500  102706.9218750
 CG ITER, OVMR, OVMRUB =          23   95366.5000000  102706.9218750
 CG ITER, OVMR, OVMRUB =          24   95250.7968750  102706.9218750
 CG ITER, OVMR, OVMRUB =          25   95092.6484375  102706.9218750
 CG ITER, OVMR, OVMRUB =          26   94934.4218750  102706.9218750
 CG ITER, OVMR, OVMRUB =          27   94790.0625000  102706.9218750
 CG ITER, OVMR, OVMRUB =          28   94639.0703125  102706.9218750
 CG ITER, OVMR, OVMRUB =          29   94480.6250000  102706.9218750
 CG ITER, OVMR, OVMRUB =          30   94360.3515625  102706.9218750
 CG ITER, OVMR, OVMRUB =          31   94255.5078125  102706.9218750
 CG ITER, OVMR, OVMRUB =          32   94122.3281250  102706.9218750
 CG ITER, OVMR, OVMRUB =          33   93980.8046875  102706.9218750
 CG ITER, OVMR, OVMRUB =          34   93835.8750000  102706.9218750
 CG ITER, OVMR, OVMRUB =          35   93739.5703125  102706.9218750
 CG ITER, OVMR, OVMRUB =          36   93627.4609375  102706.9218750
 CG ITER, OVMR, OVMRUB =          37   93543.7265625  102706.9218750
 CG ITER, OVMR, OVMRUB =          38   93450.5625000  102706.9218750
 CG ITER, OVMR, OVMRUB =          39   93343.7890625  102706.9218750
 CG ITER, OVMR, OVMRUB =          40   93265.1250000  102706.9218750
 CG ITER, OVMR, OVMRUB =          41   93182.1562500  102706.9218750
 CG ITER, OVMR, OVMRUB =          42   93082.2500000  102706.9218750
 CG ITER, OVMR, OVMRUB =          43   93018.9921875  102706.9218750
 CG ITER, OVMR, OVMRUB =          44   92973.0312500  102706.9218750
 CG ITER, OVMR, OVMRUB =          45   92888.9062500  102706.9218750
 CG ITER, OVMR, OVMRUB =          46   92867.7968750  102706.9218750
 CG ITER, OVMR, OVMRUB =          47   92789.5546875  102706.9218750
 CG ITER, OVMR, OVMRUB =          48   92725.6875000  102706.9218750
 CG ITER, OVMR, OVMRUB =          49   92695.7812500  102706.9218750
 CG ITER, OVMR, OVMRUB =          50   92638.5156250  102706.9218750
 CG ITER, OVMR, OVMRUB =          51   92582.7968750  102706.9218750
 CG ITER, OVMR, OVMRUB =          52   92540.7265625  102706.9218750
 CG ITER, OVMR, OVMRUB =          53   92480.5000000  102706.9218750
 CG ITER, OVMR, OVMRUB =          54   92454.8203125  102706.9218750
 CG ITER, OVMR, OVMRUB =          55   92409.2187500  102706.9218750
 CG ITER, OVMR, OVMRUB =          56   92369.3125000  102706.9218750
 CG ITER, OVMR, OVMRUB =          57   92338.6562500  102706.9218750
 CG ITER, OVMR, OVMRUB =          58   92299.8515625  102706.9218750
 CG ITER, OVMR, OVMRUB =          59   92261.1640625  102706.9218750
 CG ITER, OVMR, OVMRUB =          60   92238.6796875  102706.9218750
 CG ITER, OVMR, OVMRUB =          61   92213.7812500  102706.9218750
 CG ITER, OVMR, OVMRUB =          62   92187.6875000  102706.9218750
 CG ITER, OVMR, OVMRUB =          63   92169.7578125  102706.9218750
 CG ITER, OVMR, OVMRUB =          64   92142.0859375  102706.9218750
 CG ITER, OVMR, OVMRUB =          65   92131.0390625  102706.9218750
 CG ITER, OVMR, OVMRUB =          66   92112.4609375  102706.9218750
 CG ITER, OVMR, OVMRUB =          67   92094.1093750  102706.9218750
 CG ITER, OVMR, OVMRUB =          68   92069.2265625  102706.9218750
 CG ITER, OVMR, OVMRUB =          69   92054.1093750  102706.9218750
 CG ITER, OVMR, OVMRUB =          70   92039.4531250  102706.9218750
 CG ITER, OVMR, OVMRUB =          71   92024.5781250  102706.9218750
 CG ITER, OVMR, OVMRUB =          72   92011.8828125  102706.9218750
 CG ITER, OVMR, OVMRUB =          73   91995.2031250  102706.9218750
 CG ITER, OVMR, OVMRUB =          74   91982.5078125  102706.9218750
 CG ITER, OVMR, OVMRUB =          75   91972.8203125  102706.9218750
 CG ITER, OVMR, OVMRUB =          76   91960.3750000  102706.9218750
 CG ITER, OVMR, OVMRUB =          77   91954.3593750  102706.9218750
 CG ITER, OVMR, OVMRUB =          78   91945.7500000  102526.9609375
 CG ITER, OVMR, OVMRUB =          79   91935.8593750  102526.9609375
 CG ITER, OVMR, OVMRUB =          80   91928.1328125  102526.9609375
 CG ITER, OVMR, OVMRUB =          81   91921.7890625  102177.8125000
 CG ITER, OVMR, OVMRUB =          82   91919.3281250  102085.4296875
 CG ITER, OVMR, OVMRUB =          83   91916.4218750  102085.4296875
 CG ITER, OVMR, OVMRUB =          84   91896.8515625  102085.4296875
 CG ITER, OVMR, OVMRUB =          85   91895.5703125  102085.4296875
 CG ITER, OVMR, OVMRUB =          86   91886.4140625  101835.1718750
 CG ITER, OVMR, OVMRUB =          87   91874.2578125  101835.1718750
 CG ITER, OVMR, OVMRUB =          88   91867.1718750  101835.1718750
 CG ITER, OVMR, OVMRUB =          89   91859.3203125  101835.1718750
 CG ITER, OVMR, OVMRUB =          90   91855.4921875  101835.1718750
 CG ITER, OVMR, OVMRUB =          91   91849.0546875  100747.0000000
 CG ITER, OVMR, OVMRUB =          92   91841.7968750  100728.5390625
 CG ITER, OVMR, OVMRUB =          93   91835.4921875  100728.5390625
 CG ITER, OVMR, OVMRUB =          94   91832.2656250  100728.5390625
 CG ITER, OVMR, OVMRUB =          95   91829.6328125   99342.2109375
 CG ITER, OVMR, OVMRUB =          96   91829.1640625   98576.8125000
 CG ITER, OVMR, OVMRUB =          97   91825.5078125   98576.8125000
 CG ITER, OVMR, OVMRUB =          98   91822.8593750   98576.8125000
 CG ITER, OVMR, OVMRUB =          99   91820.5703125   98576.8125000
 CG ITER, OVMR, OVMRUB =         100   91818.7265625   98576.8125000
 CG ITER, OVMR, OVMRUB =         101   91816.4296875   98257.0625000
 CG ITER, OVMR, OVMRUB =         102   91814.2812500   98257.0625000
 CG ITER, OVMR, OVMRUB =         103   91812.7500000   98257.0625000
 CG ITER, OVMR, OVMRUB =         104   91809.4296875   98257.0625000
 CG ITER, OVMR, OVMRUB =         105   91806.4062500   98257.0625000
 CG ITER, OVMR, OVMRUB =         106   91805.3515625   98257.0625000
 CG ITER, OVMR, OVMRUB =         107   91805.0703125   98257.0625000
 CG ITER, OVMR, OVMRUB =         108   91804.1484375   98257.0625000
 CG ITER, OVMR, OVMRUB =         109   91802.9453125   98257.0625000
 CG ITER, OVMR, OVMRUB =         110   91801.8515625   98257.0625000
 CG ITER, OVMR, OVMRUB =         111   91801.3828125   97922.6406250
 CG ITER, OVMR, OVMRUB =         112   91801.0078125   96697.6562500
 CG ITER, OVMR, OVMRUB =         113   91800.8593750   96697.6562500
 CG ITER, OVMR, OVMRUB =         114   91800.6953125   96178.1328125
 CG ITER, OVMR, OVMRUB =         115   91800.3281250   96178.1328125
 CG ITER, OVMR, OVMRUB =         116   91800.4375000   96178.1328125
 CG ITER, OVMR, OVMRUB =         117   91800.3984375   96178.1328125
 CG ITER, OVMR, OVMRUB =         118   91798.5859375   96178.1328125
 CG ITER, OVMR, OVMRUB =         119   91798.5546875   95081.4765625
 CG ITER, OVMR, OVMRUB =         120   91798.5468750   95081.4765625
 CG ITER, OVMR, OVMRUB =         121   91798.3203125   95081.4765625
 CG ITER, OVMR, OVMRUB =         122   91797.8671875   95081.4765625
 CG ITER, OVMR, OVMRUB =         123   91797.0859375   95081.4765625
 CG ITER, OVMR, OVMRUB =         124   91797.1250000   95081.4765625
 CG ITER, OVMR, OVMRUB =         125   91797.1015625   95081.4765625
 CG ITER, OVMR, OVMRUB =         126   91797.1015625   95081.4765625
OVLB =   91797.1015625 OVLUB =   95081.4765625 TIME =     709.0100098
