 CG ITER, OVMR, OVMRUB =           1  106305.7187500  106305.7109375
 CG ITER, OVMR, OVMRUB =           2  106305.7265625  106305.7109375
 CG ITER, OVMR, OVMRUB =           3  106305.7187500  106305.7109375
 CG ITER, OVMR, OVMRUB =           4  105944.5312500  106305.7109375
 CG ITER, OVMR, OVMRUB =           5  105519.6484375  106305.7109375
 CG ITER, OVMR, OVMRUB =           6  106294.6953125  106305.7109375
 CG ITER, OVMR, OVMRUB =           7  105422.7656250  106305.7109375
 CG ITER, OVMR, OVMRUB =           8  105333.0234375  106305.7109375
 CG ITER, OVMR, OVMRUB =           9  102254.7109375  106305.7109375
 CG ITER, OVMR, OVMRUB =          10  100791.7812500  106305.7109375
 CG ITER, OVMR, OVMRUB =          11   99514.3750000  106305.7109375
 CG ITER, OVMR, OVMRUB =          12   99147.7890625  106305.7109375
 CG ITER, OVMR, OVMRUB =          13   99186.2343750  106305.7109375
 CG ITER, OVMR, OVMRUB =          14   99372.3515625  106305.7109375
 CG ITER, OVMR, OVMRUB =          15   98742.7734375  106305.7109375
 CG ITER, OVMR, OVMRUB =          16   98492.7187500  106305.7109375
 CG ITER, OVMR, OVMRUB =          17   98110.4218750  106305.7109375
 CG ITER, OVMR, OVMRUB =          18   97948.8125000  106305.7109375
 CG ITER, OVMR, OVMRUB =          19   97740.8046875  106305.7109375
 CG ITER, OVMR, OVMRUB =          20   97834.9531250  106305.7109375
 CG ITER, OVMR, OVMRUB =          21   97783.6171875  106305.7109375
 CG ITER, OVMR, OVMRUB =          22   97687.8515625  106305.7109375
 CG ITER, OVMR, OVMRUB =          23   97811.6796875  106305.7109375
 CG ITER, OVMR, OVMRUB =          24   97736.7031250  106305.7109375
 CG ITER, OVMR, OVMRUB =          25   97515.8437500  106305.7109375
 CG ITER, OVMR, OVMRUB =          26   97328.8437500  106305.7109375
 CG ITER, OVMR, OVMRUB =          27   97025.9921875  106305.7109375
 CG ITER, OVMR, OVMRUB =          28   96751.2656250  106305.7109375
 CG ITER, OVMR, OVMRUB =          29   96537.3437500  106305.7109375
 CG ITER, OVMR, OVMRUB =          30   96348.8359375  106305.7109375
 CG ITER, OVMR, OVMRUB =          31   96180.6953125  106305.7109375
 CG ITER, OVMR, OVMRUB =          32   96045.9296875  106305.7109375
 CG ITER, OVMR, OVMRUB =          33   95854.5078125  106305.7109375
 CG ITER, OVMR, OVMRUB =          34   95698.1484375  106305.7109375
 CG ITER, OVMR, OVMRUB =          35   95548.2968750  106305.7109375
 CG ITER, OVMR, OVMRUB =          36   95402.3515625  106305.7109375
 CG ITER, OVMR, OVMRUB =          37   95234.1093750  106305.7109375
 CG ITER, OVMR, OVMRUB =          38   95094.9609375  106305.7109375
 CG ITER, OVMR, OVMRUB =          39   94950.0625000  106305.7109375
 CG ITER, OVMR, OVMRUB =          40   94806.8750000  106305.7109375
