 CG ITER, OVMR, OVMRUB =           1   63609.2812500   63609.2812500
 CG ITER, OVMR, OVMRUB =           2   63281.6015625   63281.6015625
 CG ITER, OVMR, OVMRUB =           3   63281.5976562   63281.6015625
 CG ITER, OVMR, OVMRUB =           4   63281.4414062   63281.6015625
 CG ITER, OVMR, OVMRUB =           5   62005.8554688   63281.6015625
 CG ITER, OVMR, OVMRUB =           6   61755.7421875   63281.6015625
 CG ITER, OVMR, OVMRUB =           7   61417.1445312   63281.6015625
 CG ITER, OVMR, OVMRUB =           8   61034.6289062   63281.6015625
 CG ITER, OVMR, OVMRUB =           9   60647.9140625   63281.6015625
 CG ITER, OVMR, OVMRUB =          10   60400.4335938   63281.6015625
 CG ITER, OVMR, OVMRUB =          11   60213.2617188   63281.6015625
 CG ITER, OVMR, OVMRUB =          12   60097.9179688   63281.6015625
 CG ITER, OVMR, OVMRUB =          13   59929.0625000   63281.6015625
 CG ITER, OVMR, OVMRUB =          14   59831.1367188   63281.6015625
 CG ITER, OVMR, OVMRUB =          15   59672.7539062   63281.6015625
 CG ITER, OVMR, OVMRUB =          16   59550.5703125   63281.6015625
 CG ITER, OVMR, OVMRUB =          17   59380.2812500   63281.6015625
 CG ITER, OVMR, OVMRUB =          18   59241.2539062   63281.6015625
 CG ITER, OVMR, OVMRUB =          19   59112.5703125   63281.6015625
 CG ITER, OVMR, OVMRUB =          20   59000.6718750   63281.6015625
 CG ITER, OVMR, OVMRUB =          21   58931.1406250   63281.6015625
 CG ITER, OVMR, OVMRUB =          22   58836.2382812   63281.6015625
 CG ITER, OVMR, OVMRUB =          23   58773.0859375   63281.6015625
 CG ITER, OVMR, OVMRUB =          24   58661.0507812   63281.6015625
 CG ITER, OVMR, OVMRUB =          25   58592.2226562   63281.6015625
 CG ITER, OVMR, OVMRUB =          26   58514.9570312   63281.6015625
 CG ITER, OVMR, OVMRUB =          27   58446.1289062   63281.6015625
 CG ITER, OVMR, OVMRUB =          28   58369.0976562   63281.6015625
 CG ITER, OVMR, OVMRUB =          29   58321.7382812   63281.6015625
 CG ITER, OVMR, OVMRUB =          30   58219.1367188   63281.6015625
 CG ITER, OVMR, OVMRUB =          31   58154.9101562   63281.6015625
 CG ITER, OVMR, OVMRUB =          32   58090.1718750   63281.6015625
 CG ITER, OVMR, OVMRUB =          33   58029.2890625   63281.6015625
 CG ITER, OVMR, OVMRUB =          34   57997.8789062   63281.6015625
 CG ITER, OVMR, OVMRUB =          35   57959.5078125   63281.6015625
 CG ITER, OVMR, OVMRUB =          36   57906.9960938   63281.6015625
 CG ITER, OVMR, OVMRUB =          37   57853.6054688   63281.6015625
 CG ITER, OVMR, OVMRUB =          38   57817.0039062   63281.6015625
 CG ITER, OVMR, OVMRUB =          39   57754.6835938   63281.6015625
 CG ITER, OVMR, OVMRUB =          40   57734.3710938   63281.6015625
 CG ITER, OVMR, OVMRUB =          41   57690.9765625   63281.6015625
 CG ITER, OVMR, OVMRUB =          42   57646.8476562   63281.6015625
 CG ITER, OVMR, OVMRUB =          43   57615.8906250   63281.6015625
 CG ITER, OVMR, OVMRUB =          44   57575.1210938   63281.6015625
 CG ITER, OVMR, OVMRUB =          45   57526.2460938   63281.6015625
 CG ITER, OVMR, OVMRUB =          46   57494.4101562   63281.6015625
 CG ITER, OVMR, OVMRUB =          47   57463.2539062   63281.6015625
 CG ITER, OVMR, OVMRUB =          48   57436.3007812   63281.6015625
 CG ITER, OVMR, OVMRUB =          49   57403.3867188   62846.8906250
 CG ITER, OVMR, OVMRUB =          50   57371.0039062   62846.8906250
 CG ITER, OVMR, OVMRUB =          51   57347.9804688   62846.8906250
 CG ITER, OVMR, OVMRUB =          52   57328.6757812   62544.1992188
 CG ITER, OVMR, OVMRUB =          53   57304.9453125   62544.1992188
 CG ITER, OVMR, OVMRUB =          54   57290.0273438   62544.1992188
 CG ITER, OVMR, OVMRUB =          55   57272.9531250   62544.1992188
 CG ITER, OVMR, OVMRUB =          56   57259.2695312   62544.1992188
 CG ITER, OVMR, OVMRUB =          57   57244.0820312   62544.1992188
 CG ITER, OVMR, OVMRUB =          58   57226.5937500   62544.1992188
 CG ITER, OVMR, OVMRUB =          59   57209.0976562   62328.7890625
 CG ITER, OVMR, OVMRUB =          60   57195.5273438   62328.7890625
 CG ITER, OVMR, OVMRUB =          61   57186.2382812   61882.3085938
 CG ITER, OVMR, OVMRUB =          62   57167.4179688   61882.3085938
 CG ITER, OVMR, OVMRUB =          63   57159.9375000   61882.3085938
 CG ITER, OVMR, OVMRUB =          64   57151.4609375   61882.3085938
 CG ITER, OVMR, OVMRUB =          65   57139.3593750   61488.5000000
 CG ITER, OVMR, OVMRUB =          66   57131.2773438   61128.4257812
 CG ITER, OVMR, OVMRUB =          67   57125.3593750   61128.4257812
 CG ITER, OVMR, OVMRUB =          68   57114.9921875   61128.4257812
 CG ITER, OVMR, OVMRUB =          69   57108.1484375   61128.4257812
 CG ITER, OVMR, OVMRUB =          70   57099.6210938   61128.4257812
 CG ITER, OVMR, OVMRUB =          71   57096.7304688   61128.4257812
 CG ITER, OVMR, OVMRUB =          72   57094.8046875   61128.4257812
 CG ITER, OVMR, OVMRUB =          73   57090.0312500   61128.4257812
 CG ITER, OVMR, OVMRUB =          74   57081.0546875   61128.4257812
 CG ITER, OVMR, OVMRUB =          75   57079.2695312   61128.4257812
 CG ITER, OVMR, OVMRUB =          76   57074.9882812   61128.4257812
 CG ITER, OVMR, OVMRUB =          77   57072.6054688   60862.2226562
 CG ITER, OVMR, OVMRUB =          78   57065.1210938   60380.8945312
 CG ITER, OVMR, OVMRUB =          79   57058.7460938   59918.1914062
 CG ITER, OVMR, OVMRUB =          80   57055.7617188   59918.1914062
 CG ITER, OVMR, OVMRUB =          81   57054.0859375   59918.1914062
 CG ITER, OVMR, OVMRUB =          82   57051.1992188   59918.1914062
 CG ITER, OVMR, OVMRUB =          83   57050.4140625   59520.6015625
 CG ITER, OVMR, OVMRUB =          84   57048.8789062   59520.6015625
 CG ITER, OVMR, OVMRUB =          85   57045.4921875   59230.2968750
 CG ITER, OVMR, OVMRUB =          86   57043.2265625   59230.2968750
 CG ITER, OVMR, OVMRUB =          87   57040.7890625   59230.2968750
 CG ITER, OVMR, OVMRUB =          88   57038.0937500   59230.2968750
 CG ITER, OVMR, OVMRUB =          89   57037.3203125   59224.8984375
 CG ITER, OVMR, OVMRUB =          90   57035.7578125   59224.8984375
 CG ITER, OVMR, OVMRUB =          91   57035.7617188   59224.8984375
 CG ITER, OVMR, OVMRUB =          92   57033.1445312   58568.7851562
 CG ITER, OVMR, OVMRUB =          93   57033.1484375   58568.7851562
 CG ITER, OVMR, OVMRUB =          94   57033.1601562   58568.7851562
 CG ITER, OVMR, OVMRUB =          95   57033.1523438   58568.7851562
 CG ITER, OVMR, OVMRUB =          96   57030.4414062   58568.7851562
 CG ITER, OVMR, OVMRUB =          97   57030.4296875   58058.3945312
 CG ITER, OVMR, OVMRUB =          98   57030.4453125   57600.6093750
 CG ITER, OVMR, OVMRUB =          99   57030.4492188   57600.6093750
 CG ITER, OVMR, OVMRUB =         100   57030.4453125   57591.1093750
 CG ITER, OVMR, OVMRUB =         101   57030.4414062   57498.7031250
 CG ITER, OVMR, OVMRUB =         102   57030.4375000   57498.7031250
 CG ITER, OVMR, OVMRUB =         103   57030.4609375   57498.7031250
 CG ITER, OVMR, OVMRUB =         104   57030.4570312   57498.7031250
 CG ITER, OVMR, OVMRUB =         105   57030.4492188   57498.7031250
 CG ITER, OVMR, OVMRUB =         106   57030.4453125   57498.7031250
 CG ITER, OVMR, OVMRUB =         107   57030.4414062   57498.7031250
 CG ITER, OVMR, OVMRUB =         108   57030.4492188   57498.7031250
 CG ITER, OVMR, OVMRUB =         109   57030.4492188   57414.5000000
OVLB =   57030.4492188 OVLUB =   57414.5000000 TIME =     272.3399963
