 CG ITER, OVMR, OVMRUB =           1   69350.9218750   69350.9140625
 CG ITER, OVMR, OVMRUB =           2   68492.1953125   68492.1875000
 CG ITER, OVMR, OVMRUB =           3   68492.1875000   68492.1875000
 CG ITER, OVMR, OVMRUB =           4   68492.1406250   68492.1875000
 CG ITER, OVMR, OVMRUB =           5   65420.1640625   68492.1875000
 CG ITER, OVMR, OVMRUB =           6   65605.5234375   68492.1875000
 CG ITER, OVMR, OVMRUB =           7   65417.5429688   68492.1875000
 CG ITER, OVMR, OVMRUB =           8   65032.9765625   68492.1875000
 CG ITER, OVMR, OVMRUB =           9   65017.7226562   68492.1875000
 CG ITER, OVMR, OVMRUB =          10   64858.8320312   68492.1875000
 CG ITER, OVMR, OVMRUB =          11   65038.2968750   68492.1875000
 CG ITER, OVMR, OVMRUB =          12   64981.1015625   68492.1875000
 CG ITER, OVMR, OVMRUB =          13   64922.3945312   68492.1875000
 CG ITER, OVMR, OVMRUB =          14   64883.2343750   68492.1875000
 CG ITER, OVMR, OVMRUB =          15   64868.0429688   68492.1875000
 CG ITER, OVMR, OVMRUB =          16   64740.9492188   68492.1875000
 CG ITER, OVMR, OVMRUB =          17   64632.1250000   68492.1875000
 CG ITER, OVMR, OVMRUB =          18   64547.8984375   68492.1875000
 CG ITER, OVMR, OVMRUB =          19   64429.8281250   68492.1875000
 CG ITER, OVMR, OVMRUB =          20   64339.8320312   68492.1875000
 CG ITER, OVMR, OVMRUB =          21   64245.5742188   68492.1875000
 CG ITER, OVMR, OVMRUB =          22   64153.1992188   68492.1875000
 CG ITER, OVMR, OVMRUB =          23   64061.0078125   68492.1875000
 CG ITER, OVMR, OVMRUB =          24   63965.5117188   68492.1875000
 CG ITER, OVMR, OVMRUB =          25   63902.4765625   68492.1875000
 CG ITER, OVMR, OVMRUB =          26   63827.6718750   68492.1875000
 CG ITER, OVMR, OVMRUB =          27   63760.7734375   68492.1875000
 CG ITER, OVMR, OVMRUB =          28   63716.9296875   68492.1875000
 CG ITER, OVMR, OVMRUB =          29   63648.6796875   68492.1875000
 CG ITER, OVMR, OVMRUB =          30   63578.7539062   68492.1875000
 CG ITER, OVMR, OVMRUB =          31   63543.2656250   68492.1875000
 CG ITER, OVMR, OVMRUB =          32   63490.8007812   68492.1875000
 CG ITER, OVMR, OVMRUB =          33   63443.6640625   68492.1875000
 CG ITER, OVMR, OVMRUB =          34   63415.1445312   68492.1875000
 CG ITER, OVMR, OVMRUB =          35   63348.4648438   68492.1875000
 CG ITER, OVMR, OVMRUB =          36   63293.3320312   68492.1875000
 CG ITER, OVMR, OVMRUB =          37   63234.5546875   68492.1875000
 CG ITER, OVMR, OVMRUB =          38   63190.1367188   68492.1875000
 CG ITER, OVMR, OVMRUB =          39   63152.3593750   68492.1875000
 CG ITER, OVMR, OVMRUB =          40   63119.9101562   68492.1875000
