25 12 6
 1
      2253
      2253
      2253
      2253
      2253
      2253
    2
     2
     2
     2
     4
     2
     2
     4
     4
     3
     3
     3
     4
     3
     2
     4
     4
     3
     4
     3
     3
     3
     4
     3
     2
   2.9  20.8   595    17 
  4.5  36.7   667    23 
  4.4  59.0   178    20 
  3.5  39.0   428    23 
  2.9  46.5   224    18 
  4.4  15.2   590    24 
  3.2  15.7   629    17 
  3.0  16.4   909    17 
  1.8  59.3   858    20 
  2.9  16.4   149    23 
  1.2  64.3   530    18 
  1.4  30.2    56    20 
  2.7  43.4   616    16 
  4.2  45.3   631    17 
  4.0  65.9   214    23 
  4.8  50.2   540    21 
  3.8  44.1   571    22 
  2.1  55.2   500    24 
  4.3  71.9    87    19 
  3.9  74.9   877    18 
  2.7  64.2   251    16 
  2.0  68.9   728    25 
  1.4  52.8   241    19 
  2.3  64.8   217    18 
  4.2  15.9   762    25 
  2.3  35.7   252    24 
  4.7  29.8   439    20 
  1.9  57.2   350    16 
  1.2  41.7   358    24 
  1.6  50.3   468    21 
  3.0  16.1   336    21 
  4.4  73.9   208    15 
  4.9  36.2   241    22 
  3.6  16.6   868    15 
  3.5  53.4   458    18 
  1.6  19.3   147    24 
  2.4  46.5   660    23 
  4.1  70.5   942    23 
  3.8  73.6   555    21 
  2.0  69.7   937    18 
  4.1  52.6   912    16 
  2.9  45.3   111    19 
  1.5  20.7   246    17 
  1.3  21.7   949    22 
  1.2  73.9   452    22 
  2.6  74.8   941    21 
  5.0  67.5   303    23 
  2.7  28.9   176    19 
  3.0  66.6   472    24 
  2.5  50.7   264    16 
  2.9  52.1   925    21 
  3.6  62.9   130    19 
  1.4  40.4   652    25 
  2.2  30.1   372    23 
  3.4  42.6   262    16 
  4.2  66.0   457    25 
  1.7  63.3   230    22 
  1.2  38.2   739    17 
  2.9  18.8   702    23 
  3.9  21.0   403    19 
  3.9  50.4   301    19 
  4.2  70.7    72    24 
  4.6  52.0   816    19 
  1.5  35.5   143    23 
  1.5  32.0   365    19 
  5.0  65.8   899    16 
  2.5  20.6    77    21 
  1.8  23.8   792    23 
  1.0  45.8   147    23 
  4.7  33.7   861    15 
  2.5  51.1   378    22 
  3.0  58.9   520    16 
  4.6  22.7   425    16 
  4.0  60.2   442    16 
  3.3  20.5   181    16 
  3.8  24.7   195    25 
  2.8  52.1   928    18 
  3.8  48.2   277    16 
  3.9  69.3    72    20 
  4.0  40.7   549    21 
  4.0  15.5   111    19 
  4.0  53.0   634    21 
  4.6  53.8   463    23 
  4.9  54.3   915    17 
  1.8  18.9   174    23 
  3.4  25.1   705    22 
  3.2  43.8   670    24 
  2.7  56.9   947    23 
  2.7  32.2   180    20 
  4.6  53.6   945    21 
  2.8  72.5   132    17 
  4.8  58.7   235    18 
  4.2  63.8   868    21 
  4.0  34.5   598    17 
  2.5  33.6   899    21 
  5.0  17.3   656    20 
  1.5  34.0   504    15 
  4.2  40.1   356    25 
  4.7  45.2   480    25 
  1.3  47.7   169    24 
  1.3  68.7   653    17 
  1.8  49.9   352    22 
  1.8  22.3   289    23 
  3.5  24.7   922    17 
  4.1  24.6   371    21 
  3.6  17.9    65    23 
  2.3  48.3   492    20 
  1.8  72.5   664    24 
  3.1  36.7   572    23 
  2.0  30.7   871    16 
  1.1  55.7   826    16 
  4.8  70.1   162    24 
  4.0  66.8   382    18 
  1.9  67.5   568    18 
  1.6  65.8   497    21 
