6 12 2
 1
      1010
      1010
    2
     3
     4
     4
     2
     4
   2.5  48.4   819    21 
  4.7  50.2   476    16 
  2.0  37.9   775    24 
  2.7  37.7   815    20 
  3.1  19.9   828    18 
  3.3  62.8   321    18 
  2.0  17.5   137    24 
  1.8  51.2   828    20 
  2.8  59.2   924    15 
  1.5  44.9   306    21 
  1.0  37.1   589    15 
  2.3  29.5   450    18 
   17    78    66   177    98   166 
   76    97   151    97    84    68 
  128   132    26   122   157     6 
   69    80   148    56    35   141 
   32   142   161   146   144    72 
    8   170    24   132   167    71 
  174    66    76    10   167   133 
  101   116   141   164    75   136 
   66     6   107    37    20   174 
  132   166    43    88   143    65 
  142    25    85    40   125    29 
   80    43    14    16    29   113 
