6 12 2
 1
      1062
      1062
    2
     3
     4
     4
     2
     3
   1.8  54.4   717    18 
  2.7  35.4   415    24 
  2.9  40.6   862    23 
  2.4  31.5   467    23 
  3.8  60.6   594    24 
  3.6  74.7   364    21 
  3.4  72.2   228    24 
  2.1  40.5   747    20 
  3.0  43.6   216    24 
  2.8  53.5   838    24 
  2.9  55.4   924    17 
  1.3  41.2   466    24 
   83   147    23    68   156   168 
  176   155    11    41   140   105 
  150    92   154   132   170   119 
   60   141    65    30    54    51 
  103    44    76   179    64    85 
  173   156   167    36    77   120 
   18    34   122    87    45    57 
  119   100   131    96   179    71 
  175    68   142    17     1   112 
   95    37   109    19   172   108 
   94   138   148    88    70    86 
    3   171   116    60    55   145 
