 CG ITER, OVMR, OVMRUB =           1  152207.8750000  152207.8750000
 CG ITER, OVMR, OVMRUB =           2  152207.8750000  152207.8750000
 CG ITER, OVMR, OVMRUB =           3  152207.8750000  152207.8750000
 CG ITER, OVMR, OVMRUB =           4  152207.8437500  152207.8750000
 CG ITER, OVMR, OVMRUB =           5  144808.7812500  152207.8750000
 CG ITER, OVMR, OVMRUB =           6  143766.4843750  152207.8750000
 CG ITER, OVMR, OVMRUB =           7  144404.6093750  152207.8750000
 CG ITER, OVMR, OVMRUB =           8  143696.1250000  152207.8750000
 CG ITER, OVMR, OVMRUB =           9  142684.4687500  152207.8750000
 CG ITER, OVMR, OVMRUB =          10  140558.9687500  152207.8750000
 CG ITER, OVMR, OVMRUB =          11  139864.5937500  152207.8750000
 CG ITER, OVMR, OVMRUB =          12  138865.3281250  152207.8750000
 CG ITER, OVMR, OVMRUB =          13  138474.3437500  152207.8750000
 CG ITER, OVMR, OVMRUB =          14  137388.0312500  152207.8750000
 CG ITER, OVMR, OVMRUB =          15  136563.2500000  152207.8750000
 CG ITER, OVMR, OVMRUB =          16  135873.6093750  152207.8750000
 CG ITER, OVMR, OVMRUB =          17  135358.5625000  152207.8750000
 CG ITER, OVMR, OVMRUB =          18  134954.4843750  152207.8750000
 CG ITER, OVMR, OVMRUB =          19  134571.9531250  152207.8750000
 CG ITER, OVMR, OVMRUB =          20  134154.1093750  152207.8750000
 CG ITER, OVMR, OVMRUB =          21  133814.0468750  152207.8750000
 CG ITER, OVMR, OVMRUB =          22  133554.4062500  152207.8750000
 CG ITER, OVMR, OVMRUB =          23  133278.1562500  152207.8750000
 CG ITER, OVMR, OVMRUB =          24  133052.0156250  152207.8750000
 CG ITER, OVMR, OVMRUB =          25  132797.3437500  152207.8750000
 CG ITER, OVMR, OVMRUB =          26  132551.9218750  152207.8750000
 CG ITER, OVMR, OVMRUB =          27  132371.4531250  152207.8750000
 CG ITER, OVMR, OVMRUB =          28  132108.7031250  152207.8750000
 CG ITER, OVMR, OVMRUB =          29  131896.7187500  152207.8750000
 CG ITER, OVMR, OVMRUB =          30  131710.8281250  152207.8750000
 CG ITER, OVMR, OVMRUB =          31  131498.1406250  152207.8750000
 CG ITER, OVMR, OVMRUB =          32  131334.3125000  152207.8750000
 CG ITER, OVMR, OVMRUB =          33  131178.6406250  152207.8750000
 CG ITER, OVMR, OVMRUB =          34  130955.0156250  152207.8750000
 CG ITER, OVMR, OVMRUB =          35  130759.8281250  152207.8750000
 CG ITER, OVMR, OVMRUB =          36  130590.9296875  152207.8750000
 CG ITER, OVMR, OVMRUB =          37  130409.9531250  152207.8750000
 CG ITER, OVMR, OVMRUB =          38  130249.3593750  152207.8750000
 CG ITER, OVMR, OVMRUB =          39  130139.8593750  152207.8750000
 CG ITER, OVMR, OVMRUB =          40  130046.5234375  152207.8750000
 CG ITER, OVMR, OVMRUB =          41  129909.0468750  152207.8750000
 CG ITER, OVMR, OVMRUB =          42  129782.4375000  152207.8750000
 CG ITER, OVMR, OVMRUB =          43  129639.5859375  152207.8750000
 CG ITER, OVMR, OVMRUB =          44  129498.6171875  152207.8750000
 CG ITER, OVMR, OVMRUB =          45  129405.4609375  152207.8750000
 CG ITER, OVMR, OVMRUB =          46  129291.5703125  152207.8750000
 CG ITER, OVMR, OVMRUB =          47  129221.2968750  152207.8750000
 CG ITER, OVMR, OVMRUB =          48  129115.5000000  152207.8750000
 CG ITER, OVMR, OVMRUB =          49  129044.6718750  152207.8750000
 CG ITER, OVMR, OVMRUB =          50  128986.2421875  152207.8750000
 CG ITER, OVMR, OVMRUB =          51  128934.5390625  152207.8750000
 CG ITER, OVMR, OVMRUB =          52  128871.9140625  152207.8750000
 CG ITER, OVMR, OVMRUB =          53  128805.9062500  152207.8750000
 CG ITER, OVMR, OVMRUB =          54  128810.0937500  152207.8750000
 CG ITER, OVMR, OVMRUB =          55  128714.6718750  152207.8750000
 CG ITER, OVMR, OVMRUB =          56  128660.1093750  152207.8750000
 CG ITER, OVMR, OVMRUB =          57  128621.9609375  152207.8750000
 CG ITER, OVMR, OVMRUB =          58  128589.4531250  152207.8750000
 CG ITER, OVMR, OVMRUB =          59  128582.5546875  152207.8750000
 CG ITER, OVMR, OVMRUB =          60  128558.4140625  152207.8750000
 CG ITER, OVMR, OVMRUB =          61  128524.4765625  152207.8750000
 CG ITER, OVMR, OVMRUB =          62  128512.7656250  152207.8750000
 CG ITER, OVMR, OVMRUB =          63  128473.7421875  152207.8750000
 CG ITER, OVMR, OVMRUB =          64  128444.0703125  152207.8750000
 CG ITER, OVMR, OVMRUB =          65  128441.9375000  152207.8750000
 CG ITER, OVMR, OVMRUB =          66  128428.0312500  152207.8750000
 CG ITER, OVMR, OVMRUB =          67  128419.0078125  152207.8750000
 CG ITER, OVMR, OVMRUB =          68  128394.9140625  152207.8750000
 CG ITER, OVMR, OVMRUB =          69  128346.6015625  152207.8750000
 CG ITER, OVMR, OVMRUB =          70  128303.4218750  152207.8750000
 CG ITER, OVMR, OVMRUB =          71  128271.5156250  152207.8750000
 CG ITER, OVMR, OVMRUB =          72  128245.6562500  152207.8750000
 CG ITER, OVMR, OVMRUB =          73  128251.7109375  152207.8750000
 CG ITER, OVMR, OVMRUB =          74  128249.8515625  152207.8750000
 CG ITER, OVMR, OVMRUB =          75  128226.5781250  152207.8750000
 CG ITER, OVMR, OVMRUB =          76  128213.9296875  152207.8750000
 CG ITER, OVMR, OVMRUB =          77  128211.5625000  152207.8750000
 CG ITER, OVMR, OVMRUB =          78  128186.1406250  152207.8750000
 CG ITER, OVMR, OVMRUB =          79  128175.3828125  152207.8750000
 CG ITER, OVMR, OVMRUB =          80  128163.8203125  152207.8750000
 CG ITER, OVMR, OVMRUB =          81  128187.0546875  152207.8750000
 CG ITER, OVMR, OVMRUB =          82  128188.1562500  152207.8750000
 CG ITER, OVMR, OVMRUB =          83  128173.7265625  152207.8750000
 CG ITER, OVMR, OVMRUB =          84  128168.6015625  152207.8750000
 CG ITER, OVMR, OVMRUB =          85  128154.7109375  152207.8750000
 CG ITER, OVMR, OVMRUB =          86  128140.4609375  152207.8750000
 CG ITER, OVMR, OVMRUB =          87  128157.6640625  152207.8750000
 CG ITER, OVMR, OVMRUB =          88  128146.3125000  152207.8750000
 CG ITER, OVMR, OVMRUB =          89  128130.1015625  152207.8750000
 CG ITER, OVMR, OVMRUB =          90  128140.6796875  152207.8750000
 CG ITER, OVMR, OVMRUB =          91  128146.0625000  152207.8750000
 CG ITER, OVMR, OVMRUB =          92  128131.6015625  152207.8750000
 CG ITER, OVMR, OVMRUB =          93  128126.0000000  151193.7812500
 CG ITER, OVMR, OVMRUB =          94  128124.4453125  151193.7812500
 CG ITER, OVMR, OVMRUB =          95  128119.2656250  149157.5625000
 CG ITER, OVMR, OVMRUB =          96  128119.0937500  149157.5625000
 CG ITER, OVMR, OVMRUB =          97  128119.5234375  149157.5625000
 CG ITER, OVMR, OVMRUB =          98  128126.3515625  149157.5625000
 CG ITER, OVMR, OVMRUB =          99  128127.3125000  149157.5625000
 CG ITER, OVMR, OVMRUB =         100  128109.9921875  149157.5625000
 CG ITER, OVMR, OVMRUB =         101  128110.8125000  149157.5625000
 CG ITER, OVMR, OVMRUB =         102  128106.4843750  149157.5625000
 CG ITER, OVMR, OVMRUB =         103  128090.5937500  149157.5625000
 CG ITER, OVMR, OVMRUB =         104  128084.7265625  149157.5625000
 CG ITER, OVMR, OVMRUB =         105  128096.0937500  144191.9062500
 CG ITER, OVMR, OVMRUB =         106  128090.0390625  144191.9062500
 CG ITER, OVMR, OVMRUB =         107  128088.3515625  144191.9062500
 CG ITER, OVMR, OVMRUB =         108  128093.8593750  144191.9062500
 CG ITER, OVMR, OVMRUB =         109  128093.1875000  144191.9062500
 CG ITER, OVMR, OVMRUB =         110  128093.7343750  144191.9062500
 CG ITER, OVMR, OVMRUB =         111  128092.6796875  144191.9062500
 CG ITER, OVMR, OVMRUB =         112  128081.6796875  144191.9062500
 CG ITER, OVMR, OVMRUB =         113  128091.1796875  144191.9062500
 CG ITER, OVMR, OVMRUB =         114  128083.6796875  144191.9062500
 CG ITER, OVMR, OVMRUB =         115  128088.7968750  144191.9062500
 CG ITER, OVMR, OVMRUB =         116  128086.2343750  144191.9062500
 CG ITER, OVMR, OVMRUB =         117  128084.3671875  144191.9062500
 CG ITER, OVMR, OVMRUB =         118  128085.5312500  144191.9062500
 CG ITER, OVMR, OVMRUB =         119  128078.2968750  144191.9062500
 CG ITER, OVMR, OVMRUB =         120  128073.5468750  144191.9062500
 CG ITER, OVMR, OVMRUB =         121  128089.7890625  144191.9062500
 CG ITER, OVMR, OVMRUB =         122  128078.7578125  144191.9062500
 CG ITER, OVMR, OVMRUB =         123  128080.7890625  144191.9062500
 CG ITER, OVMR, OVMRUB =         124  128081.8593750  144191.9062500
 CG ITER, OVMR, OVMRUB =         125  128082.9687500  144191.9062500
 CG ITER, OVMR, OVMRUB =         126  128082.6328125  144191.9062500
 CG ITER, OVMR, OVMRUB =         127  128083.2421875  144191.9062500
 CG ITER, OVMR, OVMRUB =         128  128078.7500000  144191.9062500
 CG ITER, OVMR, OVMRUB =         129  128082.2656250  136914.6406250
 CG ITER, OVMR, OVMRUB =         130  128088.7734375  136914.6406250
 CG ITER, OVMR, OVMRUB =         131  128090.7343750  136914.6406250
 CG ITER, OVMR, OVMRUB =         132  128088.9140625  136914.6406250
 CG ITER, OVMR, OVMRUB =         133  128085.8593750  136914.6406250
 CG ITER, OVMR, OVMRUB =         134  128090.2812500  136914.6406250
 CG ITER, OVMR, OVMRUB =         135  128089.4765625  134961.4062500
 CG ITER, OVMR, OVMRUB =         136  128086.8750000  134961.4062500
 CG ITER, OVMR, OVMRUB =         137  128088.4218750  134961.4062500
 CG ITER, OVMR, OVMRUB =         138  128089.2187500  134961.4062500
 CG ITER, OVMR, OVMRUB =         139  128087.1718750  134961.4062500
 CG ITER, OVMR, OVMRUB =         140  128086.0390625  134961.4062500
 CG ITER, OVMR, OVMRUB =         141  128086.0390625  134961.4062500
