 CG ITER, OVMR, OVMRUB =           1   15912.8378906   10833.6005859
 CG ITER, OVMR, OVMRUB =           2   10833.6015625   10833.6005859
 CG ITER, OVMR, OVMRUB =           3   10328.2509766   10328.2500000
 CG ITER, OVMR, OVMRUB =           4   10328.2490234   10328.2500000
 CG ITER, OVMR, OVMRUB =           5    9773.1337891   10238.9218750
 CG ITER, OVMR, OVMRUB =           6    9793.9326172   10238.9218750
 CG ITER, OVMR, OVMRUB =           7    9803.6201172   10238.9218750
 CG ITER, OVMR, OVMRUB =           8    9813.4667969    9968.7724609
 CG ITER, OVMR, OVMRUB =           9    9819.6582031    9968.7724609
 CG ITER, OVMR, OVMRUB =          10    9825.4619141    9968.7724609
 CG ITER, OVMR, OVMRUB =          11    9830.9794922    9968.7724609
 CG ITER, OVMR, OVMRUB =          12    9835.2255859    9968.7724609
 CG ITER, OVMR, OVMRUB =          13    9838.2265625    9968.7724609
 CG ITER, OVMR, OVMRUB =          14    9841.1552734    9968.7724609
 CG ITER, OVMR, OVMRUB =          15    9844.1035156    9968.7724609
 CG ITER, OVMR, OVMRUB =          16    9846.5292969    9968.7724609
 CG ITER, OVMR, OVMRUB =          17    9848.6152344    9968.7724609
 CG ITER, OVMR, OVMRUB =          18    9851.1162109    9968.7724609
 CG ITER, OVMR, OVMRUB =          19    9853.6660156    9968.7724609
 CG ITER, OVMR, OVMRUB =          20    9856.0039062    9968.7724609
 CG ITER, OVMR, OVMRUB =          21    9857.8007812    9968.7724609
 CG ITER, OVMR, OVMRUB =          22    9859.7246094    9968.7724609
 CG ITER, OVMR, OVMRUB =          23    9862.9902344    9968.7724609
 CG ITER, OVMR, OVMRUB =          24    9865.3945312    9968.7724609
 CG ITER, OVMR, OVMRUB =          25    9867.3476562    9968.7724609
 CG ITER, OVMR, OVMRUB =          26    9869.4453125    9968.7724609
 CG ITER, OVMR, OVMRUB =          27    9871.1201172    9968.7724609
 CG ITER, OVMR, OVMRUB =          28    9873.4814453    9968.7724609
 CG ITER, OVMR, OVMRUB =          29    9875.0585938    9968.7724609
 CG ITER, OVMR, OVMRUB =          30    9877.1074219    9968.7724609
 CG ITER, OVMR, OVMRUB =          31    9878.8486328    9968.7724609
 CG ITER, OVMR, OVMRUB =          32    9880.4306641    9968.7724609
 CG ITER, OVMR, OVMRUB =          33    9882.3974609    9968.7724609
 CG ITER, OVMR, OVMRUB =          34    9884.4531250    9968.7724609
 CG ITER, OVMR, OVMRUB =          35    9885.6552734    9968.7724609
 CG ITER, OVMR, OVMRUB =          36    9886.9355469    9968.7724609
 CG ITER, OVMR, OVMRUB =          37    9888.5878906    9968.7724609
 CG ITER, OVMR, OVMRUB =          38    9889.2138672    9968.7724609
 CG ITER, OVMR, OVMRUB =          39    9891.0019531    9968.7724609
 CG ITER, OVMR, OVMRUB =          40    9892.0214844    9968.7724609
 CG ITER, OVMR, OVMRUB =          41    9893.9189453    9968.7724609
 CG ITER, OVMR, OVMRUB =          42    9895.2421875    9968.7724609
 CG ITER, OVMR, OVMRUB =          43    9895.8750000    9961.2724609
 CG ITER, OVMR, OVMRUB =          44    9897.3632812    9961.2724609
 CG ITER, OVMR, OVMRUB =          45    9898.1435547    9961.2724609
