 CG ITER, OVMR, OVMRUB =           1   61814.1054688   61814.1054688
 CG ITER, OVMR, OVMRUB =           2   61814.1171875   61814.1054688
 CG ITER, OVMR, OVMRUB =           3   61814.1171875   61814.1054688
 CG ITER, OVMR, OVMRUB =           4   61814.1132812   61814.1054688
 CG ITER, OVMR, OVMRUB =           5   61814.1171875   61814.1054688
 CG ITER, OVMR, OVMRUB =           6   61814.1054688   61814.1054688
 CG ITER, OVMR, OVMRUB =           7   61814.1054688   61814.1054688
 CG ITER, OVMR, OVMRUB =           8   61814.1015625   61814.1054688
 CG ITER, OVMR, OVMRUB =           9   61794.9726562   61814.1054688
 CG ITER, OVMR, OVMRUB =          10   61814.1015625   61814.1054688
 CG ITER, OVMR, OVMRUB =          11   61484.3242188   61814.1054688
 CG ITER, OVMR, OVMRUB =          12   60312.0859375   61814.1054688
 CG ITER, OVMR, OVMRUB =          13   61119.7617188   61814.1054688
 CG ITER, OVMR, OVMRUB =          14   60397.2070312   61814.1054688
 CG ITER, OVMR, OVMRUB =          15   60019.4023438   61814.1054688
 CG ITER, OVMR, OVMRUB =          16   57559.9609375   61814.1054688
 CG ITER, OVMR, OVMRUB =          17   57023.2109375   61814.1054688
 CG ITER, OVMR, OVMRUB =          18   56796.0078125   61814.1054688
 CG ITER, OVMR, OVMRUB =          19   56702.8203125   61814.1054688
 CG ITER, OVMR, OVMRUB =          20   56884.6406250   61814.1054688
 CG ITER, OVMR, OVMRUB =          21   57033.0976562   61814.1054688
 CG ITER, OVMR, OVMRUB =          22   57169.7304688   61814.1054688
 CG ITER, OVMR, OVMRUB =          23   57331.6757812   61814.1054688
 CG ITER, OVMR, OVMRUB =          24   57435.8281250   61814.1054688
 CG ITER, OVMR, OVMRUB =          25   57560.7031250   61814.1054688
 CG ITER, OVMR, OVMRUB =          26   57671.0781250   61791.0195312
 CG ITER, OVMR, OVMRUB =          27   57769.1054688   61791.0195312
 CG ITER, OVMR, OVMRUB =          28   57868.1210938   61791.0195312
 CG ITER, OVMR, OVMRUB =          29   57945.5625000   61791.0195312
 CG ITER, OVMR, OVMRUB =          30   58021.9296875   61791.0195312
 CG ITER, OVMR, OVMRUB =          31   58096.1250000   61791.0195312
 CG ITER, OVMR, OVMRUB =          32   58165.0390625   61791.0195312
 CG ITER, OVMR, OVMRUB =          33   58228.0742188   61791.0195312
 CG ITER, OVMR, OVMRUB =          34   58292.7812500   61791.0195312
 CG ITER, OVMR, OVMRUB =          35   58348.5664062   61791.0195312
 CG ITER, OVMR, OVMRUB =          36   58395.1210938   61791.0195312
 CG ITER, OVMR, OVMRUB =          37   58208.4062500   61791.0195312
 CG ITER, OVMR, OVMRUB =          38   58284.2656250   61791.0195312
 CG ITER, OVMR, OVMRUB =          39   58251.0429688   61791.0195312
 CG ITER, OVMR, OVMRUB =          40   58313.0156250   61791.0195312
 CG ITER, OVMR, OVMRUB =          41   58379.5273438   61791.0195312
 CG ITER, OVMR, OVMRUB =          42   58382.3242188   61791.0195312
 CG ITER, OVMR, OVMRUB =          43   58455.9804688   61791.0195312
 CG ITER, OVMR, OVMRUB =          44   58510.1796875   61791.0195312
 CG ITER, OVMR, OVMRUB =          45   58564.5195312   61791.0195312
 CG ITER, OVMR, OVMRUB =          46   58613.8984375   61791.0195312
 CG ITER, OVMR, OVMRUB =          47   58671.2929688   61791.0195312
 CG ITER, OVMR, OVMRUB =          48   58719.8125000   61791.0195312
 CG ITER, OVMR, OVMRUB =          49   58766.9375000   61791.0195312
 CG ITER, OVMR, OVMRUB =          50   58813.3046875   61791.0195312
