6 12 4
 1
       633
       633
       633
       633
    2
     3
     4
     3
     3
     3
   4.7  40.4   645    20 
  1.5  21.0   640    21 
  3.9  18.5   175    17 
  4.0  24.1   946    15 
  4.3  30.3   945    23 
  3.7  23.1   674    24 
  3.6  43.6   359    15 
  2.0  26.2   728    25 
  2.9  22.0   796    24 
  1.8  13.8   748    20 
  1.9  40.6   633    20 
  3.0  46.7   920    24 
  3.7  45.0   678    16 
  1.3  42.4   326    18 
  3.9  13.6   915    23 
  4.5  39.3   410    20 
  3.5  19.1   276    17 
  1.1  38.1   235    22 
  3.1  24.8   948    17 
  3.2  13.9   824    17 
  4.0  29.6   653    24 
  3.4  27.0   396    21 
  1.8  30.3   173    23 
  2.3  37.7   323    25 
  139     8   101     9    77   144 
  172   104   146   134     9   117 
    7    63   107   145   173    22 
   24    72    19   167   154    45 
   37    30   148    77    33   103 
   66   128   161   172     1   164 
   31    14    36   150   174    17 
   18    89    12    50   144   163 
   90    79   172    25   126    76 
   35   179   143   104    15   178 
  118   164    39    88   130    91 
  153    10    90    46   134   140 
