 CG ITER, OVMR, OVMRUB =           1   18909.1777344   17190.2949219
 CG ITER, OVMR, OVMRUB =           2   17190.2968750   17190.2949219
 CG ITER, OVMR, OVMRUB =           3   17159.9960938   17159.9941406
 CG ITER, OVMR, OVMRUB =           4   16511.2597656   16511.2597656
 CG ITER, OVMR, OVMRUB =           5   16509.4882812   16511.2597656
 CG ITER, OVMR, OVMRUB =           6   16511.2597656   16511.2597656
 CG ITER, OVMR, OVMRUB =           7   16511.2597656   16511.2597656
 CG ITER, OVMR, OVMRUB =           8   16205.4785156   16511.2597656
 CG ITER, OVMR, OVMRUB =           9   14579.9150391   16511.2597656
 CG ITER, OVMR, OVMRUB =          10   14761.5009766   16511.2597656
 CG ITER, OVMR, OVMRUB =          11   13888.1328125   16511.2597656
 CG ITER, OVMR, OVMRUB =          12   13956.2363281   16511.2597656
 CG ITER, OVMR, OVMRUB =          13   14000.2148438   16511.2597656
 CG ITER, OVMR, OVMRUB =          14   14039.9824219   16511.2597656
 CG ITER, OVMR, OVMRUB =          15   14080.7841797   16511.2597656
 CG ITER, OVMR, OVMRUB =          16   14126.5537109   16511.2597656
 CG ITER, OVMR, OVMRUB =          17   14166.2431641   16511.2597656
 CG ITER, OVMR, OVMRUB =          18   14204.3046875   16511.2597656
 CG ITER, OVMR, OVMRUB =          19   14241.6337891   16511.2597656
 CG ITER, OVMR, OVMRUB =          20   14281.2558594   16511.2597656
 CG ITER, OVMR, OVMRUB =          21   14313.0546875   16511.2597656
 CG ITER, OVMR, OVMRUB =          22   14346.0341797   16511.2597656
 CG ITER, OVMR, OVMRUB =          23   14372.4531250   16511.2597656
 CG ITER, OVMR, OVMRUB =          24   14397.6582031   16511.2597656
 CG ITER, OVMR, OVMRUB =          25   14422.2226562   16511.2597656
 CG ITER, OVMR, OVMRUB =          26   14444.0214844   16511.2597656
 CG ITER, OVMR, OVMRUB =          27   14467.0126953   16511.2597656
 CG ITER, OVMR, OVMRUB =          28   14492.4189453   16511.2597656
 CG ITER, OVMR, OVMRUB =          29   14511.2783203   16511.2597656
 CG ITER, OVMR, OVMRUB =          30   14527.2382812   16511.2597656
 CG ITER, OVMR, OVMRUB =          31   14549.7314453   16511.2597656
 CG ITER, OVMR, OVMRUB =          32   14564.8154297   16511.2597656
 CG ITER, OVMR, OVMRUB =          33   14586.8642578   16511.2597656
 CG ITER, OVMR, OVMRUB =          34   14599.8828125   16511.2597656
 CG ITER, OVMR, OVMRUB =          35   14617.6826172   16511.2597656
 CG ITER, OVMR, OVMRUB =          36   14633.9697266   16511.2597656
 CG ITER, OVMR, OVMRUB =          37   14652.3457031   16511.2597656
 CG ITER, OVMR, OVMRUB =          38   14667.4970703   16511.2597656
 CG ITER, OVMR, OVMRUB =          39   14684.2548828   16511.2597656
 CG ITER, OVMR, OVMRUB =          40   14700.0322266   16511.2597656
 CG ITER, OVMR, OVMRUB =          41   14712.2275391   16511.2597656
 CG ITER, OVMR, OVMRUB =          42   14732.0595703   16511.2597656
 CG ITER, OVMR, OVMRUB =          43   14745.0253906   16511.2597656
