 CG ITER, OVMR, OVMRUB =           1   61757.0859375   61757.0859375
 CG ITER, OVMR, OVMRUB =           2   61757.0859375   61757.0859375
 CG ITER, OVMR, OVMRUB =           3   61757.0859375   61757.0859375
 CG ITER, OVMR, OVMRUB =           4   61757.0898438   61757.0859375
 CG ITER, OVMR, OVMRUB =           5   61757.0898438   61757.0859375
 CG ITER, OVMR, OVMRUB =           6   61757.0859375   61757.0859375
 CG ITER, OVMR, OVMRUB =           7   61757.0859375   61757.0859375
 CG ITER, OVMR, OVMRUB =           8   61757.0859375   61757.0859375
 CG ITER, OVMR, OVMRUB =           9   61668.8164062   61757.0859375
 CG ITER, OVMR, OVMRUB =          10   61757.0156250   61757.0859375
 CG ITER, OVMR, OVMRUB =          11   60678.2031250   61757.0859375
 CG ITER, OVMR, OVMRUB =          12   59634.4648438   61757.0859375
 CG ITER, OVMR, OVMRUB =          13   59951.3945312   61757.0859375
 CG ITER, OVMR, OVMRUB =          14   58863.5507812   61757.0859375
 CG ITER, OVMR, OVMRUB =          15   57869.7265625   61757.0859375
 CG ITER, OVMR, OVMRUB =          16   56782.4101562   61757.0859375
 CG ITER, OVMR, OVMRUB =          17   56646.5742188   61757.0859375
 CG ITER, OVMR, OVMRUB =          18   56437.2500000   61467.3242188
 CG ITER, OVMR, OVMRUB =          19   56483.9726562   60896.9726562
 CG ITER, OVMR, OVMRUB =          20   56516.0781250   60420.1875000
 CG ITER, OVMR, OVMRUB =          21   56558.0585938   60000.8593750
 CG ITER, OVMR, OVMRUB =          22   56546.5976562   59349.5585938
 CG ITER, OVMR, OVMRUB =          23   56530.0039062   59349.5585938
 CG ITER, OVMR, OVMRUB =          24   56552.6015625   58693.4687500
 CG ITER, OVMR, OVMRUB =          25   56576.2695312   58638.2851562
 CG ITER, OVMR, OVMRUB =          26   56596.2070312   58638.2851562
 CG ITER, OVMR, OVMRUB =          27   56619.1367188   58638.2851562
 CG ITER, OVMR, OVMRUB =          28   56642.8945312   58638.2851562
 CG ITER, OVMR, OVMRUB =          29   56669.4101562   58638.2851562
 CG ITER, OVMR, OVMRUB =          30   56691.7929688   58638.2851562
 CG ITER, OVMR, OVMRUB =          31   56713.5312500   58638.2851562
 CG ITER, OVMR, OVMRUB =          32   56739.0156250   58638.2851562
 CG ITER, OVMR, OVMRUB =          33   56758.9804688   58638.2851562
 CG ITER, OVMR, OVMRUB =          34   56780.7500000   58638.2851562
 CG ITER, OVMR, OVMRUB =          35   56797.6289062   58638.2851562
 CG ITER, OVMR, OVMRUB =          36   56817.9960938   58638.2851562
 CG ITER, OVMR, OVMRUB =          37   56835.6640625   58638.2851562
 CG ITER, OVMR, OVMRUB =          38   56853.8710938   58638.2851562
 CG ITER, OVMR, OVMRUB =          39   56871.4179688   58638.2851562
 CG ITER, OVMR, OVMRUB =          40   56892.6914062   58638.2851562
 CG ITER, OVMR, OVMRUB =          41   56909.5351562   58638.2851562
 CG ITER, OVMR, OVMRUB =          42   56924.1601562   58638.2851562
 CG ITER, OVMR, OVMRUB =          43   56938.0976562   58638.2851562
 CG ITER, OVMR, OVMRUB =          44   56958.5429688   58638.2851562
 CG ITER, OVMR, OVMRUB =          45   56989.5039062   58638.2851562
 CG ITER, OVMR, OVMRUB =          46   56551.8945312   58638.2851562
 CG ITER, OVMR, OVMRUB =          47   56634.2031250   58638.2851562
 CG ITER, OVMR, OVMRUB =          48   56691.8046875   58638.2851562
 CG ITER, OVMR, OVMRUB =          49   56757.5468750   58638.2851562
 CG ITER, OVMR, OVMRUB =          50   56809.1718750   58638.2851562
 CG ITER, OVMR, OVMRUB =          51   56846.5351562   58638.2851562
 CG ITER, OVMR, OVMRUB =          52   56863.6250000   58638.2851562
 CG ITER, OVMR, OVMRUB =          53   56892.7695312   58638.2851562
 CG ITER, OVMR, OVMRUB =          54   56909.7734375   58638.2851562
 CG ITER, OVMR, OVMRUB =          55   56934.5742188   58638.2851562
 CG ITER, OVMR, OVMRUB =          56   56956.3632812   58638.2851562
